variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	supp_spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_spi_annot.2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_QC	supp_Blanc	supp_Bio	supp_spi_annot.1	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval
M596.8238T1007	hilic_neg	M596.8238T1007	596.8238242	1006.614485			13														0.06895076	0.737112295	0	-0.064238021	0.810126243	0	0.020431888	-0.005802332	-0.004911929	-0.036676912	0.282787741	1.74944327	-0.000301776	E	E	E	0.020866599	0.946422465	0	0.013786299	0.95369007	0	-0.012957716	-0.013326133	-0.003695844	-0.021300931	0.210077933	1.123841227	-0.000158811	E	E	E		596.8229752	596.8248133	1005.77879	1008.546267	64	24	0	40		1.72E-05	0.12420126	0.656159816	0.979413472	2.81E-08
M597.6006T527	hilic_neg	M597.6006T527	597.6005716	526.6833676		[M-H]- 598.608 [2M-3H]3- 897.911	16														0.530973915	0.114512037	0	-0.093377136	0.920943078	0	0.007981014	-0.008557018	-0.023407101	0.006157856	1.34758473	0.293722097	-0.001038689	E	E	E	1.06487312	0.004488604	1	0.060620916	0.960248174	0	-0.007332722	-0.014409765	-0.053334303	-0.006349847	3.03161072	0.335019148	-0.003165802	E	E	E		597.5994803	597.6015655	525.1602518	529.8591109	56	19	0	37		1.24E-05	0.094513063	0.232835569	0.992134827	2.34E-10
M597.935T526	hilic_neg	M597.935T526	597.9350145	526.4952886		[M-H]- 598.942 [2M-3H]3- 898.413	16														0.551190399	0.09843707	0	-0.032883161	0.987855923	0	0.008737515	-0.008241831	-0.023867285	0.005252038	1.374078292	0.25051569	-0.001081868	E	E	E	1.120406351	0.002692495	1	0.038005673	0.987435767	0	-0.007717679	-0.014441898	-0.05385216	-0.006559788	3.061046612	0.346095655	-0.003240316	E	S	E		597.9335731	597.9360606	525.0201293	529.5372379	61	23	0	38		1.39E-05	0.074863618	0.177990999	0.997916514	3.08E-13
M598.7315T1030	hilic_neg	M598.7315T1030	598.7315276	1030.375909		[3M-H]- 199.911	24														0.257765816	0.182260793	0	-0.300351454	0.114641428	0	-0.002615523	-0.024815205	-0.025422204	0.022359522	1.463597509	1.066521519	-0.000910332	E	E	E	0.173032002	0.634871494	0	-0.368013318	0.104454186	0	-0.001791319	-0.032156118	-0.016936361	-0.0186051	0.962691032	0.981608633	-0.000835825	E	E	E		598.730676	598.7326873	1029.512918	1031.766488	63	21	0	42		0.002737391	0.14420433	0.444561028	0.975446312	6.74E-08
M600.7297T1030	hilic_neg	M600.7297T1030	600.7296675	1029.976798			24														0.375495531	0.151395103	0	-0.305482706	0.289588441	0	-0.000429859	-0.021550706	-0.025857137	0.019616918	1.488637266	0.935702712	-0.000965183	E	E	E	0.267332959	0.528387348	0	-0.359557251	0.157469011	0	0.000943863	-0.028574761	-0.021689178	-0.012744655	1.232849033	0.672410424	-0.001153813	E	E	E		600.7284185	600.7304965	1028.729858	1031.444238	52	16	0	36		0.000172328	0.167220293	0.453801361	0.959830453	7.70E-07
M601.1975T630	hilic_neg	M601.1975T630	601.1975239	630.2457296	[594][M]2-		363														1.507784496	0.122265459	0	0.005237473	0.941108504	0	-0.002994429	-0.007180791	-0.025029332	0.029361719	1.440979202	1.40051762	-0.000999265	E	E	E	1.484468363	0.258393134	0	-0.307699758	0.750519471	0	0.000577383	-0.012810493	-0.036261503	-0.001089491	2.06116428	0.057481734	-0.001859513	E	E	E		601.1964534	601.1986876	629.0597287	631.9986952	59	22	0	37		4.43E-05	0.072105083	0.11427879	0.994032323	5.90E-11
M601.2949T584	hilic_neg	M601.2949T584	601.2948731	583.606529	[595][M]-		282														-0.394412397	0.193576198	0	0.722434212	0.007066058	1	-0.005366338	0.03869057	0.017728233	0.003793154	1.020643115	0.18092875	0.000814233	E	E	E	-0.223862964	0.601735226	0	1.261356945	7.55E-05	1	-0.022781509	0.030640668	0.015405581	-0.007685902	0.875678943	0.405509691	0.000592552	E	E	E		601.2938632	601.296229	582.9025816	584.7252065	65	23	0	42		2.47E-05	0.203934805	0.407945654	0.999611208	6.99E-17
M601.6992T631	hilic_neg	M601.6992T631	601.6991937	630.6228665	[594][M+1]2-		364														2.057487881	0.169753451	0	-0.583843472	0.844539368	0	-0.003145211	-0.008346493	-0.022164232	0.025656929	1.276030741	1.22380373	-0.00091401	E	E	B	1.988519869	0.344229576	0	-0.773611125	0.59869693	0	-0.000722194	-0.011984886	-0.031272825	-0.002668806	1.777599518	0.14080673	-0.001632609	E	E	E		601.6981434	601.7006674	628.751402	632.2435685	52	20	0	32		8.52E-05	0.088296983	0.128685805	0.989402319	1.03E-09
M602.2985T584	hilic_neg	M602.2985T584	602.2985241	583.5899331	[595][M+1]-		282														-0.447692234	0.179334395	0	0.767190494	0.010394537	1	-0.005217145	0.038058905	0.018558658	0.00239222	1.068452	0.114105915	0.000840623	E	E	E	-0.32660204	0.552850584	0	1.47108364	0.000143363	1	-0.020767468	0.031856466	0.017225457	-0.005161565	0.979123679	0.272325144	0.000715798	E	E	E		602.2973884	602.3000308	582.7238685	584.2996896	59	20	0	39		0.000103859	0.185946874	0.345142814	0.995640873	1.23E-11
M602.3116T86	hilic_neg	M602.3116T86	602.3116225	85.72308206		[M+Cl]- 567.346	11														-0.092393117	0.693616214	0	-0.263019574	0.319158198	0	-0.004352077	-0.008549187	0.003975512	0.000381272	0.228876696	0.018186198	0.000252254	E	E	E	0.041649396	0.910699023	0	-0.055859235	0.852672638	0	-0.007962563	-0.009632171	0.00129834	-0.013153883	0.073799832	0.694001419	-0.000223898	E	E	E		602.310458	602.3129358	84.22345802	87.36668407	62	22	0	39		1.55E-05	0.10015775	0.345607995	0.878921995	0.000166671
M603.3431T85	hilic_neg	M603.3431T85	603.3430711	85.12127859		[2M+Cl]- 284.196	11														0.073350401	0.703133966	0	0.581761151	0.025917831	1	0.005090391	0.017071984	-0.000960835	0.00067338	0.055316826	0.03211939	-0.000166713	E	E	E	0.149278016	0.774110878	0	0.749998171	0.002832948	1	-0.000978399	0.017797071	-0.010641417	0.009978093	0.604875863	0.526446093	-0.000563893	E	E	E		603.3418519	603.3439892	84.22345802	86.46112751	65	23	0	42		1.00E-05	0.097262863	0.301140831	0.993636126	8.13E-11
M604.3267T85	hilic_neg	M604.3267T85	604.3267339	84.54373351	[597][M]-		41														-0.063755992	0.914016381	0	0.540510117	0.003179023	1	0.001133989	0.02486246	0.005943049	0.003663972	0.342150966	0.174766933	0.000193626	E	E	E	0.039707377	0.954008443	0	0.610830516	0.000287181	1	-0.002499525	0.024233292	-0.00479924	0.011145559	0.272796785	0.588041852	-0.000214659	E	E	E		604.3258787	604.3279389	84.04519504	85.15271165	66	24	0	42		6.10E-07	0.040467163	0.154090363	0.968513909	2.31E-07
M604.7395T1027	hilic_neg	M604.7395T1027	604.7394872	1027.378185		[M+Cl+HCOOH]- 523.754	24														0.282185881	0.024537844	1	-0.11769344	0.428468321	0	0.035266882	-0.016808265	-0.034919535	-0.037082067	2.010374241	1.768768679	-0.001598523	E	E	E	0.114252347	0.654102898	0	-0.147154223	0.392676913	0	-0.023517668	-0.031661218	-0.015303315	-0.040190969	0.869865957	2.12048324	-0.000869648	E	E	E		604.7385111	604.7409164	1026.404293	1033.025565	62	22	0	40		0.012894018	0.130324723	0.672309024	0.985041748	5.75E-09
M604.8104T1005	hilic_neg	M604.8104T1005	604.8104041	1004.864632			13														-0.009174312	0.947320844	0	-0.208904282	0.536154209	0	0.001545099	-0.010127318	-0.002415309	-0.007539701	0.139053234	0.359634389	2.28E-05	E	E	E	0.217270222	0.515154842	0	-0.060621703	0.790586795	0	-0.014731593	-0.019921713	-0.021308889	-0.023496651	1.211232776	1.239687834	-0.001340464	E	E	E		604.8091893	604.8116207	1002.90564	1008.886899	55	17	0	38		6.47E-05	0.20565444	0.770077553	0.990208564	6.97E-10
M605.1382T581	hilic_neg	M605.1382T581	605.1382098	581.3529897			282														1.426412139	0.463568341	0	-2.237893396	0.219962325	0	-0.010708923	-0.01984522	-0.016187385	0.029736252	0.931934022	1.418382408	-0.000552591	E	E	E	1.095000141	0.649042229	0	-2.085464785	0.177111994	0	0.009102377	-0.01288544	-0.016130757	0.004394436	0.916899127	0.231851277	-0.00078897	E	E	E		605.1369056	605.1398958	579.8864865	582.1312469	45	20	0	25		0.000260896	0.208406031	0.301993601	0.924904403	1.66E-05
M605.3302T85	hilic_neg	M605.3302T85	605.3301864	84.60181092	[597][M+1]-		41														-0.107976863	0.733018542	0	0.53203169	0.003159691	1	0.000664033	0.025446355	0.008642205	0.001533704	0.497545745	0.073155762	0.000333895	E	E	E	0.01909226	0.99176665	0	0.589025926	0.000319316	1	-0.003998824	0.023587484	-0.002883191	0.008813578	0.163885368	0.46500607	-0.000106651	E	E	E		605.3292621	605.3313816	83.93614872	85.53125598	66	24	0	42		1.98E-06	0.043800068	0.168681145	0.953945847	1.51E-06
M606.3434T84	hilic_neg	M606.3434T84	606.3434027	84.24290244	[597][M+2]-		41														-0.023739396	0.856138611	0	-0.209751576	0.27442093	0	-5.63E-06	-0.01398265	0.001930711	-0.006474582	0.111154167	0.308829537	9.11E-05	E	E	E	-0.091282915	0.774110878	0	-0.155503397	0.452491542	0	0.003120908	-0.013918791	0.008633098	-0.007246705	0.490719694	0.382337533	0.000625097	E	E	E		606.3420454	606.3444779	83.47715829	85.75272805	66	24	0	42		2.06E-06	0.043818544	0.198663894	0.958223255	9.34E-07
M606.8586T993	hilic_neg	M606.8586T993	606.8585602	993.4755345		[M+Cl+NH3]- 554.865	13														0.580260492	0.071625587	0	0.006065415	0.925283785	0	0.037997861	-0.003410825	-0.023110128	-0.050210713	1.33048751	2.394988796	-0.001177357	E	E	E	0.300436748	0.649950298	0	0.165887513	0.763395847	0	-0.030545035	-0.018243688	-0.013062465	-0.039897593	0.742492268	2.105004682	-0.000916499	E	E	E		606.8572918	606.8598243	992.4729445	995.1122055	56	15	0	41		3.71E-05	0.195691327	0.504079322	0.926041393	1.54E-05
M607.3463T85	hilic_neg	M607.3463T85	607.3463005	84.68829305	[597][M+3]-		41														-0.06272482	0.715873745	0	-0.190026956	0.333036518	0	-0.003684751	-0.013957296	0.002910134	-0.000580407	0.167541154	0.027684695	0.000236906	E	E	E	-0.105572753	0.733755336	0	-0.140207938	0.524074497	0	0.006202279	-0.010693476	0.008542565	-0.002398963	0.485573636	0.126569728	0.000703266	E	E	E		607.345077	607.3475886	83.48146029	86.90786342	65	24	0	41		6.75E-06	0.043324271	0.192666458	0.934674834	8.39E-06
M609.49T76	hilic_neg	M609.49T76	609.490018	76.32391053		[M+Cl]- 574.513 [M-H]- 610.506	2														-0.310865529	0.707588465	0	0.630063567	0.384059291	0	-0.009740762	0.010776869	0.005714072	0.013696998	0.328968363	0.653329843	0.000334722	E	E	E	-1.043311559	0.654102898	0	1.845726546	0.228075078	0	-0.023498544	-0.004797814	0.016456145	-0.030847696	0.935394737	1.627530345	0.000781288	E	E	E		609.4888092	609.4910125	75.22059031	77.2528475	43	12	0	31		1.58E-05	0.16769401	0.241208688	0.947831112	2.79E-06
M611.1455T600	hilic_neg	M611.1455T600	611.1455187	599.9225626			10														-0.236786422	0.897226016	0	-1.188457501	0.636369536	0	-0.01354969	-0.006455904	-0.00201142	0.02215292	0.115800735	1.056666842	8.15E-05	E	E	E	0.748586083	0.714920514	0	-1.761144921	0.228122789	0	-0.003092848	-0.014516312	-0.010024789	-0.009787977	0.569825716	0.516415525	-0.000594281	E	E	E		611.1444951	611.1468971	597.1075731	603.1020007	51	20	0	31		0.120188703	0.060398156	0.063200655	0.988889772	1.31E-09
M611.1619T509	hilic_neg	M611.1619T509	611.1619329	509.2314791	[599][M]-	[M-H-NH3]- 629.186	27														0.312361658	0.367259109	0	-0.039286902	0.972704524	0	0.002260209	0.000170861	-0.01620911	0.01020981	0.933184712	0.486995295	-0.000632789	E	E	E	0.307953716	0.610933651	0	-0.0022369	0.976274362	0	-0.020420252	-0.017016089	-0.016715169	-0.027983678	0.950118096	1.476424212	-0.001020837	E	E	E		611.1610949	611.1631554	507.8599228	510.7807244	63	21	0	42		2.16E-05	0.033060931	0.079355425	0.999017316	7.20E-15
M611.2305T136	hilic_neg	M611.2305T136	611.2305309	136.3084244			34														0.001159825	0.922151486	0	0.501371053	0.095351842	0	0.007827303	0.019914082	-0.000520023	-0.005432256	0.02993856	0.259111896	-2.49E-06	E	E	E	-0.273352988	0.593524967	0	0.254414133	0.451274166	0	-0.008265141	0.005104063	0.015173525	-0.008748276	0.862488479	0.461560736	0.001018957	E	E	E		611.2292786	611.2320488	135.1838145	137.7864556	51	20	0	31		0.000202262	0.181080711	0.451274798	0.920091369	2.24E-05
M612.1653T509	hilic_neg	M612.1653T509	612.165347	509.4146559	[599][M+1]-		27														0.212667385	0.71314596	0	-0.050415756	0.964055737	0	-0.00254145	-0.000420756	-0.010312505	0.012773591	0.593707628	0.609284488	-0.000297981	E	E	E	0.267835555	0.715124003	0	0.06019022	0.934426207	0	-0.019157245	-0.015083883	-0.011738026	-0.026686275	0.667208973	1.40797298	-0.000689963	E	E	E		612.1641689	612.1670852	507.8599228	510.060324	54	18	0	36		0.00011565	0.06074907	0.123231685	0.994321804	4.60E-11
M612.7979T1221	hilic_neg	M612.7979T1221	612.7979073	1220.708293		[M+Cl]- 577.827 [M-H]- 613.806	33														0.2241074	0.185372905	0	0.091816265	0.623509001	0	0.031283734	0.002518242	-0.015164923	-0.042105186	0.873069218	2.008365232	-0.000880267	E	E	E	0.080067933	0.815984939	0	0.102768444	0.696222829	0	-0.029819441	-0.012143877	-0.004761503	-0.036627175	0.270651749	1.932456783	-0.000490636	E	E	E		612.7971002	612.7992028	1219.1273	1225.430506	55	16	0	39		4.45E-05	0.171787686	0.75158722	0.979538421	2.73E-08
M615.2374T493	hilic_neg	M615.2374T493	615.2373774	492.7389261			3														-0.140781044	0.987058111	0	1.779739763	0.002552236	1	0.009573002	0.034296491	0.004333408	-0.011152798	0.249481299	0.531974672	0.000128388	E	E	E	-0.324063611	0.551211725	0	1.923562162	8.12E-06	1	-0.016542957	0.035689779	0.015802201	0.001651183	0.898223439	0.087116743	0.000602374	E	E	E		615.2362531	615.2390212	491.6049944	494.7222684	61	23	0	38		2.63E-05	0.174643483	0.280323049	0.947789383	2.80E-06
M615.3105T583	hilic_neg	M615.3105T583	615.3104561	582.5684476	[602][M]-	[2M-H]- 308.16	282														-0.557857873	0.136210861	0	1.167921035	0.000482955	1	-0.007162104	0.040733744	0.019633278	0.006119806	1.130319636	0.291907152	0.000833504	E	E	E	-0.442610221	0.41384413	0	1.871118575	7.46E-06	1	-0.022905134	0.030546826	0.020499687	-0.008965165	1.165236392	0.473003817	0.000839862	E	E	E		615.3092878	615.3118609	581.7283915	584.1977799	66	24	0	42		1.24E-05	0.214093757	0.324853633	0.99597202	8.29E-12
M616.0995T514	hilic_neg	M616.0995T514	616.0994561	514.1217108			372														-2.957735083	0.208924207	0	-1.032391327	0.69787048	0	-0.013911833	-0.005431639	0.016644387	0.006466566	0.958244344	0.308447187	0.00080944	E	E	B	-2.333808597	0.570307493	0	-1.999442364	0.476499361	0	0.011986518	-0.003041271	0.019582198	0.006787757	1.113084785	0.358123374	0.00112619	E	E	E		616.0972645	616.1000871	512.0784466	515.2768423	22	19	0	3		0.000258933	0.241322947	0.047408586	0.969876685	1.86E-07
M616.3139T583	hilic_neg	M616.3139T583	616.3139016	582.7199508	[602][M+1]-		282														-0.565387554	0.144657543	0	1.189314592	0.000562682	1	-0.006729191	0.040750296	0.019583762	0.005365991	1.127468942	0.255951112	0.000823528	E	E	E	-0.489235442	0.398535004	0	1.990095167	7.77E-06	1	-0.022246857	0.031341549	0.020834856	-0.007839963	1.184287991	0.413637974	0.000869028	E	E	E		616.3129184	616.3154737	581.4361343	584.1595336	62	21	0	41		4.85E-05	0.205582529	0.305125851	0.997073252	1.68E-12
M617.2032T156	hilic_neg	M617.2032T156	617.2032432	155.9268218			15														-0.135243021	0.749869492	0	-5.699878798	0.000211697	1	-0.004162744	-0.025472886	-0.0002697	-0.003138155	0.015527045	0.149686112	4.35E-05	E	E	E	-0.457837045	0.910796677	0	-4.985224407	0.00049619	1	0.006960977	-0.024063669	-0.000531277	-0.007563459	0.030198672	0.39904957	0.000285093	E	E	E		617.2021815	617.2044652	153.3900906	158.2036844	42	20	0	22		9.09E-05	0.091611633	0.08632865	0.98756217	2.30E-09
M619.2897T82	hilic_neg	M619.2897T82	619.2897068	82.38556923	[603][M]-		2														-0.044471988	0.855501466	0	0.09463845	0.693595979	0	0.000262573	0.002775754	0.003397048	-0.002803863	0.195573568	0.133740786	0.000185856	E	E	E	0.080368271	0.80933416	0	0.188038207	0.361581848	0	-0.011344206	-0.004423644	-0.00740844	-0.013847637	0.421108097	0.730603986	-0.000523409	E	E	E		619.2888253	619.2910526	81.80083071	83.30465701	66	24	0	42		1.96E-06	0.04540292	0.222315592	0.994129459	5.44E-11
M619.2955T624	hilic_neg	M619.2955T624	619.2955493	623.6206715	[604][M]-	[M+Cl]- 584.332	26														0.047619027	0.729854738	0	0.202428959	0.215268049	0	0.019722808	0.013790507	-0.000946121	-0.03122365	0.054469747	1.489329408	-0.000209357	E	E	E	0.017361855	0.999651283	0	0.451319357	0.031058733	1	-0.031761705	0.005622882	0.007218463	-0.029816294	0.410309503	1.573113417	-8.75E-05	E	E	E		619.2935273	619.2969703	621.6043456	625.3226319	64	22	0	42		1.60E-05	0.067742728	0.26989702	0.993175838	1.15E-10
M620.2932T83	hilic_neg	M620.2932T83	620.2932163	82.74316987	[603][M+1]-		2														-0.124978133	0.573625098	0	0.096689908	0.74678496	0	-0.004674289	0.003247923	0.009506057	-3.19E-05	0.547279126	0.001520059	0.000454861	E	E	E	0.058578716	0.885091526	0	0.252670003	0.244336795	0	-0.009707176	-0.000655948	-0.005545415	-0.010532478	0.315210653	0.555695578	-0.000338767	E	E	E		620.2920743	620.2944846	81.71783697	83.51300984	66	24	0	42		6.68E-06	0.059387939	0.254606298	0.987385868	2.46E-09
M620.2989T624	hilic_neg	M620.2989T624	620.2989295	623.9968734	[604][M+1]-		26														0.017988637	0.892301065	0	0.228784478	0.296904142	0	0.014285802	0.00805846	0.000697004	-0.024568879	0.040127653	1.171905103	-6.06E-05	E	E	E	-0.051392754	0.864149011	0	0.518137214	0.030947948	1	-0.030950196	0.006339686	0.011071337	-0.029386953	0.62931324	1.55046127	0.000222637	E	E	E		620.2971852	620.3006484	620.9674282	625.6067426	57	18	0	39		0.003607279	0.138417807	0.46237992	0.975935489	6.10E-08
M620.7133T1030	hilic_neg	M620.7133T1030	620.7133345	1029.50114		[3M-2H+Na]- 199.911	24														0.281696463	0.030888988	1	-0.22272979	0.070157522	0	0.01516686	-0.027792814	-0.035478822	-0.002133768	2.042573288	0.101778071	-0.001445109	E	E	E	0.175637171	0.544102024	0	-0.300652052	0.085285336	0	-0.010155932	-0.036309357	-0.021986387	-0.028583643	1.249742896	1.50807852	-0.001085854	E	E	E		620.7122941	620.7147032	1028.750018	1031.540408	66	24	0	42		0.004503685	0.094541412	0.389876327	0.995652674	1.21E-11
M621.8156T996	hilic_neg	M621.8156T996	621.8156494	995.5645969			13														-0.146241765	0.54622509	0	-0.062805138	0.835674773	0	-0.011591178	-0.000631153	0.006391291	0.015283195	0.36795697	0.72898946	0.000439091	E	E	E	-0.075445362	0.829937808	0	-0.012822994	0.972249877	0	0.007307878	0.007507545	0.004421582	0.011012126	0.251330075	0.58100191	0.00044443	E	E	E		621.8146188	621.8168037	986.3691111	1002.994161	76	24	0	42		7.20E-06	0.283422211	1.000695558	0.954311791	1.45E-06
M622.7115T1029	hilic_neg	M622.7115T1029	622.7114643	1029.474925		[M-H]- 623.713	24														0.201656683	0.131551533	0	-0.233796497	0.070157522	0	0.010725624	-0.028137053	-0.027836152	-0.002585293	1.602572414	0.123315296	-0.001040382	E	E	E	0.146340332	0.601735226	0	-0.321816102	0.063403727	0	-0.00807755	-0.036150495	-0.019912133	-0.026666583	1.131838829	1.406934038	-0.00090643	E	E	E		622.7102032	622.7126032	1028.619683	1031.333553	60	19	0	41		0.003620435	0.125057358	0.499246274	0.991281384	3.91E-10
M623.2097T507	hilic_neg	M623.2097T507	623.2097262	507.302448	[605][M]-	[2M+Cl]- 294.112	27														0.230350677	0.250640105	0	0.796162561	0.00111265	1	0.013125448	0.035439507	-0.008396538	-0.003998318	0.483402319	0.190714815	-0.00047851	E	E	E	0.066141565	0.952632654	0	1.089001958	1.53E-05	1	-0.027142349	0.025444612	0.003482025	-0.012793247	0.197924118	0.674974147	-0.000218663	E	E	E		623.2085433	623.2111328	506.5987381	508.8520648	66	24	0	42		1.02E-05	0.059728215	0.150642348	0.985011657	5.81E-09
M623.277T584	hilic_neg	M623.277T584	623.2770329	583.9511668			282														-0.786987156	0.038176886	1	0.384088603	0.384059291	0	-0.007848555	0.02291432	0.030539936	-0.008891158	1.758233619	0.424097206	0.001352575	E	E	E	-0.710682904	0.324904949	0	1.248313084	0.007801325	1	-0.00950302	0.032579417	0.026474497	0.005280251	1.504854575	0.27858705	0.001368692	E	E	E		623.2755153	623.2785652	582.9025816	584.7940616	47	20	0	27		0.00023475	0.129872939	0.251820936	0.949636124	2.34E-06
M624.2132T507	hilic_neg	M624.2132T507	624.2131977	507.3736531	[605][M+1]-		27														0.231542961	0.253441669	0	0.813925034	0.00103598	1	0.012820198	0.03516979	-0.0086939	-0.003381445	0.500521932	0.161290755	-0.000472317	E	E	E	0.083507818	0.914310646	0	1.121257476	8.12E-06	1	-0.027288826	0.025474054	0.001623814	-0.012689776	0.092300292	0.669515012	-0.000273094	E	E	E		624.2121644	624.2144979	506.5987381	509.2216154	63	21	0	42		4.91E-05	0.089845737	0.222079598	0.977514325	4.36E-08
M627.3427T85	hilic_neg	M627.3427T85	627.342706	84.68829305			41														-0.083612045	0.836387637	0	0.26113314	0.403751332	0	-0.010315441	0.0043696	0.005312834	0.017092785	0.305868446	0.815304684	0.000212687	E	E	E	0.101666884	0.864609552	0	0.557705985	0.045834995	1	-0.004088235	0.011183475	-0.007441283	0.002561148	0.422974936	0.135126652	-0.000387086	E	E	E		627.3411826	627.344382	83.74971439	86.67786227	54	23	0	31		1.73E-05	0.118655146	0.345361628	0.960442407	7.14E-07
M627.5006T74	hilic_neg	M627.5006T74	627.5005851	74.05720235	[606][M]-	[M+Cl]- 592.538	2														0.149594266	0.920398351	0	-2.668450036	1.23E-09	1	0.000231164	-0.03913349	-0.004607643	-0.010212153	0.265269488	0.487107051	-0.000129483	E	E	E	-0.463171725	0.533569113	0	-2.471089247	2.14E-08	1	0.011696582	-0.027697339	0.005423603	-0.004968834	0.308286666	0.262156625	0.000751268	E	E	E		627.4995105	627.5021388	70.5040804	75.618315	66	24	0	42		8.20E-06	0.089795101	0.104015207	0.952381162	1.78E-06
M628.1774T509	hilic_neg	M628.1774T509	628.1774192	508.5418904	[607][M]-	[M-H]- 629.186	27														0.396921474	0.287744876	0	0.008301605	0.949243958	0	0.011324719	-0.000648229	-0.010479478	-0.010303985	0.603320547	0.491487308	-0.000729592	E	E	E	0.446139394	0.444329317	0	0.506594634	0.139565657	0	-0.018161252	0.011825563	-0.014354687	-0.007795826	0.815944332	0.411309288	-0.001459279	E	E	E		628.1762568	628.1786559	507.2430788	510.0566166	66	24	0	42		2.00E-05	0.059614409	0.091345521	0.952875566	1.69E-06
M628.3266T83	hilic_neg	M628.3266T83	628.3266398	83.36605181	[608][M]-	[M-H]- 629.339	41														-0.066143259	0.704608264	0	0.154494286	0.272379662	0	-0.01134934	0.009237393	0.008285594	0.017304672	0.477015093	0.825411435	0.000374788	E	E	E	0.057646629	0.846719059	0	0.277825998	0.054930703	0	-0.011708329	0.005658248	-0.006429332	-0.008756057	0.365453969	0.461971267	-0.000452004	E	E	E		628.3256221	628.3278798	82.70783428	83.94523234	66	24	0	42		8.54E-07	0.037599748	0.212568736	0.967381519	2.75E-07
M628.5039T73	hilic_neg	M628.5039T73	628.5038944	73.05157468	[606][M+1]-		2														0.118123734	0.857635555	0	-3.026934196	9.52E-08	1	0.001334316	-0.037922301	-0.003669996	-0.013041226	0.21128761	0.622050332	-8.61E-05	E	E	E	-0.552916862	0.588893372	0	-2.722111241	1.60E-06	1	0.009109136	-0.028344637	0.005056154	-0.008121833	0.287400211	0.428509492	0.000761463	E	E	E		628.5027253	628.5053203	70.37578749	75.05637998	57	24	0	33		2.55E-05	0.166228562	0.173966697	0.888313536	0.000113149
M629.1808T509	hilic_neg	M629.1808T509	629.1807601	508.8011674	[607][M+1]-		27														0.344287004	0.578058282	0	-0.042913445	0.98394176	0	0.007113905	-0.001576181	-0.004819429	-0.009170215	0.277462327	0.437407878	-0.000417535	E	E	E	0.564679286	0.528387348	0	0.658617199	0.214812516	0	-0.012932711	0.014819034	-0.012778962	-0.001156265	0.726377505	0.061004776	-0.001256074	E	E	E		629.1795404	629.1818339	507.5513441	510.639397	51	21	0	30		0.000110218	0.101913046	0.120764239	0.959867894	7.66E-07
M629.3301T83	hilic_neg	M629.3301T83	629.3300627	83.38434049	[608][M+1]-		41														-0.053813163	0.773119441	0	0.149662219	0.29811914	0	-0.010939021	0.009337445	0.007089006	0.017665186	0.408125573	0.842607488	0.000300792	E	E	E	0.062672386	0.838268806	0	0.279426455	0.067239098	0	-0.012044599	0.005266276	-0.00624673	-0.009263556	0.355074536	0.488747001	-0.000468794	E	E	E		629.3291489	629.3313678	82.80821541	84.19292877	66	24	0	42		2.62E-06	0.044274117	0.242294534	0.971118809	1.51E-07
M629.8245T994	hilic_neg	M629.8245T994	629.8244616	993.533105		[M-H]- 630.825	13														0.802459495	0.024403417	1	-0.101555525	0.930340125	0	0.035980491	-0.006754434	-0.029267641	-0.041258521	1.684985549	1.967980341	-0.00147926	E	E	E	0.367804856	0.600220074	0	0.043236304	0.95745699	0	-0.029844306	-0.020486756	-0.015941066	-0.039969081	0.906116805	2.10877637	-0.001059367	E	E	E		629.8233658	629.8257532	991.960373	995.2617328	53	15	0	38		5.01E-05	0.218815028	0.544441946	0.920212775	2.22E-05
