variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi
M251.0776T578.26	hilic	M251T578	251.077606429196	578.261369504838		[M-2H]2- 504.171	17	NA													
M251.0969T468.51	hilic	M251T469	251.096898120062	468.508442741226	[340][M+1]-		2	NA													
M251.1041T104.35	hilic	M251T104	251.104086026638	104.354032424657			2269	NA													
M251.1041T173.28	hilic	M251T173	251.10409793469	173.277859800424		[3M+2Cl]2- 144.082 [M-H-CH4]- 268.148	22	NA													
M251.1292T95.96	hilic	M251T96	251.129157552746	95.9644401543549		[M-H+HCOOH]- 206.125	45	NA													
M251.1293T149.47	hilic	M251T149	251.129250700178	149.468499933423		[3M-H]- 84.0398	25	NA													
M251.2017T79.04	hilic	M251T79	251.201705026498	79.0391541040175		[M-H-C2H4]- 280.241	5	NA													
M252.0213T448.88	hilic	M252T449	252.021300326431	448.884841787045	[338][M+3]-		3	NA													
M252.491T558.77	hilic	M252T559	252.49095582179	558.771211297993		[M-H+Cl]2- 471.017	19	NA													
M253.0025T388.8	hilic	M253T389	253.002458779878	388.795998748791		[2M-H]- 127.01	7	NA													
M253.0179T115.51	hilic	M253T116	253.017884592011	115.50624520053			2342	NA													
M253.0391T623.1	hilic	M253T623	253.039125401739	623.095350061586		[M-H+CF3COOH]- 120.045	26	NA													
M253.0503T540.31	hilic	M253T540	253.050320971412	540.312473969068		[M-H-C2H4]- 282.095	10	NA													
M253.0568T491.39	hilic	M253T491	253.056847017054	491.385380087716			15	NA													
M253.0933T430.19	hilic	M253T430	253.093319731671	430.192353442066		[M-H-CH2]- 268.127	3	NA													
M253.131T176.92	hilic	M253T177	253.130986186055	176.918598762026		[M-H-CH2]- 268.148	22	NA													
M254.0804T207.8	hilic	M254T208	254.080435998019	207.798993487622	[347][M]-	[M+Cl]- 219.112	8	NA													
M254.0805T176.32	hilic	M254T176	254.080464486422	176.315997138203	[344][M+2]-		22	NA													
M254.982T708.14	hilic	M255T708	254.981981832411	708.143894897062			1045	NA		Ascorbic acid 2-sulfate	C6H8O9S	255.9889	C02812	Carbohydrate metabolism	Ascorbate and Aldarate metabolism	Others	CHEBI:2869	HMDB60649	CID54675759	XDBMXUKHMOFBPJ-URVZRBSTSA-N	InChI=1S/C6H8O9S/c7-1-2(8)4-3(9)5(6(10)14-4)15-16(11,12)13/h2,4,7-9H,1H2,(H,11,12,13)/t2?,4-/m1/s1
M254.982T605.05	hilic	M255T605	254.981988528743	605.052006874275	[350][M]-		1687	NA													
M255.0759T378.54	hilic	M255T379	255.075854230448	378.536854026507		[M+Cl+NaCOOH]- 152.125	7	NA													
M255.084T207.05	hilic	M255T207	255.083995836383	207.045396267198	[347][M+1]-		8	NA													
M255.0892T157.55	hilic	M255T158	255.089175761028	157.546321226863	[344][M+3]-		22	NA													
M256.05T446.4	hilic	M256T446	256.049968255501	446.396787726058		[M+Cl]- 221.088	3	NA													
M256.0775T176.47	hilic	M256T176	256.077531901522	176.468035539205			22	NA													
M256.0925T157.6	hilic	M256T158	256.092490043205	157.602101778606			1664	NA													
M257.0614T612.45_1	hilic	M257T612_1	257.061413231874	612.447850582063			1707	NA													
M257.0882T388.45	hilic	M257T388	257.088211611725	388.45359537258			7	NA													
M257.1397T90.47_1	hilic	M257T90_1	257.139675488076	90.4656228724694		[M-H+HCOOH]- 212.141	11	NA													
M257.1764T89.78_2	hilic	M257T90_2	257.176387438609	89.7812932687634			11	NA		Tetradecanedioic acid	C14H26O4	258.18311		Lipid metabolism	Fatty acids	Dicarboxylic	CHEBI:76308	HMDB00872	CID13185	HQHCYKULIHKCEB-UHFFFAOYSA-N	InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)
M257.3959T612.44_2	hilic	M257T612_2	257.39591941011	612.439990618174			1706	NA													
M257.7261T612.63	hilic	M258T613	257.72613993397	612.633895091432			1695	NA													
M258.0387T540.96	hilic	M258T541	258.03866699267	540.957003216139	[355][M]-		10	NA													
M258.0389T187.23	hilic	M258T187	258.038850114692	187.22937228174		[M-H-C6H10O4]- 405.109	22	NA													
M258.0754T395	hilic	M258T395	258.075424910672	395.003836820916			7	NA													
M258.0909T388.47	hilic	M258T388	258.090900289684	388.473190146449			7	NA													
M258.1462T173.45	hilic	M258T173	258.146245368523	173.445513480895		[M-H-C6H8O6]- 435.169	22	NA													
M258.992T673.85	hilic	M259T674	258.992033679534	673.846256990953		[M-2H+Na]- 238.021 [M-H-CH2]- 274.004	53	NA													
M259.0575T490.68	hilic	M259T491	259.057452628617	490.678759586641			15	NA													
M259.0828T75.6	hilic	M259T76	259.082780842871	75.5986597601085			396	NA													
M259.1301T509.15	hilic	M259T509	259.130126018859	509.154954325526			15	NA													
M259.1302T368.12	hilic	M259T368	259.130199354482	368.122405062478	[358][M]-		309	NA													
M260.0261T557.38	hilic	M260T557	260.026074466105	557.375811624215	[357][M+1]-		6	NA													
M260.0261T578.51	hilic	M260T579	260.026096260171	578.507232822617	[356][M+1]-		17	NA													
M260.0448T423.64	hilic	M260T424	260.044826844959	423.636673888959	[359][M]-	[M-H]- 261.051	3	NA													
M260.0599T173.79	hilic	M260T174	260.059898135261	173.785837692611			22	NA													
M260.0779T503.68	hilic	M260T504	260.077941195982	503.683156077017		[M-H+HCOOH]- 215.076	15	NA													
M260.0892T539.5	hilic	M260T540	260.089206511228	539.504096325761		[M-H+Cl]2- 486.208 [M-2H]2- 522.184	10	NA													
M260.1335T368.31	hilic	M260T368	260.13347356747	368.312708011764	[358][M+1]-		321	NA													
M260.1507T152.95	hilic	M260T153	260.150688075033	152.94605217971		[M-H]- 261.153	25	NA													
M260.6391T81.38	hilic	M261T81	260.639081344053	81.3839968188963		[M-H]- 261.647	5	NA													
M260.8803T1014.53	hilic	M261T1015	260.880270567505	1014.52711795446		[M-H+Cl]2- 487.791	1910	NA													
M261.0078T633.1	hilic	M261T633	261.007756900738	633.101238433228			2079	NA													
M261.0079T536.67	hilic	M261T537	261.007930664865	536.674331274458			803	NA													
M261.0288T535.57	hilic	M261T536	261.028821441228	535.570332924112			10	NA													
M261.0441T147.72	hilic	M261T148	261.044132904002	147.717329576798		[2M-2H+K]- 112.059	25	NA													
M261.0482T423.52	hilic	M261T424	261.048208325185	423.524785311622	[359][M+1]-		3	NA													
M261.0732T592.49	hilic	M261T592	261.073153583739	592.487571778726		[2M-2H+K]- 112.061 [M-H]- 262.084	1884	NA													
M261.1823T217	hilic	M261T217	261.182328383401	216.99745950731			8	NA													
M261.6463T80.92	hilic	M262T81	261.646264544328	80.9210824413171			5	NA													
M262.0935T521.39	hilic	M262T521	262.093547178364	521.389212930651			1308	NA													
M263.0346T141.22	hilic	M263T141	263.034596616631	141.217245461857			18	NA													
M263.0775T268.55	hilic	M263T269	263.077487850994	268.548177611531			1	NA													
M263.0776T537.22	hilic	M263T537	263.077559612453	537.220125910015	[363][M]-	[M-H-H20]- 282.095	10	NA													
M263.1253T373.05	hilic	M263T373	263.125250777828	373.048834272949			362	NA													
M263.1402T90.63	hilic	M263T91	263.140238408991	90.6295873307629			11	NA													
M263.9075T1027.69	hilic	M264T1028	263.907519410104	1027.68533453634	[362][M+1]-		28	NA													
M264.1091T488.65	hilic	M264T489	264.109113268243	488.652189233022		[M-H-H20]- 283.125	15	NA													
M264.9523T594.5	hilic	M265T595	264.952326252766	594.503046795352		[M+Cl]- 229.983 [M-H]- 265.96	1884	NA		2,3-Diphospho-D-glyceric acid;2,3-Bisphospho-D-glyceric acid	C3H8O10P2	265.95927	C01159	Carbohydrate metabolism	Glycolysis	Glycolysis	CHEBI:17720	HMDB01294	CID186004	XOHUEYCVLUUEJJ-UWTATZPHSA-N	InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)/t2-/m1/s1
M264.9921T472.12	hilic	M265T472	264.992089710928	472.119707526229			2	NA													
M264.9922T78.28	hilic	M265T78	264.992183088372	78.2771873852475			5	NA													
M265.0833T496.1	hilic	M265T496	265.083251997821	496.098451832289		[M-H-NH3]- 283.125	15	NA													
M266.0899T172.55	hilic	M266T173	266.089897699792	172.54545954412		[M-H+CF3COOH]- 133.098	22	NA													
M266.1251T297.86	hilic	M266T298	266.125128753875	297.863767760357		[M-H]- 267.134	12	NA													
M267.039T589.65_2	hilic	M267T590_2	267.038971396019	589.654988882893	[369][M]2-	[M-2H]2- 536.092	35	NA													
M267.0725T497.48	hilic	M267T497	267.072493403917	497.47502695329		[M+Cl+NH3]- 215.076 [M+Cl]- 232.1	15	NA													
M267.0739T304.25	hilic	M267T304	267.073887168371	304.245821206771	[371][M]-		12	NA													
M267.1089T408.32	hilic	M267T408	267.108891706158	408.32217468615	[372][M]-	[M-H]- 268.119	20	NA													
M267.12T443.42	hilic	M267T443	267.120043458037	443.424607662014		[M-H]- 268.127	3	NA													
M267.1608T89.79	hilic	M267T90	267.160804904018	89.7948622460301			11	NA													
M267.5398T590.15	hilic	M268T590	267.539835111353	590.146320005247	[369][M+1]2-		2155	NA													
M268.05T605.92	hilic	M268T606	268.049995984242	605.921472534349		[M+Cl]- 233.076	23	NA													
M268.1041T451.61	hilic	M268T452	268.104146092964	451.608987270635	[374][M]-	[M-H]- 269.107	3	NA													
M268.1238T443.11	hilic	M268T443	268.123765464509	443.106502935612			3	NA													
M268.1556T90.26	hilic	M268T90	268.155612640321	90.2604025343562			11	NA													
M268.9248T1000.41	hilic	M269T1000	268.924776995048	1000.40728372684			31	NA													
M269.0341T643.27	hilic	M269T643	269.0340924096	643.273375719367			2080	NA													
M269.0518T589.41	hilic	M269T589	269.051803406621	589.407531842617			35	NA													
M269.0671T211.09	hilic	M269T211	269.0671237239	211.088577923748			8	NA													
M269.1075T451.78	hilic	M269T452	269.107478156081	451.775471178588	[374][M+1]-		3	NA													
M269.1769T89.04	hilic	M269T89	269.17688214474	89.0366174832897			11	NA													
M269.2121T80.05	hilic	M269T80	269.212084333939	80.0536067721629	[377][M]-		5	NA													
M269.2491T78.14	hilic	M269T78	269.249140886718	78.13695854983	[373][M+2]-		5	NA													
M270.0986T325.06	hilic	M270T325	270.098626940904	325.063690139171	[371][M+3]-		940	NA													
M271.0233T507.55	hilic	M271T508	271.02328831043	507.54670758871		[M+Cl]- 236.056	15	NA													
M271.1551T90.98	hilic	M271T91	271.155107462643	90.9756994730306		[M-H-C3H2O3]- 358.173	11	NA													
M271.1923T89.64	hilic	M271T90	271.192283543301	89.6423510189277			11	NA													
M271.2281T80.58	hilic	M271T81	271.228062122664	80.5780478934226	[382][M]-	[M-H-C2H4]- 300.261	5	NA		2-Hydroxyhexadecanoic acid;2-Hydroxypalmitic acid	C16H32O3	272.23514		Lipid metabolism	Fatty acids	Hydroxy	CHEBI:65101	HMDB31057	CID92836	JGHSBPIZNUXPLA-UHFFFAOYSA-N	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)
M272.0004T569.03	hilic	M272T569	272.000360640109	569.027358358572			1409	NA													
M272.9926T675.92	hilic	M273T676	272.992640133468	675.920238458241		[M+Cl]- 238.021 [M-H]- 274.004	53	NA													
M273.0021T597.61	hilic	M273T598	273.002142119244	597.61265075293		[M-H]- 274.007	27	NA													
M273.0078T445.87_1	hilic	M273T446_1	273.007804947753	445.87047107497			203	NA													
M273.0385T535.7	hilic	M273T536	273.038528007956	535.697117677769		[2M-2H+Na]- 126.034	10	NA													
M273.1096T392.08	hilic	M273T392	273.109589689163	392.079875108335			569	NA													
M273.1713T90.82_2	hilic	M273T91_2	273.171319338842	90.8197767879197			11	NA													
M274.0936T173.25	hilic	M274T173	274.093573771589	173.248345468683			1665	NA													
M276.0493T547.57	hilic	M276T548	276.049313133744	547.565421427752			538	NA													
M276.0762T387.94	hilic	M276T388	276.076152796436	387.938254248527			7	NA													
M276.0992T173.39	hilic	M276T173	276.099247139271	173.389844063589		[M-H-C6H10O4]- 423.168	22	NA													
M276.8827T1025.82	hilic	M277T1026	276.882739010869	1025.81815062291			28	NA													
M277.0333T550.81	hilic	M277T551	277.033303468669	550.806525382733		[M-H]- 278.042	6	NA													
M277.0503T139.38	hilic	M277T139	277.050272246546	139.38212437467			18	NA													
M277.1197T152.67	hilic	M277T153	277.119700233846	152.666500134996		[M+Cl]- 242.15 [M-H]- 278.127	25	NA													
M277.1449T89.76	hilic	M277T90	277.144943365689	89.7635398466979			11	NA													
M278.0211T471.62	hilic	M278T472	278.021116616214	471.616411805223			2	NA													
M278.0212T78.3_1	hilic	M278T78_1	278.021160497169	78.2978244437614			5	NA													
M278.1149T146.46	hilic	M278T146	278.114872381854	146.463815066977			1839	NA													
M278.1248T333.97	hilic	M278T334	278.124840268001	333.97299894469	[394][M]-		4	NA													
M279.0393T395.94	hilic	M279T396	279.039252392657	395.943718641142		[M-H-C6H10O5]- 442.102	7	NA													
M279.0837T523.74	hilic	M279T524	279.083736412882	523.740917795185			16	NA													
M279.1282T334.55	hilic	M279T335	279.128158017507	334.545480791561	[394][M+1]-		4	NA													
M279.1567T426.06	hilic	M279T426	279.156662520418	426.058294135068		[M-H]- 280.16	3	NA													
M279.5883T559.83	hilic	M280T560	279.58828484617	559.830726861072		[M-H+Cl]2- 525.214 [M-2H]2- 561.191	19	NA													
M279.9959T151.08	hilic	M280T151	279.995865276577	151.083007301896		[M+Cl+NaCOOH]- 177.04	25	NA													
M280.0864T209.15	hilic	M280T209	280.086431946809	209.147910153749			634	NA													
M280.1153T172.81	hilic	M280T173	280.115292065419	172.805434628311		[2M-H+Cl]2- 263.142	22	NA													
M281.0366T395.95	hilic	M281T396	281.036575723452	395.950833342052			7	NA													
M281.0731T430.77	hilic	M281T431	281.073062376933	430.773706646354	[395][M+2]-		3	NA													
M281.0817T398.49	hilic	M281T398	281.081729014673	398.485185596891			570	NA													
M281.0882T537.14	hilic	M281T537	281.08819024171	537.138078623717	[401][M]-	[M-H]- 282.095	10	NA													
M282.0517T454.26	hilic	M282T454	282.051694275534	454.262232686277	[404][M]-		3	NA													
M282.0847T373.05	hilic	M282T373	282.084749242544	373.048834272949	[405][M]-		364	NA		Guanosine	C10H13N5O5	283.09167	C00387	Nucleotide metabolism	Purine metabolism	Guanine	CHEBI:16750	HMDB00133	CID6802	NYHBQMYGNKIUIF-UUOKFMHZSA-N	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1
M283.0499T624.64	hilic	M283T625	283.049876285465	624.641256146016		[M-H+CF3COOH]- 150.056	26	NA													
M283.0552T454.13	hilic	M283T454	283.055154832071	454.131912596305	[404][M+1]-		3	NA													
M283.0608T105.43	hilic	M283T105	283.060785214074	105.426938675724			2271	NA													
M283.061T129.97	hilic	M283T130	283.060989327441	129.971187639349		[M+Cl]- 248.097	18	NA		Glycitein	C16H12O5	284.06847	C14536					HMDB05781	CID5317750	DXYUAIFZCFRPTH-UHFFFAOYSA-N	InChI=1S/C16H12O5/c1-20-15-6-11-14(7-13(15)18)21-8-12(16(11)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3
M283.0887T373.1	hilic	M283T373	283.088696771265	373.097225514604	[405][M+1]-		365	NA													
M283.1109T77.04_1	hilic	M283T77_1	283.110878406979	77.0448198939605	[407][M]-		5	NA													
M283.1338T435.61	hilic	M283T436	283.133792635255	435.606386333425			277	NA													
M283.1556T89.45_1	hilic	M283T89_1	283.155635371818	89.4455198251273			11	NA													
M283.1921T89.37_2	hilic	M283T89_2	283.192145000542	89.3739203444102		[M-H-C2H4]- 312.231	11	NA													
M283.913T1000.59	hilic	M284T1001	283.913031970108	1000.59407480229		[M-H-COCH2]- 326.915	31	NA													
M284.0475T454.06	hilic	M284T454	284.047458670351	454.060385444225	[404][M+2]-		3	NA													
M284.8654T1026.82	hilic	M285T1027	284.865413773124	1026.82111625021		[M-2H+K]- 247.911	28	NA													
M284.8861T1044.72	hilic	M285T1045	284.886064521136	1044.71876662618		[M-H]- 285.887	47	NA													
M285.029T660.78	hilic	M285T661	285.02899222112	660.779030448291			33	NA													
M285.1459T393.86	hilic	M285T394	285.145894103303	393.864373423242		[M+Cl]- 250.174	7	NA													
M285.1706T90.29	hilic	M285T90	285.170594860326	90.2907092033399			11	NA													
M285.2076T88.22	hilic	M285T88	285.207630068028	88.2151855214923		[2M-H]- 143.108 [2M-3H]3- 429.327	11	NA		Hexadecanedioic acid	C16H30O4	286.21441	C19615	Lipid metabolism	Fatty acids	Dicarboxylic	CHEBI:73722	HMDB00672	CID10459	QQHJDPROMQRDLA-UHFFFAOYSA-N	InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)
M286.0339T189.29	hilic	M286T189	286.033853900988	189.290321816117		[M-2H+Na]- 265.061	22	NA													
M286.0933T527.22	hilic	M286T527	286.093313543034	527.215321429974			777	NA													
M286.1164T428.92	hilic	M286T429	286.116411024763	428.92442369678	[412][M+1]-		3	NA													
M286.5963T543.04	hilic	M287T543	286.596268273371	543.036729556648			753	NA													
M287.0526T452.49	hilic	M287T452	287.052596922697	452.490773856539			3	NA		Orotidine	C10H12N2O8	288.05937					CHEBI:25722	HMDB00788	CID92751	FKCRAVPPBFWEJD-XVFCMESISA-N	InChI=1S/C10H12N2O8/c13-2-4-6(15)7(16)8(20-4)12-3(9(17)18)1-5(14)11-10(12)19/h1,4,6-8,13,15-16H,2H2,(H,17,18)(H,11,14,19)/t4-,6-,7-,8-/m1/s1
M287.1002T570.39	hilic	M287T570	287.100220210094	570.387172397706		[M+Cl]- 252.127	17	NA													
M287.1253T398.59	hilic	M287T399	287.125276695168	398.589363963298		[M-2H+K]- 250.174	7	NA													
M287.2226T85.7	hilic	M287T86	287.222584091359	85.7034815655349			11	NA													
M288.0403T406.19	hilic	M288T406	288.040264259532	406.186544143745			2409	NA													
M289.07T400.09	hilic	M289T400	289.070047313524	400.093082625413			7	NA													
M289.1159T567.62	hilic	M289T568	289.115888559852	567.623741683345			1473	NA		Argininosuccinic acid	C10H18N4O6	290.12263	C03406	Amino acid metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate	Urea cylcle|Aspartate		HMDB00052	CID16950	KDZOASGQNOPSCU-WDSKDSINSA-N	InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1
M290.0552T421.17	hilic	M290T421	290.055215161385	421.167366570664			1504	NA													
M290.0998T426.79	hilic	M290T427	290.099806265406	426.788210241504		[M-H-CO2]- 335.09	3	NA													
M292.0184T360.83	hilic	M292T361	292.018433282421	360.82612081066			4	NA													
M292.0362T407.11	hilic	M292T407	292.036214244663	407.107692039095		[M-H-CH3]- 308.058	43	NA													
M292.1407T214.66	hilic	M292T215	292.140666959527	214.657417830578	[423][M]-		8	NA													
M293.0125T449.09	hilic	M293T449	293.012472313142	449.08792970615			213	NA													
M293.0551T170.43	hilic	M293T170	293.055098056935	170.428194445056			22	NA													
M293.0635T588.57	hilic	M293T589	293.063514817613	588.566777281048		[M-H-CO]- 322.061	35	NA													
M293.0692T400.53	hilic	M293T401	293.069158887719	400.52853582518	[427][M]-		7	NA													
M293.1145T244.51	hilic	M293T245	293.114544683345	244.509043317926			1	NA													
M293.1359T584.06	hilic	M293T584	293.135924863874	584.060056721561	[429][M]-	[M-H-H20]- 312.155	17	NA													
M293.144T215.27	hilic	M293T215	293.144039893137	215.270473112829	[423][M+1]-		635	NA													
M293.1801T75.51	hilic	M293T76	293.18009627618	75.5068396019737	[430][M]-		5	NA													
M293.5344T612.95	hilic	M294T613	293.534410756151	612.949687343379			1705	NA													
M293.928T551.07	hilic	M294T551	293.927958347745	551.068694297408			6	NA													
M294.0831T294.54	hilic	M294T295	294.083127628806	294.536771251451			963	NA													
M294.0836T561.57	hilic	M294T562	294.083622908826	561.568340186843		[M+Cl]- 259.109	19	NA													
M294.1391T583.9	hilic	M294T584	294.139138161363	583.904279538304	[429][M+1]-		17	NA													
M294.8935T1026.23_2	hilic	M295T1026_2	294.893474754527	1026.22713515568			1931	NA													
M295.0807T561.79	hilic	M295T562	295.080677614797	561.789431789126	[432][M]-		19	NA													
M295.1305T92.61	hilic	M295T93	295.130512720814	92.6123179904627			842	NA													
M295.1402T347.57	hilic	M295T348	295.140154855044	347.565317242703			4	NA													
M295.1563T89.24	hilic	M295T89	295.156255786738	89.2392645804947			11	NA													
M295.2281T79.26	hilic	M295T79	295.228098745605	79.2626161570755	[433][M]-		5	NA		13S-Hydroxyoctadecadienoic acid;13(S) HODE;13(S)-Hydroxyoctadeca-9Z,11E-dienoic acid;13-Hydroxyoctadecadienoic acid	C18H32O3	296.23514	C14762	Lipid metabolism	Linoleic acid metabolism	Linoleic acid metabolism	CHEBI:34154	HMDB04467	CID6443013	HNICUWMFWZBIFP-IRQZEAMPSA-N	InChI=1S/C18H32O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15,17,19H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7-,15-12+/t17-/m0/s1
M295.2647T77.67	hilic	M295T78	295.264725407344	77.6748062167435		[M-H-CH4]- 312.304	5	NA													
M296.1144T155.38	hilic	M296T155	296.11437141136	155.379256191875		[M+Cl]- 261.153	25	NA													
M296.1354T424.46	hilic	M296T424	296.135404622153	424.458620392163		[M+Cl]- 261.169	3	NA													
M296.2308T79.42	hilic	M296T79	296.230844871734	79.4236443955605	[433][M+1]-		5	NA													
M296.9081T1000.59	hilic	M297T1001	296.908082707726	1000.59119101984		[M-H-HCOOH]- 343.912	31	NA													
M297.0593T334.11	hilic	M297T334	297.059267301783	334.11366142875		[M-H-C2H4]- 326.095	4	NA													
M297.0834T509.4	hilic	M297T509	297.083363213132	509.401770906907		[M+Cl]- 262.115	15	NA													
M297.1707T89.4	hilic	M297T89	297.170660160746	89.4041685287754			843	NA													
M297.2438T78.71_2	hilic	M297T79_2	297.243804617676	78.710878389656	[433][M+2]-		5	NA													
M298.0797T333.64	hilic	M298T334	298.079665284556	333.635035918523		[M-H-NH3]- 316.121	4	NA													
M299.0443T386.15	hilic	M299T386	299.044270858196	386.145586498456			625	NA													
M299.0656T187.13	hilic	M299T187	299.065570952067	187.133296892842		[3M-H+Cl]2- 188.05	22	NA													
M299.0895T98.9	hilic	M299T99	299.089489149025	98.9024468920345			2246	NA													
M299.0988T473.64	hilic	M299T474	299.098765700881	473.642305962008	[444][M]-	[M-H-H20]- 318.128	2	NA													
M299.118T443	hilic	M299T443	299.117953657656	442.996062752262	[440][M+1]-		3	NA													
M299.1874T89.67	hilic	M299T90	299.187422450987	89.6704193390848			11	NA													
M299.2588T78.13	hilic	M299T78	299.258775587775	78.128926742909	[446][M]-	[M-H]- 300.261	5	NA													
M300.1305T440.39	hilic	M300T440	300.130545805709	440.392153825544	[440][M+2]-		3	NA													
M300.1822T91.96	hilic	M300T92	300.182217413706	91.9568572792423			11	NA													
M301.0442T358.44	hilic	M301T358	301.044239104139	358.435318250603			4	NA													
M301.0729T199.59	hilic	M301T200	301.072879709288	199.588000916914			8	NA													
M301.078T421.12	hilic	M301T421	301.078000983362	421.121670757618	[448][M]-	[M-H-CH2]- 316.101	1504	NA													
M301.1212T89.91	hilic	M301T90	301.121160777789	89.9091600896223			11	NA													
M301.1657T83.71	hilic	M301T84	301.165652681422	83.7053479005121		[M-H+Cl]2- 568.372 [M-2H]2- 604.349	29	NA													
M301.2022T89.27	hilic	M301T89	301.202249813437	89.2676457280873			11	NA													
M301.5317T627.41_1	hilic	M302T627_1	301.531747622879	627.405634396103	[452][M]2-		1852	NA													
M302.0555T375.26	hilic	M302T375	302.055537989265	375.258162338476			7	NA													
M302.0649T555.9	hilic	M302T556	302.064909503345	555.895635429927		[M-H]- 303.071	6	NA													
M302.0814T421.04	hilic	M302T421	302.081392087031	421.035214562789	[448][M+1]-		1504	NA													
M302.1008T497.17	hilic	M302T497	302.100760768475	497.17125706082			15	NA													
M302.1436T136.48	hilic	M302T136	302.143606361774	136.483090125944		[M+Cl]- 267.174 [M-H]- 303.151	18	NA													
M302.1438T91.63	hilic	M302T92	302.143756547976	91.632164945192			11	NA													
M302.8585T1026.88	hilic	M303T1027	302.85851146683	1026.87751131482		[M+Cl+NaCOOH]- 199.91	28	NA													
M303.0684T186.99	hilic	M303T187	303.068421048148	186.986130296386	[453][M+1]-		22	NA													
M303.084T576.68	hilic	M303T577	303.083961487641	576.682294044184			17	NA		N-Acetyl-Asp-Glu;N-Acetylaspartylglutamic acid	C11H16N2O8	304.09067	C12270	Amino acid metabolism	Alanine, Aspartate and Glutamate	Aspartate		HMDB01067	CID5255	OPVPGKGADVGKTG-UHFFFAOYSA-N	InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)
M303.0872T438.55	hilic	M303T439	303.087208561279	438.554353633013		[M+Cl]- 268.127	3	NA													
M303.1102T180.23	hilic	M303T180	303.110222508487	180.22937398579		[M+Cl]- 268.148	22	NA													
M303.1468T138.19	hilic	M303T138	303.146780076546	138.185672843268			18	NA													
M303.5069T620.41	hilic	M304T620	303.506900461062	620.40656572343			26	NA													
M304.0227T347.88	hilic	M304T348	304.022694396283	347.882059684548			4	NA													
M304.0314T622.33	hilic	M304T622	304.031439531931	622.328604156003		[M+2Cl]2- 538.143 [M-H+Cl]2- 574.121	26	NA													
M304.061T597.39	hilic	M304T597	304.060970128009	597.391922884758		[M+Cl]- 269.092 [M-H]- 305.068	27	NA													
M304.0712T460.18	hilic	M304T460	304.071175323127	460.175305244187	[457][M]-	[M+Cl]- 269.107	3	NA													
M304.0787T589.44	hilic	M304T589	304.078688506565	589.442823796869			35	NA													
M304.0977T172.41	hilic	M304T172	304.097747144581	172.406941063551			22	NA													
M304.1155T527.71	hilic	M304T528	304.115517771818	527.712461316034			748	NA													
M305.0297T343.91	hilic	M305T344	305.029710319301	343.910806072672		[M-H]- 306.045	4	NA													
M305.0745T459.99	hilic	M305T460	305.074535866985	459.992567371142	[457][M+1]-		3	NA													
M306.067T460.2	hilic	M306T460	306.067004575161	460.196545213148	[457][M+2]-		3	NA													
M306.0868T443.94	hilic	M306T444	306.086833502836	443.943773726849		[M-H-CO]- 335.09	3	NA													
M306.1675T683.52	hilic	M306T684	306.1675178033	683.521405543791	[464][M]-		2299	NA													
M307.0445T513.38	hilic	M307T513	307.044486256145	513.384366368818	[461][M+2]-		1371	NA													
M307.0483T405.69	hilic	M307T406	307.048334382632	405.687008161134		[M-H]- 308.058	43	NA													
M307.0616T229.4	hilic	M307T229	307.061551366801	229.402858603026	[463][M+1]-		8	NA													
M307.0903T444.06	hilic	M307T444	307.090321640945	444.05978758317			3	NA													
M307.094T420.93	hilic	M307T421	307.093993640324	420.928232140899	[458][M+3]-		1504	NA													
M307.1516T583.37	hilic	M307T583	307.151576745994	583.366986640911	[467][M]-		17	NA													
M307.1709T683.29	hilic	M307T683	307.170889669426	683.293064895386	[464][M+1]-		2300	NA													
