variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	BiH_base_POS_QTof_Plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.name.M.Formule.M.H..M.H...th.Intensite...Tr.Masse.Exp.Delta.ppm.	BiH_Pool_Qtof_Pos_plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.G.N.compound.composition.Formule.M.H...M.H....Th...TR.Masse.exo.delta.ppm.	BiH_DB_Lipids_POS.MzDelta_Query.Bank.0.005Da..MzBank.m.z..M.H...Formule.Brute..M..Annotation..Lipid.class.and.subclass.RT.min..	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Sample	supp_BLC	supp_fold	supp_tstat	supp_pvalue	supp_pool_CV	supp_poolCV_over_sampleCV
M108.5181T10.76	c18acqui_pos	M108.5181T10.76	108.5180514	10.76290649			5100				-0.009324128	0.927634315	0	-0.169401606	0.020265077	1	0.029170222	0.01021282	0.000196545	0.028524635	0.011020121	1.417931921	0.000199725	E	E	E	0.030461712	0.89512935	0	-0.132235718	0.092727282	0	0.019891138	-0.014496517	E	E	E	108.5179074	108.5182319	10.70903763	10.79968799	11	11	0	3.510908161	-24.95713387	0	0.086050384	0.836443847
M546.2828T15.57	c18acqui_pos	M546.2828T15.57	546.2827683	15.5683836	[1606][M]+		5127				0.478101067	0.418924085	0	0.017442647	0.897064921	0	0.000544897	-0.017333991	-0.036050886	0.007679553	2.021347155	0.381743131	-0.002468622	E	E	E	0.660558067	0.097735441	0	-0.29381529	0.228220023	0	0.010770315	0.012139723	E	E	E	546.2813528	546.2840509	15.48733038	15.79360424	52	50	0	42.11169697	-11.93090965	4.44E-16	0.256312227	0.656980058
M537.3083T15.55	c18acqui_pos	M537.3083T15.55	537.3083413	15.55097157			5135				-0.257522351	0.372080188	0	-0.239114309	0.096980899	0	0.02105755	-0.007909443	0.023872957	0.029894714	1.33853944	1.486037193	0.002359213	E	E	E	-0.099561727	0.811302867	0	-0.17845491	0.147386144	0	0.015716384	0.021436275	E	E	E	537.3077948	537.3096968	15.53029884	15.68325606	30	25	0	12.41874644	-19.05004847	0	0.172887768	0.819832886
M254.248T17.02	c18acqui_pos	M254.248T17.02	254.2479547	17.02169945	[509][M]+		5186			0.000354706688#254.2476#254.2476#C16H31NO#([M+H]+)_Palmitoleamide#Primary amides (PFAA)#4|0.000114306688#254.2478404#254.2478404#C16H31NO#([M+H]+)_Palmitoleamide#Primary amides#NA#	-0.033402978	0.928929237	0	0.022282392	0.898237075	0	0.005143436	0.018376606	0.004409917	0.016740026	0.247260881	0.83213045	0.000501475	E	E	E	-0.148702044	0.680645087	0	-0.035732174	0.86354699	0	0.007118579	0.008072241	E	E	E	254.2474308	254.2485995	17.01447559	17.02821181	47	47	0	44.01958212	-34.0675875	0	0.144756152	0.849612742
M255.2514T17.02	c18acqui_pos	M255.2514T17.02	255.2513724	17.02078291	[509][M+1]+		5186			0.00017804262#255.2511944#255.2511944#C16H31NO#([M+H]+ C13)_Palmitoleamide#Primary amides#NA#	-0.033584917	0.927634315	0	-0.062777304	0.665787697	0	0.013312965	0.011391738	0.001930242	0.019486893	0.108227289	0.968674544	0.000449516	E	E	E	-0.135127235	0.715873668	0	-0.128738953	0.386563375	0	0.014734422	0.012143724	E	E	E	255.2508204	255.2519707	17.00341441	17.13861008	48	47	0	33.24616733	-30.53167227	0	0.164882515	0.880951206
M158.9613T8.09	c18acqui_pos	M158.9613T8.09	158.9613014	8.087028573			5223				0.005930092	0.933929134	0	0.248367919	0.013447303	1	-0.027589964	-0.014284018	-0.000163261	-0.035302206	0.00915393	1.754838388	-8.62E-05	E	E	E	-0.040453791	0.923511651	0	0.280731038	0.053419517	0	-0.020979922	0.02713671	E	E	E	158.9611318	158.9615099	7.972210887	8.19517605	10	7	0	3.213778267	-12.65135281	0.00038553	0.184126863	0.982494211
M246.1701T8.07	c18acqui_pos	M246.1701T8.07	246.1701095	8.074655241			5228	0.000509453051#246.1696#0.0246552407891#8.05#Isovaleryl-L-carnitine#C12H23NO4#C12H24NO4#246.169985#100#8.05#246.1696#-1.564			0.082489296	0.904807487	0	0.200018891	0.495523242	0	-0.018955196	-0.030301684	-0.005056341	-0.049673908	0.283505385	2.469241735	-0.000486531	E	E	E	0.303561279	0.522276683	0	0.007524185	0.989518074	0	0.001830936	-0.000791791	E	E	E	246.1694747	246.1707525	7.961155056	8.382842815	118	50	0	33.25313978	-19.45136712	0	0.216658834	0.590986726
M96.0808T18.96	c18acqui_pos	M96.0808T18.96	96.08084461	18.95583301			5411				-0.038748966	0.859547472	0	0.005682535	0.981781911	0	-0.003006728	-0.023265717	0.013458726	-0.020736177	0.754621071	1.030775234	0.000837447	E	E	E	0.000319754	0.9956376	0	-0.041316282	0.663323424	0	0.005006122	-0.001425087	E	E	E	96.08050195	96.08107505	18.69835328	19.24790483	35	24	0	2.559443986	-8.892663528	0.007486997	0.122885021	1.123080548
M296.2948T18.95	c18acqui_pos	M296.2948T18.95	296.2948026	18.94899159			5458				0.01976499	0.977663337	0	-0.063103772	0.802732352	0	0.013435583	0.010883638	-0.004888028	0.024318589	0.27406818	1.208853466	-0.000175923	E	E	E	-0.114545146	0.842767544	0	-0.005888318	0.995357788	0	0.007774817	0.004271756	E	E	E	296.2935456	296.2957746	18.92245115	18.96207642	43	43	0	6.89166756	-18.75710842	0	0.10839988	0.402111023
M544.4502T14.73_2	c18acqui_pos	M544.4502T14.73_2	544.4502003	14.72811161	[1597][M+1]3+		5492			0.004962678225#544.4452376#544.4452376#C35H60O5#([M+H-H2O]+ C13)_DG 32a:4#Diacylglycerols#NA#	0.060575894	0.844576337	0	0.328136776	0.049494817	1	-0.029773926	-0.029732532	-0.001799619	-0.029177374	0.100903357	1.450378937	-0.000529084	E	E	E	0.135150829	0.814848732	0	0.349122755	0.031255441	1	-0.022897459	-0.022215789	E	E	E	544.4491997	544.4548233	14.7222599	14.7333598	5	5	0	4.936189225	-16.10996822	3.29E-07	0.158011411	0.656636567
M519.6781T14.72_1	c18acqui_pos	M519.6781T14.72_1	519.6780929	14.72118204			5497				0.029154294	0.958950786	0	-0.174249238	0.0922683	0	0.021381204	0.0151153	-0.008607726	0.007846657	0.482628972	0.390049708	-0.000449742	E	E	E	-0.10498699	0.816852289	0	-0.346195391	0.005618019	1	0.028003827	0.00299074	E	E	E	519.6712453	519.683512	14.69469119	14.72854993	5	5	0	5.177446458	-16.95197365	4.72E-05	0.167565628	0.941026313
M519.8283T14.73_1	c18acqui_pos	M519.8283T14.73_1	519.8283462	14.72749014			5498				-0.218408203	0.630966064	0	-0.047723841	0.799237746	0	0.011595264	0.001762409	0.020520185	0.023663179	1.150551955	1.176273639	0.001830139	E	E	E	-0.161778552	0.324756733	0	-0.227237501	0.009816502	1	0.028316201	-0.002027657	E	E	E	519.8228984	519.8351019	14.69321778	14.76624401	5	5	0	4.89370319	-25.50084165	0	0.161613362	0.920354235
M544.2009T14.73_1	c18acqui_pos	M544.2009T14.73_1	544.2009133	14.72524758			5499				0.074279946	0.825219581	0	0.327584733	0.0512176	0	-0.027084495	-0.033526997	-0.00194914	-0.023139682	0.109286858	1.150251145	-0.000641964	E	E	E	0.203440788	0.640715566	0	0.417711139	0.010442237	1	-0.02474213	-0.024964752	E	E	E	544.1968859	544.2062715	14.71572664	14.73386759	5	5	0	11.71510309	-23.98059113	0	0.11501324	0.466530756
M544.4896T14.73_3	c18acqui_pos	M544.4896T14.73_3	544.4895601	14.73206842			5500			0.0049516788#544.4846084#544.4846084#C32H60O5#([M+NH4]+ 2C13)_DG 29a:1#Diacylglycerols#NA#|0.0039903212#544.4935504#544.4935504#C32H62O5#([M+NH4]+)_DG 29a:0#Diacylglycerols#NA#	0.080941398	0.807713004	0	0.333322103	0.038741358	1	-0.030335672	-0.028594178	-0.004018474	-0.031001181	0.225312947	1.54103863	-0.000723219	E	E	E	0.184478483	0.663151573	0	0.374757372	0.01678153	1	-0.023435287	-0.027101037	E	E	E	544.485655	544.4946916	14.72142535	14.7394271	5	5	0	5.072559178	-15.84739457	1.44E-06	0.137953465	0.571552493
M291.1375T16.61_2	c18acqui_pos	M291.1375T16.61_2	291.1375343	16.60978853	[662][M+2]2+		5606				-0.182984273	0.580893902	0	0.000951025	0.951427903	0	0.008804239	-0.002603995	0.02573808	0.033469019	1.44311557	1.663712456	0.002065928	E	E	E	-0.101843946	0.764692807	0	0.024269959	0.846715791	0	-0.000707569	0.008670372	E	E	E	291.1360693	291.1391588	16.59359468	16.6350888	41	41	0	12.39213345	-26.46722001	0	0.157755256	0.8960717
M112.0756T1.08	c18acqui_pos	M112.0756T1.08	112.0755708	1.077338848			5673				-0.002641463	0.995748155	0	0.056571548	0.771010534	0	0.002700196	0.013966793	0.002317253	0.020480897	0.129926721	1.018085508	2.94E-05	E	E	E	0.176228774	0.543383363	0	0.115629996	0.422004634	0	-0.005974643	0.007941098	E	E	E	112.075268	112.0760956	1.064724774	1.203256896	58	50	0	9.255129646	-22.63711551	0	0.190644158	0.938946372
M119.0161T1.08	c18acqui_pos	M119.0161T1.08	119.0160913	1.081920849			5676				-0.125335686	0.866360277	0	0.296732212	0.220221766	0	-0.004543578	0.002269013	0.010261428	0.017719508	0.575350869	0.880819516	0.000836683	E	E	E	-0.066633325	0.938427427	0	0.323123079	0.22134005	0	-0.013399961	0.004253675	E	E	E	119.0158867	119.0175608	1.070724443	1.203500449	44	36	0	17.53050427	-18.60252651	0	0.131328962	0.363971742
M109.5157T11.3	c18acqui_pos	M109.5157T11.3	109.515693	11.30218804			5688				-0.014638274	0.866360277	0	-0.166466717	0.00626182	1	0.031156042	-0.000829143	0.001703831	0.02329944	0.095532569	1.158192559	0.000369763	E	E	E	0.037924689	0.885578441	0	-0.145973223	0.10164896	0	0.020795477	-0.028870854	E	E	E	109.5155433	109.5158657	11.21481727	11.34456944	9	9	0	3.254284708	-22.01966621	0	0.07009624	0.577572949
M90.5068T11.31	c18acqui_pos	M90.5068T11.31	90.50684203	11.30856214			5691				-0.063017852	0.646724174	0	-0.105373333	0.079279691	0	0.0237413	0.006727675	0.019568404	0.015173725	1.09718627	0.754271125	0.001699046	E	E	E	-0.002987501	0.995722302	0	-0.108815606	0.139070416	0	0.019129477	-0.021657173	E	E	E	90.50676927	90.50699544	11.205738	11.39758648	19	17	0	2.735257851	-23.91710284	0	0.076329051	0.87241846
M109.5157T12.97	c18acqui_pos	M109.5157T12.97	109.5156596	12.96912622			5694				-0.018693236	0.866360277	0	-0.060254182	0.243562578	0	0.017449908	0.010333424	0.008579548	0.016640314	0.481049056	0.827173874	0.000753337	E	E	E	-0.006472166	0.981254781	0	-0.019985466	0.757820487	0	0.003966353	-0.022510145	E	E	E	109.515402	109.51585	12.86615908	13.03888373	17	16	0	2.016397771	-11.33643126	7.06E-06	0.040842266	0.775271404
M118.5208T12.95_1	c18acqui_pos	M118.5208T12.95_1	118.5208465	12.94951138			5703				0.031844686	0.928929237	0	-0.066398239	0.566336841	0	0.005510842	0.016564991	-0.007124319	0.003779695	0.399455434	0.187884944	-0.000567481	E	E	E	0.103906145	0.664485271	0	0.016763063	0.914406406	0	-0.003356336	0.009229613	E	E	E	118.5207074	118.5215272	12.90069765	12.97527993	7	7	0	2.343958304	-10.16872698	6.55E-08	0.143395537	1.196793533
M118.521T13.2_1	c18acqui_pos	M118.521T13.2_1	118.5209575	13.20271322			5747				0.053590689	0.900440968	0	-0.118008373	0.379678013	0	0.006800881	-0.009583441	-0.00957322	0.00225594	0.536763514	0.112140571	-0.000712681	E	E	E	-0.0222565	0.96927539	0	-0.00769486	0.966515992	0	-0.003355623	0.008936432	E	E	E	118.520577	118.5212377	13.05475912	13.40321455	15	7	0	2.095697533	-9.832440752	1.74E-11	0.152431491	0.998556124
M282.1056T18.23	c18acqui_pos	M282.1056T18.23	282.1055729	18.22599897			5764				0.154210828	0.841073304	0	-0.011693368	0.998438052	0	0.008009594	0.006273241	-0.01003003	0.032313193	0.562376533	1.60625744	-0.000848757	E	E	E	-0.058093795	0.970773433	0	-0.300419533	0.28031538	0	0.010271176	0.010387254	E	E	E	282.1006521	282.1133991	18.16455754	18.28727265	8	8	0	25.81805144	-20.61055974	0	0.189537699	0.636374839
M578.7679T8.45_1	c18acqui_pos	M578.7679T8.45_1	578.767939	8.449483244	[1742][M]2+		5795				0.195093527	0.787892489	0	-0.528280267	0.026382519	1	0.018143868	-0.024400992	-0.018994328	0.004464271	1.064998282	0.221914559	-0.001192687	E	E	E	-0.180450568	0.802803226	0	-0.500680796	0.014948738	1	0.023860099	0.004719602	E	E	E	578.7663887	578.769683	8.434661716	8.457920303	48	48	0	14.46304489	-18.33992702	0	0.209648579	0.555611559
M420.7303T8.47	c18acqui_pos	M420.7303T8.47	420.7302542	8.468089649			5800				0.105099795	0.950573293	0	-0.749854849	0.004574775	1	0.028376659	-0.005304291	-0.013973491	0.020459672	0.783483541	1.017030453	-0.000535201	E	E	E	0.304574726	0.556824916	0	-0.704856639	0.005140857	1	0.024855599	0.006236827	E	E	E	420.7293761	420.731759	8.457178946	8.476835658	12	12	0	15.83181518	-19.69772777	0	0.172896846	0.510934469
M578.2667T8.45_2	c18acqui_pos	M578.2667T8.45_2	578.2666748	8.449155766			5804				0.097025864	0.932129232	0	-0.461830712	0.072344123	0	0.013500902	-0.028910812	-0.010690717	-0.007047553	0.599420769	0.350327015	-0.000569212	E	E	E	-0.130015481	0.870551711	0	-0.474597289	0.016928399	1	0.025159021	-0.000442664	E	E	E	578.2652798	578.2685691	8.434683205	8.4546759	49	49	0	40.36708249	-19.28738339	0	0.12412848	0.326132782
M507.0094T8.45_3	c18acqui_pos	M507.0094T8.45_3	507.009441	8.450279046			5805				0.290839203	0.760645404	0	-0.164218984	0.753378026	0	0.010180507	-0.000331999	-0.023601789	0.027910904	1.323335267	1.38742395	-0.0012975	E	E	E	-0.081600676	0.96552692	0	-0.538965538	0.100194556	0	0.017497306	0.031833045	E	E	E	507.0070571	507.0113201	8.434661716	8.456376101	45	45	0	17.81693064	-15.13268189	0	0.129486712	0.282304378
M577.765T8.45_1	c18acqui_pos	M577.765T8.45_1	577.7650341	8.449483244			5806				0.073553905	0.958950786	0	-0.452257226	0.070389458	0	0.013239128	-0.029094518	-0.009014509	-0.008039607	0.505437015	0.399641061	-0.00044271	E	E	E	-0.197427477	0.766791398	0	-0.528406328	0.010777887	1	0.026013716	-0.002751465	E	E	E	577.7638115	577.7662394	8.434698061	8.4546759	50	50	0	61.96873846	-18.8973449	0	0.111200225	0.282394635
M186.9561T8.45	c18acqui_pos	M186.9561T8.45	186.9561367	8.454473918			5808				0.078257492	0.741524149	0	0.237203815	0.039886878	1	-0.024787654	-0.016564449	-0.011605844	-0.032039503	0.6507313	1.592652586	-0.00098597	E	E	E	-0.011112672	0.980291641	0	0.273259932	0.110655252	0	-0.017856988	0.027823854	E	E	E	186.95601	186.9567447	8.365701061	8.475019242	5	4	1	4.140504281	-17.05108416	4.53E-06	0.196249836	0.972136576
M734.3537T8.46	c18acqui_pos	M734.3537T8.46	734.3536505	8.464718829	[2225][M]2+		5815				-0.135909428	0.833808477	0	-0.064606669	0.828570547	0	0.009035749	0.029046821	0.010268049	0.026994286	0.575722075	1.341859767	0.000866213	E	E	E	-0.522951845	0.127600438	0	0.035254463	0.838171012	0	-0.000840085	0.017700075	E	E	E	734.351108	734.362465	8.418940511	8.502846042	28	28	0	10.37366534	-18.55626994	0	0.29831979	0.835649354
M468.3088T13.62	c18acqui_pos	M468.3088T13.62	468.3088122	13.61565997			5820	0.000412212354#468.3084#0.0243400284682#13.64#PC(14:0/0:0) [M+H]+#C22H46NO7P#C22H47NO7P#468.308466#100#13.64#468.3084#-0.141		0.004814812354#468.3039974#468.3039974#C22H42O7P#([M+NH4]+ C13)_LPA 19a:1#Lyso-Glycerophosphates#NA#|0.000712212354#468.3081#468.3081#C22H46NO7P#([M+H]+)_LPC14:0#Lyso-Glycerophosphocholines (LPC)#2.4|0.000343812354#468.3084684#468.3084684#C22H46NO7P#([M+H]+)_LPC 14a:0#Lyso-Glycerophosphocholines#NA#	0.154969866	0.58926545	0	-0.180142693	0.130588242	0	0.012552386	-0.035681327	-0.027733526	0.00157675	1.554998757	0.078378699	-0.00208511	E	E	E	0.125616858	0.647832566	0	-0.210364871	0.062383438	0	0.02156946	0.006305854	E	E	E	468.3079809	468.3094881	13.60870473	13.62234938	7	7	0	40.1526361	-42.29440605	0	0.068929183	0.401728004
M496.869T1.84	c18acqui_pos	M496.869T1.84	496.8689871	1.839820547			5838				0.157503	0.676903576	0	-0.0204996	0.967070868	0	-0.004060283	-0.026937208	-0.022729843	-0.022212351	1.274445864	1.104154424	-0.001675416	E	E	E	0.003840091	0.993142127	0	-0.144854573	0.620478373	0	0.00206655	0.021985448	E	E	E	496.8681904	496.870463	1.649110673	2.265045376	37	27	0	9.050879662	-27.75886941	0	0.200514369	0.901993591
M291.9513T1.85	c18acqui_pos	M291.9513T1.85	291.9512964	1.851859794			5846				0.100946305	0.650255041	0	0.195444818	0.049745856	1	-0.020630049	0.004992822	-0.016572487	-0.019264572	0.9292074	0.957623165	-0.001459346	E	E	E	0.012711674	0.988865775	0	0.100231493	0.458700162	0	-0.005261554	0.009421148	E	E	E	291.9505657	291.9519536	1.768861067	1.920880213	10	8	0	8.874154589	-35.39716394	0	0.104535939	0.686091826
M248.0217T1.85	c18acqui_pos	M248.0217T1.85	248.0216619	1.85264935			5864				0.288596123	0.49573918	0	-0.000416085	0.941591801	0	-0.002758189	-0.020456865	-0.031364088	-0.008137283	1.758561766	0.404496432	-0.002300707	E	E	E	0.027506573	0.980740181	0	-0.200612255	0.53922612	0	0.002585081	0.023961915	E	E	E	248.0210988	248.0221258	1.644420963	2.176487885	52	36	0	11.61383031	-22.16569001	0	0.233901368	0.817665912
M78.0661T2.02	c18acqui_pos	M78.0661T2.02	78.06611272	2.016981699			5868				-0.217707021	0.302485149	0	-0.068426406	0.496974559	0	0.009512485	0.005839052	0.037112331	0.015386753	2.080861584	0.764860538	0.002921598	E	E	E	-0.186202792	0.489483899	0	-0.028203001	0.89478704	0	0.001985418	0.017638521	E	E	E	78.06593293	78.06622409	1.990505454	2.112161235	5	5	0	14.68115959	-36.17889094	0	0.106155841	0.68466445
M133.0278T1.83	c18acqui_pos	M133.0278T1.83	133.0277689	1.834969912			5871				0.230934198	0.390372836	0	-0.049396501	0.851658958	0	-0.004290937	-0.015747484	-0.035729354	-0.023171316	2.003319061	1.151823618	-0.002700019	E	E	E	0.112506579	0.82800151	0	-0.097054748	0.572799728	0	0.002086204	0.021498669	E	E	E	133.0275377	133.0279761	1.635878808	2.082023083	49	34	0	19.68746945	-35.87024062	0	0.148155801	0.80051954
M398.901T1.77	c18acqui_pos	M398.901T1.77	398.9009528	1.767232189			5890				0.197432782	0.617961284	0	-0.061486355	0.818755116	0	0.000657788	-0.021773002	-0.024326	-0.010677539	1.36394128	0.530770081	-0.002005178	E	E	E	0.10003451	0.870738392	0	-0.085956502	0.657689435	0	0.003515681	0.012618325	E	E	E	398.8996954	398.9019877	1.352739021	2.064063845	42	30	0	7.925216285	-31.41946216	0	0.131650412	0.732446841
M611.8627T1.84	c18acqui_pos	M611.8627T1.84	611.8626875	1.836317939			5895				0.566371092	0.290017155	0	-0.185002975	0.652034538	0	-0.000513325	-0.018219849	-0.039401921	-0.015588017	2.209237234	0.774865216	-0.003001821	E	E	C	0.41927461	0.564737334	0	-0.264463206	0.424919536	0	0.004623307	0.021950961	E	E	E	611.8588181	611.8643717	1.769787733	1.978684549	14	13	0	5.467297681	-15.05157463	4.44E-16	0.258745814	0.752123353
M303.6572T17.12_1	c18acqui_pos	M303.6572T17.12_1	303.6571594	17.12229811	[725][M]2+		5904				0.086241979	0.966150032	0	-0.923990154	9.11E-08	1	0.034211963	-0.020654925	-0.012445062	0.010337558	0.697785662	0.513869988	-0.000510739	E	E	E	0.090176372	0.79955892	0	-0.8453557	1.25E-06	1	0.034400424	0.004463478	E	E	E	303.656554	303.6579911	17.10008019	17.15184347	50	50	0	58.79591837	-16.61485772	0	0.124412477	0.345297833
M312.6624T17.12_1	c18acqui_pos	M312.6624T17.12_1	312.6624183	17.12443432	[765][M]2+		5905				0.004673149	0.928929237	0	-0.512050969	6.36E-05	1	0.028532121	-0.030303809	-0.004791824	0.008206929	0.268674126	0.407958495	-4.35E-05	E	E	E	0.052175332	0.87335709	0	-0.417415778	0.001252199	1	0.025519779	0.001814389	E	E	E	312.6612715	312.6631687	17.10618554	17.15577006	49	49	0	37.04587089	-18.82010201	0	0.085949471	0.380335009
M313.661T17.13_1	c18acqui_pos	M313.661T17.13_1	313.6609519	17.12509102	[765][M+2]2+		5905				-0.107870949	0.599568489	0	-0.568860115	1.18E-05	1	0.029074891	-0.021537771	0.007199826	0.004767626	0.403689066	0.236994084	0.000927117	E	E	E	0.030459464	0.897245903	0	-0.585058144	1.12E-05	1	0.033007609	0.003919628	E	E	E	313.6595972	313.6622815	17.09048741	17.15577006	46	46	0	16.47752727	-16.26286527	0	0.215711861	0.828091846
M550.3871T17.12	c18acqui_pos	M550.3871T17.12	550.3871115	17.12248485	[1637][M]+		5909			0.000393105201#550.3867184#550.3867184#C28H56NO7P#([M+H]+)_LPC 20a:1#Lyso-Glycerophosphocholines#NA#	-0.030085259	0.817499543	0	-0.882950883	6.87E-07	1	0.032610736	-0.027132642	-0.00334187	0.00962806	0.187376214	0.478601537	0.000179382	E	E	E	-0.074575459	0.934467138	0	-0.787369157	1.79E-06	1	0.034457133	0.000151782	E	E	E	550.3849945	550.3889147	17.10008019	17.15767422	50	50	0	34.73087452	-19.68027693	0	0.158037952	0.436362985
M466.3295T17.08	c18acqui_pos	M466.3295T17.08	466.3295047	17.07942009	[1300][M]+		5911				-0.001623208	0.99239832	0	0.057393902	0.685388538	0	-0.004439923	-0.022028707	-0.000175137	0.000131112	0.009819792	0.006517436	2.38E-05	E	E	E	-0.011685349	0.980740181	0	0.077680248	0.548923342	0	-0.007300068	0.018085109	E	E	E	466.3282199	466.330811	17.06994803	17.0908947	49	49	0	15.89259352	-26.00992977	0	0.184744624	1.136898976
M468.3449T17.1	c18acqui_pos	M468.3449T17.1	468.3448888	17.09504373	[1300][M+2]+		5913			0.000035416433#468.3448534#468.3448534#C23H47O6P#([M+NH4]+)_LPA 20p:0#Lyso-Glycerophosphates#NA#	-0.17598532	0.632010477	0	-0.053773496	0.73634657	0	0.010819272	-0.015930147	0.019094254	0.025750136	1.070601052	1.28001425	0.001799371	E	E	E	-0.052943301	0.922591065	0	0.105607523	0.534072783	0	-0.005024277	0.029516584	E	E	E	468.3436117	468.3460248	17.08336384	17.11244374	49	49	0	14.68110448	-28.54061995	0	0.124073789	0.589654179
M320.6696T17.18_1	c18acqui_pos	M320.6696T17.18_1	320.6695846	17.17920339			5922				-0.208378706	0.740710632	0	0.444565483	0.04318193	1	-0.019006068	-0.014832445	0.022741389	0.001338065	1.275093255	0.06651393	0.001403439	E	E	E	0.286613609	0.546368528	0	0.511076936	0.012324544	1	-0.022012473	0.016173132	E	E	E	320.6686436	320.6704334	17.10539211	17.25999731	5	5	0	13.36302839	-9.419366583	1.21E-12	0.25654873	0.716818064
M454.2776T17.16	c18acqui_pos	M454.2776T17.16	454.2775951	17.1564546			5939				-0.475293873	0.682559169	0	0.167572555	0.828570547	0	-0.000688131	0.02795175	0.02299965	0.022961932	1.289573745	1.141415324	0.001631777	E	E	E	-0.579166448	0.543496241	0	0.365688442	0.405130395	0	-0.009852716	0.015182363	E	E	E	454.2752152	454.2792951	17.13016965	17.19535887	33	33	0	4.559073598	-7.556852147	2.09E-09	0.202271754	0.301440887
M295.2271T15.89	c18acqui_pos	M295.2271T15.89	295.227095	15.89150526	[687][M]+		5945				-0.149097821	0.868459026	0	0.191648665	0.623143087	0	-0.0006698	0.035538913	0.00718795	0.011097062	0.403023145	0.551624198	0.000765792	E	E	E	-0.40630266	0.644171172	0	-0.175691639	0.677860008	0	0.006708334	-0.002467669	E	E	E	295.2260496	295.2279661	15.51183834	16.02703807	93	41	0	2.960546992	-9.752395761	5.86E-13	0.200253724	0.412808003
M464.3137T15.89	c18acqui_pos	M464.3137T15.89	464.3136995	15.89181611	[1296][M]+		5946				-0.052198135	0.928929237	0	0.03689535	0.886987098	0	0.004008724	-0.014472025	0.001184455	0.021910018	0.066411521	1.089125729	0.000501049	E	E	E	0.220760575	0.575248249	0	0.023039025	0.948466895	0	0.00370808	0.014595442	E	E	E	464.3113338	464.3148786	15.87454037	16.06764648	60	50	0	22.76873857	-25.62869282	0	0.09768618	0.393930988
M91.5046T10.91	c18acqui_pos	M91.5046T10.91	91.50457604	10.91384089			5962				-0.022991021	0.838574808	0	-0.119069572	0.046066771	1	0.026092539	0.007791806	0.007026374	0.016371427	0.393963744	0.81380774	0.000656156	E	E	E	0.015405413	0.946645312	0	-0.10706381	0.131468989	0	0.01906665	-0.03103521	E	E	E	91.50444617	91.50463952	10.8713528	10.99115837	15	15	0	2.609624096	-15.32073572	2.81E-06	0.071190566	0.821005018
M200.1646T10.87	c18acqui_pos	M200.1646T10.87	200.1645984	10.86886561	[334][M]+		5964				0.200650286	0.650255041	0	0.067137627	0.724080339	0	0.000588692	0.003577666	-0.022189563	0.020846517	1.244152764	1.036260111	-0.00172876	E	E	E	0.130453539	0.79955892	0	0.037369369	0.872497518	0	-0.000421687	0.027642664	E	E	E	200.1638484	200.1652254	10.79518786	11.1231978	54	50	1	5.353633339	-24.5957828	0	0.179978091	0.813013881
M90.5068T10.92	c18acqui_pos	M90.5068T10.92	90.50684818	10.91552506			5968				-0.054598165	0.686152843	0	-0.103580761	0.082988622	0	0.025306002	0.006842106	0.018006925	0.023952132	1.009635263	1.19063721	0.00151096	E	E	E	0.021790608	0.922591065	0	-0.108427066	0.135624382	0	0.018241597	-0.03256757	E	E	E	90.50675699	90.5071438	10.89292198	10.99529158	16	15	0	2.371001112	-17.27109766	1.48E-11	0.076159668	0.815605466
M790.8827T7.85_1	c18acqui_pos	M790.8827T7.85_1	790.8826762	7.848440752	[2390][M]2+		6001				-0.023008185	0.984527894	0	0.172167748	0.579202318	0	-0.001921059	-0.010110311	0.000122477	0.015502491	0.006867208	0.770613785	0.000140462	E	E	E	0.373483714	0.423904139	0	0.130308466	0.650705741	0	-0.004951581	-0.002490279	E	E	E	790.8796937	790.8852874	7.753618172	7.876753015	77	42	0	8.451059964	-19.26207998	0	0.122499306	0.398464622
