variableMetadata	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M238.9692T123.11	hilic										NA			M239T123	238.969245859937	123.107777573515			975	NA	
M238.9873T705.66	hilic										NA			M239T706	238.987314171175	705.656935703805			858	NA	
M239.0025T146.67	hilic										NA			M239T147	239.002472737962	146.66636538284			1206	NA	
M239.0348T548.44	hilic										NA			M239T548	239.034804639676	548.443541747758			1533	NA	
M239.0356T143.75	hilic										NA			M239T144	239.035590870996	143.752779575425			41	NA	
M239.089T446.2	hilic										NA			M239T446	239.08896568638	446.204409038749		[M-H-C3H2O3]- 326.098	9	NA	
M239.1154T433.99	hilic	L-Anserine;Anserine	CHEBI:18323	C01262	Amino acid metabolism|Metabolism of other amino acids	Histidine metabolism|beta-Alanine metabolism	Carnosine|beta-Alanine	HMDB00194	CID112072	C10H16N4O3	240.12224	MYYIAHXIVFADCU-QMMMGPOBSA-N	InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1	M239T434	239.115436241807	433.987002909978		[M-H]- 240.123	1552	NA	
M239.9978T97.78	hilic										NA			M240T98	239.997811063358	97.7752968908351		[M-H]- 241.009	5	NA	
M240.0189T179.8	hilic										NA			M240T180	240.0189034291	179.798602469446			806	NA	
M240.0465T206.41	hilic										NA			M240T206	240.046479700431	206.405370987018			1270	NA	
M240.0518T649.66	hilic										NA			M240T650	240.05178737748	649.662776113697			1294	NA	
M240.0729T476.08	hilic										NA			M240T476	240.072944627217	476.078332252405	[294][M]-	[M-H-CH4]- 257.104	3	NA	
M240.0996T190.72	hilic	5-Methyldeoxycytidine;2'-Deoxy-5-methylcytidine	CHEBI:47876	C03592				HMDB02224	CID1835	C10H15N3O4	241.10626	LUCHPKXVUGJYGU-UHFFFAOYSA-N	InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)	M240T191	240.099644235349	190.724104763625			1232	NA	
M240.9536T1009.17	hilic										NA			M241T1009	240.953581393813	1009.16747438946		[M+Cl]- 205.991 [M+Cl]- 205.991	14	NA	
M241.0474T134.38_1	hilic										NA			M241T134_1	241.047415364869	134.383004985847		[M+Cl]- 206.076	41	NA	
M241.0763T475.9	hilic										NA			M241T476	241.076275388632	475.895920346835	[294][M+1]-		3	NA	
M241.1198T134.04_2	hilic										NA			M241T134_2	241.119849505394	134.038089691943			41	NA	
M241.1449T93.68	hilic										NA			M241T94	241.144881950767	93.6768752722251		[M+Cl]- 206.181	26	NA	
M241.7584T373.7	hilic										NA			M242T374	241.758384861566	373.701551419969			6	NA	
M242.0135T94.07	hilic										NA			M242T94	242.01347674302	94.068079642593			939	NA	
M242.0346T218.92	hilic										NA			M242T219	242.034570002217	218.91701091494	[301][M]-		19	NA	
M242.0441T392.38	hilic										NA			M242T392	242.0441401457	392.379152582465			310	NA	
M242.0523T574.02	hilic										NA			M242T574	242.052303993003	574.018265149853	[302][M]-	[M-2H+K]- 205.102	729	NA	
M242.0523T656.88	hilic										NA			M242T657	242.052328756874	656.877335400094			1614	NA	
M242.0747T78.59_1	hilic										NA			M242T79_1	242.074746721158	78.5872109700842	[297][M+1]-		2	NA	
M242.0788T310.54	hilic										NA			M242T311	242.078753915217	310.536434489745	[303][M]-	[M-H-C2H4]- 271.126	20	NA	
M242.1405T92.31	hilic										NA			M242T92	242.140515857489	92.3121720975821		[M-H-NH3]- 260.183	11	NA	
M242.1767T89.89	hilic										NA			M242T90	242.176672053491	89.8908180493658			11	NA	
M243.028T441.45	hilic										NA			M243T441	243.027978413995	441.454589339451		[M+Cl+HCOOH]- 162.056 [M-H-CH4]- 260.059	9	NA	
M243.0386T220.67	hilic										NA			M243T221	243.03862856907	220.671964747178	[301][M+1]-		646	NA	
M243.0625T240.51	hilic	Uridine	CHEBI:16704	C00299	Nucleotide metabolism	Pyrimidine metabolism	Uridine	HMD00296	CID6029	C9H12N2O6	244.06954	DRTQHJPVMGBUCF-XVFCMESISA-N	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1	M243T241	243.062482881052	240.508469409515			1	NA	
M243.0756T591.63	hilic										NA			M243T592	243.075574102767	591.629278009068		[M-H-CH2]- 258.086	21	NA	
M243.082T310.38	hilic										NA			M243T310	243.081996217596	310.38295602266	[303][M+1]-		20	NA	
M243.0991T209.27	hilic										NA			M243T209	243.099116693753	209.271732190819		[M+Cl]- 208.13	19	NA	
M243.1355T149.12	hilic										NA			M243T149	243.135523081003	149.121214459228		[M-H]- 244.139	16	NA	
M243.1608T94.37	hilic										NA			M243T94	243.16077789003	94.3744122890432		[M-H-COCH2]- 286.179	26	NA	
M243.9654T379.54	hilic										NA			M244T380	243.965382811832	379.53806952878			224	NA	
M244.029T126.96	hilic										NA			M244T127	244.028979411221	126.95914247337			42	NA	
M244.0467T216.81	hilic										NA			M244T217	244.046711216942	216.814598703138	[301][M+2]-		19	NA	
M244.0596T528.55	hilic										NA			M244T529	244.059566827136	528.548635193033			18	NA	
M244.1195T219.48	hilic										NA			M244T219	244.119505395219	219.475119510054			681	NA	
M244.8939T1030.12_1	hilic										NA			M245T1030_1	244.893852395241	1030.1153667758		[M-H+HCOOH]- 199.911	30	NA	
M245.0131T93.8	hilic										NA			M245T94	245.013074122855	93.7978689651986			26	NA	
M245.0438T398.65	hilic										NA			M245T399	245.043770114592	398.65221857199			7	NA	
M245.055T591.76	hilic										NA			M245T592	245.054985875745	591.757991312091	[302][M+2]-		21	NA	
M245.0936T320.37	hilic										NA			M245T320	245.093602418569	320.371886542127			1601	NA	
M245.0936T136.87	hilic	N-Acetyl-DL-tryptophan	CHEBI:70976		Amino acid metabolism	Tryptophan metabolism	Others	HMDB13713	CID2002	C13H14N2O3	246.10044	DZTHIGRZJZPRDV-UHFFFAOYSA-N	InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)	M245T137	245.093624444071	136.870307807815	[312][M]-	[M-H]- 246.109	41	NA	
M245.1147T464.76	hilic										NA			M245T465	245.114748079393	464.762833780715			163	NA	
M245.1259T536.85	hilic										NA			M245T537	245.125922451968	536.84700792589			15	NA	
M245.9356T1024.19	hilic										NA			M246T1024	245.935555845746	1024.18703139987	[307][M+1]-		30	NA	
M245.9589T994.15	hilic										NA			M246T994	245.958949474647	994.152040346625		[M-2H]2- 493.921	14	NA	
M246.0624T591.6	hilic										NA			M246T592	246.062375273223	591.599849166892			21	NA	
M246.0668T265.67	hilic										NA			M246T266	246.066845451338	265.674163013958			1	NA	
M246.097T136.78	hilic										NA			M246T137	246.096960346578	136.779743418063	[312][M+1]-		41	NA	
M246.0988T425.74	hilic										NA			M246T426	246.098801147986	425.735750187234			1555	NA	
M246.8984T984.73	hilic										NA			M247T985	246.898350016111	984.729097568326		[2M+Cl]- 105.964	14	NA	
M246.9093T1030	hilic										NA			M247T1030	246.909264808256	1029.9993262845		[M+Cl]- 211.941	30	NA	
M246.9784T837.28	hilic										NA			M247T837	246.978415699478	837.284904147725			73	NA	
M246.9923T558.56	hilic										NA			M247T559	246.992254125533	558.561675332734		[2M-2H+K]- 105.011	4	NA	
M246.9923T674	hilic										NA			M247T674	246.992321344312	674.00025408703			1338	NA	
M247.0287T115.75	hilic										NA			M247T116	247.0286717369	115.753887296386			969	NA	
M247.0466T624.11	hilic										NA			M247T624	247.046554164569	624.112213868688			1025	NA	
M247.0576T596.11	hilic										NA			M247T596	247.057629443702	596.106697763686		[2M-3H]3- 372.102	39	NA	
M247.0632T264.48	hilic										NA			M247T264	247.063239670774	264.484593536497			1	NA	
M247.0689T227.83	hilic										NA			M247T228	247.068895137079	227.830667207089		[M+Cl]- 212.096 [M-H-COCH2]- 290.087	8	NA	
M247.0763T169.59	hilic										NA			M247T170	247.076292850105	169.587637003746		[M-H-C6H10O4]- 394.153	56	NA	
M247.094T528.9	hilic										NA			M247T529	247.094016708667	528.904077832273		[M-H]- 248.096	18	NA	
M248.0602T176.74	hilic										NA			M248T177	248.060180551827	176.740708265478			22	NA	
M248.0602T443.74	hilic										NA			M248T444	248.060206116673	443.738517501374			347	NA	
M248.0781T390.53	hilic										NA			M248T391	248.078065961049	390.534720804047			7	NA	
M248.0968T132.76	hilic										NA			M248T133	248.096750456524	132.756119086031			41	NA	
M248.1144T283.23	hilic										NA			M248T283	248.114352239387	283.230288445137		[M+Cl+HCOOH]- 167.139	13	NA	
M248.9457T393.25	hilic										NA			M249T393	248.945690873435	393.247657303829		[M-2H+K]- 211.985 [M-H]- 249.956	7	NA	
M248.9714T603.7	hilic										NA			M249T604	248.971403780262	603.695787630412			403	NA	
M248.9841T530.15	hilic										NA			M249T530	248.984122328609	530.149442819434			18	NA	
M249.008T332.06	hilic										NA			M249T332	249.007954595959	332.058275699677			25	NA	
M249.0887T107.2	hilic										NA			M249T107	249.088665867894	107.198178853902			1609	NA	
M249.1461T564.67	hilic										NA			M249T565	249.146096614824	564.671142637882			730	NA	
M249.9752T993.78_2	hilic										NA			M250T994_2	249.975216626638	993.78457720329		[M-H-C3H2O3]- 336.99 [M-H-C3H2O3]- 336.99	14	NA	
M250.0686T313.71	hilic										NA			M250T314	250.068554868667	313.705025801734			688	NA	
M250.0727T389.56	hilic										NA			M250T390	250.07267527904	389.564500326356			7	NA	
M250.9403T985.55	hilic										NA			M251T986	250.940282462605	985.552489593326	[318][M]-		474	NA	
M250.9403T1217.09	hilic										NA			M251T1217	250.940294969824	1217.08842982427		[3M-2H]2- 167.968	36	NA	
M250.959T994.34_1	hilic										NA			M251T994_1	250.958964583675	994.339431449185		[3M+2Cl]2- 143.988	14	NA	
M250.9962T218.74	hilic										NA			M251T219	250.996151240648	218.737244651356			664	NA	
M251.0315T160.98	hilic										NA			M251T161	251.031484475564	160.980778690044			1498	NA	
M251.0417T569.01	hilic										NA			M251T569	251.041672190202	569.006497145502			774	NA	
M251.0526T503.78	hilic										NA			M251T504	251.052643293477	503.776042433981			1063	NA	
M251.0527T576.07	hilic										NA			M251T576	251.05267816879	576.065583676535		[M-2H+Na]- 230.084	729	NA	
M251.0679T220.66	hilic										NA			M251T221	251.067936994225	220.660348410142		[2M-2H+Na]- 115.05	19	NA	
M251.0891T179.93	hilic										NA			M251T180	251.089119704764	179.931127512519			826	NA	
M251.1142T207.99	hilic										NA			M251T208	251.114188603211	207.993304620768			1232	NA	
M251.2018T78.91	hilic										NA			M251T79	251.201844979552	78.9069385488052		[M-H-C4H8]- 308.267	2	NA	
M251.9437T985.91	hilic										NA			M252T986	251.943727404908	985.907052873825			14	NA	
M251.9977T507.21	hilic										NA			M252T507	251.997720289083	507.214966185951			34	NA	
M252.0189T504.75	hilic										NA			M252T505	252.018857574416	504.745389330217		[M-H]- 253.03	34	NA	
M252.0375T142.78	hilic										NA			M252T143	252.037502068789	142.775571532887		[M+Cl]- 217.066	41	NA	
M252.0883T165.9	hilic										NA			M252T166	252.08829683007	165.897450488688		[M-H+NH3]- 236.077 [M-H]- 253.102	56	NA	
M252.8847T379.13	hilic										NA			M253T379	252.884664563576	379.125403034507	[319][M]-	[M+Cl]- 217.911	6	NA	
M252.9511T1008.53	hilic										NA			M253T1009	252.951059381031	1008.530968234			14	NA	
M252.9835T364.29	hilic										NA			M253T364	252.983506536565	364.287935226535			6	NA	
M253.0506T545.79	hilic										NA			M253T546	253.050599175716	545.793314043738			57	NA	
M253.0509T133.66	hilic										NA			M253T134	253.050918046898	133.660774288132			1207	NA	
M253.0571T491.31	hilic										NA			M253T491	253.057102375165	491.311169964532			3	NA	
M253.0934T326.34	hilic										NA			M253T326	253.0933995123	326.344317108275		[M-2H+Na]- 232.12	25	NA	
M253.12T197.71	hilic										NA			M253T198	253.119953123444	197.705934049934			1246	NA	
M253.1455T90.73	hilic										NA			M253T91	253.145476785593	90.7314951944688			11	NA	
M254.0345T518.48	hilic										NA			M254T518	254.034519534735	518.478813432397			1133	NA	
M254.0807T208.6	hilic										NA			M254T209	254.080697782396	208.597774621889		[M-H+NH3]- 238.074 [M-H]- 255.095	19	NA	
M254.0887T490.21	hilic										NA			M254T490	254.08869119968	490.207162481672			3	NA	
M254.1152T299.85	hilic										NA			M254T300	254.115191657669	299.854931214077			717	NA	
M254.8826T378.9	hilic										NA			M255T379	254.882614400396	378.903008023998	[319][M+2]-		6	NA	
M254.9815T363.71	hilic										NA			M255T364	254.981495618633	363.710158511177	[323][M]-	[M-H]- 255.988 [M-H]- 255.988	6	NA	
M255.045T334.75	hilic										NA			M255T335	255.04499742328	334.749213046728		[M-H+NaCOOH]- 188.061 [M-H-C2H4]- 284.082	25	NA	
M255.0774T476.6	hilic										NA			M255T477	255.077378711286	476.603467572478			3	NA	
M255.0894T160.01	hilic										NA			M255T160	255.089371560216	160.009008518805			1493	NA	
M255.9645T1001.98	hilic										NA			M256T1002	255.964518341559	1001.9821766086			14	NA	
M255.9834T378.12	hilic										NA			M256T378	255.983435226275	378.117138291134	[323][M+1]-		229	NA	
M256.0778T208.47	hilic										NA			M256T208	256.077816002944	208.473413945253		[M-H]- 257.086	19	NA	
M256.0945T332.88	hilic										NA			M256T333	256.094529864936	332.876676041149			25	NA	
M256.1056T290.7	hilic										NA			M256T291	256.105631971189	290.696944261435			440	NA	
M256.9275T1215.36	hilic										NA			M257T1215	256.92747028809	1215.36114056927			1120	NA	
M256.9672T373.46	hilic										NA			M257T373	256.967216594915	373.463914794662	[328][M]-		6	NA	
M257.0204T177.21	hilic										NA			M257T177	257.020383200761	177.209297240283			22	NA	
M257.0633T390.69	hilic										NA			M257T391	257.06328459046	390.688447552857	[327][M+1]-		7	NA	
M257.0644T586.81	hilic										NA			M257T587	257.064403206372	586.810404872537			762	NA	
M257.076T592.59	hilic										NA			M257T593	257.076026473327	592.589410302339		[M-H]- 258.086	21	NA	
M257.0785T140.59	hilic										NA			M257T141	257.07845937577	140.587635874332			41	NA	
M257.9811T377.92	hilic										NA			M258T378	257.981146239016	377.920125030461	[328][M+1]-		6	NA	
M257.9989T385.63	hilic										NA			M258T386	257.998895855656	385.629454033484		[M+2Cl]2- 446.063	6	NA	
M258.0389T548.57	hilic	D-Glucosamine 6-phosphate	CHEBI:15873	C00352	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Amino sugar and nucleotide sugar matabolism	Glutamate|UDP sugar	HMDB01254	CID439217	C6H14NO8P	259.0457	XHMJOUIAFHJHBW-UKFBFLRUSA-N	InChI=1S/C6H14NO8P/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6+/m1/s1	M258T549	258.038910245358	548.566655072659		[M+Cl]- 223.07	1525	NA	
M258.085T514.84	hilic										NA			M258T515	258.085045110373	514.837299318402			1154	NA	
M258.9431T993.18	hilic										NA			M259T993	258.943100214282	993.184770258365		[2M-3H]3- 389.92	14	NA	
M258.9651T374.77	hilic										NA			M259T375	258.965065550915	374.770288916253		[M+Cl]- 223.995 [M+Cl]- 223.995	6	NA	
M259.0326T306.16	hilic										NA			M259T306	259.032564533755	306.16358898445			719	NA	
M259.0365T91.84	hilic										NA			M259T92	259.03652693012	91.8356484784351			387	NA	
M259.0576T492.14	hilic										NA			M259T492	259.057582913941	492.135424853621			3	NA	
M259.0601T390.58	hilic										NA			M259T391	259.060094622205	390.581659429415	[327][M+3]-		271	NA	
M259.0821T287.47	hilic										NA			M259T287	259.082133031647	287.468596145656	[329][M+2]-		450	NA	
M259.1304T176.66	hilic										NA			M259T177	259.1303694703	176.656278027235		[M-H]- 260.137	22	NA	
M259.1304T421.3	hilic										NA			M259T421	259.130389683351	421.297741050787	[333][M]-	[M-H]- 260.138	38	NA	
M259.9967T385.16	hilic										NA			M260T385	259.996730159588	385.164244271127			6	NA	
M260.0238T533.9	hilic										NA			M260T534	260.02381482659	533.902120650367			1083	NA	
M260.0891T555.85	hilic										NA			M260T556	260.089123717882	555.851548103372			4	NA	
M260.1257T534.52	hilic										NA			M260T535	260.125659214276	534.519567641387			15	NA	
M260.1257T576.8	hilic										NA			M260T577	260.125702363686	576.803358135356	[335][M]-	[M-H+NH3]- 244.104 [M-H-CO]- 289.133 [M-H-COCH2]- 303.151	729	NA	
M260.1338T421.71	hilic										NA			M260T422	260.133768145613	421.714618784689	[333][M+1]-		38	NA	
M260.9807T376.38	hilic										NA			M261T376	260.980741098109	376.377248284279	[337][M]-		6	NA	
M261.0079T544.45	hilic										NA			M261T544	261.007861847468	544.445518917637			57	NA	
M261.0734T592.03	hilic										NA			M261T592	261.073411557837	592.032662224995			21	NA	
M261.1096T513.76	hilic										NA			M261T514	261.109639026562	513.763215423787			1052	NA	
M261.1289T576.9	hilic										NA			M261T577	261.128907879397	576.898609647093	[335][M+1]-		729	NA	
M261.1347T129.61	hilic										NA			M261T130	261.134737318703	129.612615956325			42	NA	
M261.1826T217	hilic										NA			M261T217	261.182559936991	216.997524587489			657	NA	
M261.9913T347.35	hilic										NA			M262T347	261.99126717428	347.346953368329	[337][M+1]-		6	NA	
M262.1302T172.14	hilic										NA			M262T172	262.130154144813	172.144506750006		[M-H]- 263.141	22	NA	
M263.0061T85.7	hilic										NA			M263T86	263.006148532815	85.6990758247061		[M+Cl+HCOOH]- 182.04	11	NA	
M263.0236T210.7	hilic	4-Hydroxy-3-methoxyphenylglycol sulfate						HMDB00559	CID4183	C9H12O7S	264.03037	WUFPNASKMLJSND-UHFFFAOYSA-N	InChI=1S/C9H12O7S/c1-15-9-4-6(7(11)5-10)2-3-8(9)16-17(12,13)14/h2-4,7,10-11H,5H2,1H3,(H,12,13,14)	M263T211	263.023648120701	210.700438785107			19	NA	
M263.0348T298.97	hilic										NA			M263T299	263.03480510829	298.96883616627			698	NA	
M263.0413T616.47	hilic										NA			M263T616	263.041289006317	616.47336657902			1014	NA	
M263.06T133.61	hilic										NA			M263T134	263.059998806512	133.610965394105		[M+Cl+NaCOOH]- 160.107	41	NA	
M263.9076T1029.93	hilic										NA			M264T1030	263.907624556626	1029.93448734854	[336][M+3]-		30	NA	
M264.0178T425.16	hilic										NA			M264T425	264.0177785085	425.162605602508	[342][M]-		1553	NA	
M264.0843T222.32	hilic										NA			M264T222	264.084292001664	222.31899343526			667	NA	
M264.9026T1030.07	hilic										NA			M265T1030	264.902569109392	1030.0703969527		[M-H+HCOOH]- 219.913	30	NA	
M264.992T252.17	hilic										NA			M265T252	264.992004768015	252.169322680139		[M-H]- 266.002	1	NA	
M264.9922T474.73	hilic										NA			M265T475	264.992182556132	474.727258687799			3	NA	
M264.9922T440.04	hilic										NA			M265T440	264.992192282783	440.0398592708			9	NA	
M264.9922T992.69	hilic										NA			M265T993	264.99220746451	992.685247732147			14	NA	
M264.9923T78.13	hilic										NA			M265T78	264.992298036319	78.1269775753919			2	NA	
M265.0571T577.01	hilic										NA			M265T577	265.057085196891	577.012802365264		[M+Cl]- 230.084	729	NA	
M265.0683T207.37	hilic										NA			M265T207	265.068302670276	207.370587257769	[344][M]-	[M-H]- 266.079	43	NA	
M265.0742T388.64	hilic										NA			M265T389	265.074194468993	388.637541290063		[2M-H]- 133.036	7	NA	
M265.12T92.95	hilic										NA			M265T93	265.119959484241	92.9505075909435			26	NA	
M266.0148T425.29	hilic										NA			M266T425	266.014841842771	425.291974362951	[342][M+2]-		1553	NA	
M266.0717T207.61	hilic										NA			M266T208	266.071681027716	207.612586469519	[344][M+1]-		43	NA	
M266.0999T168.52	hilic										NA			M266T169	266.099948548535	168.518770476319			1515	NA	
M266.1249T301.33	hilic										NA			M266T301	266.124928014152	301.328414638864			720	NA	
M266.9701T219.15	hilic										NA			M267T219	266.970063768404	219.1533757446		[2M-2H+Na]- 123.004	19	NA	
M267.0181T425.93	hilic										NA			M267T426	267.01813512836	425.930407672949	[342][M+3]-		1553	NA	
M267.0305T158.69	hilic										NA			M267T159	267.030460847441	158.688234304801			16	NA	
M267.0356T360.99	hilic										NA			M267T361	267.035600774535	360.989566935973			258	NA	
M267.0477T220.55	hilic										NA			M267T221	267.047702097913	220.550860760723		[2M-2H+K]- 115.05	19	NA	
M267.0629T167.54	hilic										NA			M267T168	267.062885454269	167.5422326199		[M-H-C6H10O5]- 430.132	56	NA	
M267.0726T486.53	hilic										NA			M267T487	267.072642293876	486.533400592502	[348][M+1]-		3	NA	
M267.1246T92.72	hilic										NA			M267T93	267.124578028121	92.7245775566372			26	NA	
M267.1608T135.55	hilic										NA			M267T136	267.160757155745	135.549162546075		[2M-H]- 134.088	41	NA	
M267.1608T94.65	hilic										NA			M267T95	267.16082153304	94.6536311764975		[M-H-H20]- 286.179	26	NA	
M267.9177T1020.48	hilic										NA			M268T1020	267.91770418151	1020.47723106956	[349][M+1]-		47	NA	
M268.0119T425.74	hilic										NA			M268T426	268.011912914798	425.741007030857			1556	NA	
M268.0925T502.74	hilic										NA			M268T503	268.09245672563	502.738097681608			1050	NA	
M268.1558T92.53	hilic										NA			M268T93	268.155756810918	92.526265643481		[M-H-CH3]- 284.196	11	NA	
M268.2368T78.04	hilic										NA			M268T78	268.236769605744	78.0358046629023	[353][M+1]-		2	NA	
M269.0673T212.45	hilic										NA			M269T212	269.067277915761	212.453249533863		[M+Cl+NaCOOH]- 166.116	19	NA	
M269.0786T191.19	hilic										NA			M269T191	269.078572579199	191.186863689825			1230	NA	
M269.081T723.48_1	hilic										NA			M269T723_1	269.081037280138	723.480854320337		[M-3H]3- 810.265	74	NA	
M269.0884T475.17	hilic										NA			M269T475	269.088372236402	475.165212637616		[3M-2H]2- 180.064	3	NA	
M269.1261T286.9	hilic										NA			M269T287	269.126086090417	286.901631611866			441	NA	
M269.1768T92.42	hilic										NA			M269T92	269.176791298218	92.4235816908066		[M-H-CH2]- 284.196	11	NA	
M269.2121T80.68	hilic										NA			M269T81	269.212071147967	80.6818948097762			2	NA	
M269.2492T78.01	hilic										NA			M269T78	269.249187393375	78.0137603354762	[353][M+2]-		2	NA	
M269.4153T723.84	hilic										NA			M269T724	269.415307440069	723.839803426218		[M-2H]2- 540.843	74	NA	
M269.9989T377.94	hilic										NA			M270T378	269.998871387341	377.937369273059	[354][M+1]-		216	NA	
M270.0659T496.9	hilic										NA			M270T497	270.065886844155	496.8975054884			3	NA	
M270.0771T472.86	hilic										NA			M270T473	270.077056156478	472.855861913385			3	NA	
M270.1213T303.18	hilic										NA			M270T303	270.121331514706	303.175044035546		[M-H]- 271.126	20	NA	
M270.1712T84.72	hilic										NA			M270T85	270.171240314646	84.7203433444626			53	NA	
M270.2517T78.03	hilic										NA			M270T78	270.251676543783	78.0338546820966	[353][M+3]-		2	NA	
M270.2524T1208.31	hilic										NA			M270T1208	270.252352168594	1208.3085106383	[357][M+1]-		36	NA	
M270.9772T609.13	hilic										NA			M271T609	270.977180025376	609.133691520171			363	NA	
M271.0724T618.77	hilic										NA			M271T619	271.072380555809	618.768794412656	[358][M]-		1002	NA	
M271.083T208.68	hilic										NA			M271T209	271.082973678565	208.677182348577		[M+Cl]- 236.11	19	NA	
M271.1165T559.04	hilic										NA			M271T559	271.116480609346	559.041309041944		[M-H-CH2]- 286.139	4	NA	
M271.1304T285.26	hilic										NA			M271T285	271.130440174608	285.261335464304			13	NA	
M271.1555T92.69	hilic										NA			M271T93	271.155456527819	92.6851406977859		[M-H-CH2]- 286.179	26	NA	
M271.2283T79.91	hilic	2-Hydroxyhexadecanoic acid;2-Hydroxypalmitic acid	CHEBI:65101		Lipid metabolism	Fatty acids	Hydroxy	HMDB31057	CID92836	C16H32O3	272.23514	JGHSBPIZNUXPLA-UHFFFAOYSA-N	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	M271T80	271.228256515961	79.9060822470319			2	NA	
M272.0548T495.9	hilic										NA			M272T496	272.05477718442	495.897307054644			3	NA	
M272.0548T409.33	hilic										NA			M272T409	272.054817841419	409.328529373055			1170	NA	
M272.0756T619.8	hilic										NA			M272T620	272.075649165676	619.795670350643	[358][M+1]-		1002	NA	
M272.151T211.21	hilic										NA			M272T211	272.151000651468	211.209222383019		[M-H-H20]- 291.165	19	NA	
M272.8324T702.21	hilic										NA			M273T702	272.832358850352	702.209599821223			845	NA	
M272.9011T1020.08	hilic										NA			M273T1020	272.901137464544	1020.07702047161		[M-H-COCH2]- 315.925	47	NA	
M272.9224T1218.05	hilic										NA			M273T1218	272.922354666807	1218.04940934393			36	NA	
M272.9923T380.17	hilic										NA			M273T380	272.992316442374	380.170808041706			259	NA	
M273.008T460.17	hilic										NA			M273T460	273.007955936051	460.170970739156		[2M-2H+Na]- 126.016	3	NA	
M273.008T111.29	hilic										NA			M273T111	273.008042918657	111.28918928201			1468	NA	
M273.0411T646.26	hilic										NA			M273T646	273.041119239159	646.258186680406			1275	NA	
M273.0444T292.4	hilic										NA			M273T292	273.044422314916	292.402981401809			451	NA	
M273.0502T592.77	hilic										NA			M273T593	273.050156603273	592.77309063955		[2M+Cl]- 119.044 [M+Cl]- 238.086 [M-H]- 274.06	21	NA	
M273.0734T295.64	hilic										NA			M273T296	273.07340511743	295.63967037128			424	NA	
M273.0922T138.46	hilic										NA			M273T138	273.092236543288	138.456064513467			41	NA	
M273.1714T92.76	hilic										NA			M273T93	273.171383935389	92.7558106546031		[M-H+NaCOOH]- 206.181 [M-H-COCH2]- 316.189	26	NA	
M274.0608T325.43	hilic										NA			M274T325	274.06084243342	325.425403154794		[M+Cl]- 239.096	25	NA	
M274.094T172.46	hilic										NA			M274T172	274.09395388118	172.459036782196		[M-H-CO]- 303.1	22	NA	
M274.1415T575.42	hilic										NA			M274T575	274.141534529112	575.422541898547	[361][M]-	[M-H-CO]- 303.151	729	NA	
M275.0237T477.08	hilic										NA			M275T477	275.023733728345	477.075484344377		[M-H-NH3]- 293.064	3	NA	
M275.0449T294.95	hilic										NA			M275T295	275.04487530714	294.949809727451			411	NA	
M275.0504T141.67	hilic										NA			M275T142	275.05040112742	141.67296373197		[M+Cl+CF3COOH]- 106.094	41	NA	
M275.0544T450.16	hilic										NA			M275T450	275.054410975921	450.160542366024			164	NA	
M275.0891T292.57	hilic										NA			M275T293	275.089115995425	292.567883000697			442	NA	
M275.0923T433.61	hilic										NA			M275T434	275.092349581088	433.613803739628		[M+Cl]- 240.123	1552	NA	
M275.1042T134.4	hilic										NA			M275T134	275.104231275654	134.39952872506		[M+Cl]- 240.139	41	NA	
M275.1449T575.44	hilic										NA			M275T575	275.14486993853	575.444077288887	[361][M+1]-		729	NA	
M275.2015T78.36	hilic										NA			M275T78	275.201519626617	78.3631248053433		[M-H-COCH2]- 318.224	2	NA	
M276.0843T546.79	hilic										NA			M276T547	276.084291096282	546.788547074311			1534	NA	
M276.1094T424.15	hilic										NA			M276T424	276.109365181393	424.150859552602			1555	NA	
M276.1319T476.29	hilic										NA			M276T476	276.131863429072	476.288480613347		[M-H-C4H8]- 333.201	3	NA	
M276.8954T1032.1	hilic										NA			M277T1032	276.895406961544	1032.10137956172			992	NA	
M276.9876T600.51	hilic										NA			M277T601	276.987608968648	600.512452263563			393	NA	
M277.024T602.46	hilic										NA			M277T602	277.023953386888	602.463268571877			12	NA	
