variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M565.1455T868.96	c18hyper	M565T869	565.14552174562	868.955472688717		[M+K+NaCOOH]+ 458.195 [M+Na+NaCOOH]+ 474.169 [M+Na+HCOOH]+ 496.151	3535	NA				NA										0.936960495801088	0.701160228461502	0	-1.08729972928486	0.494950972062637	0	0.738548606622212	0.766692584010166	0	-0.647569783537357	0.651067736695485	0	1.08942307318377	1.11540540082848	E	E	E	E	E	E	0	0
M566.3271T561.08	c18hyper	M566T561	566.327143471153	561.084019498735		[M+H-H20]+ 583.331	68	NA				NA										0.855627724888373	0.502860946910081	0	-0.441902739815813	0.637619651288602	0	0.852798149300352	0.528405060592643	0	-0.582542305634961	0.40157471064557	0	1.79864209120926	1.79672437355398	E	E	E	E	E	E	0	0
M566.6037T304.61_1	c18hyper	M567T305_1	566.603709567328	304.609552632679		[M+Na]+ 543.619 [M+H]+ 565.593	9	NA				NA										0.158003323676134	0.727443199829337	0	0.0479216223314403	0.864591629789511	0	0.704968868218845	0.0367759945604741	1	0.308208251546485	0.314854254074655	0	0.679914609303207	2.70553387963205	E	E	E	E	E	E	0	0
M566.6915T271.96_1	c18hyper	M567T272_1	566.691498615669	271.963827913629			4331	NA				NA										-0.154833678186252	0.673071962114438	0	-0.221887357563171	0.365914256093406	0	-0.86700433822169	0.011873854492347	1	-0.339404408787358	0.290877522167018	0	0.0198354966298651	2.2215384554328	E	E	E	E	E	E	0	0
M566.8921T271.84_2	c18hyper	M567T272_2	566.892076875871	271.841155942214			4332	NA				NA										-0.156166605840312	0.713473730314905	0	-0.259208720119313	0.368213255462295	0	-0.835733507036338	0.0228761400198345	1	-0.342252973677995	0.315148763023367	0	0.0586225064188835	2.076648453372	E	E	E	E	E	E	0	0
M567.0926T271.96_3	c18hyper	M567T272_3	567.092640618073	271.960344601469			105	NA				NA										-0.140418759473322	0.727443199829337	0	-0.238055885783336	0.380972975958463	0	-0.769922579798575	0.0366127190667758	1	-0.388615376839505	0.230468952921767	0	0.0531897262064026	1.99447573537051	E	E	E	E	E	E	0	0
M567.2931T271.89_4	c18hyper	M567T272_4	567.293065003004	271.88863236575			4259	NA				NA										-0.119186223012479	0.783444661348062	0	-0.185170684326529	0.54920446059436	0	-0.734955616687659	0.0345206227499009	1	-0.331695079407613	0.285094291126927	0	0.139729222273602	1.94742885436464	E	E	E	E	E	E	0	0
M567.3303T628.31	c18hyper	M567T628	567.330291019266	628.31236532514	[981][M+3]+		2950	NA				NA										0.0929777636506781	0.94236175448434	0	-0.403659966009998	0.403853254589835	0	0.302660051524594	0.709147528729507	0	0.0458790257329316	0.949750634847452	0	0.108892144030291	1.01272145038973	E	E	E	E	E	E	0	0
M567.8349T373.24	c18hyper	M568T373	567.834942463635	373.242369375253	[991][M+1]2+		79	NA				NA										0.467911175741015	0.540878270524389	0	-0.519378351825171	0.251881972753677	0	0.136728956012035	0.817534536843262	0	-0.339188290199274	0.318964017638794	0	1.47991869319638	0.476140998541231	E	E	E	E	E	E	0	0
M568.291T425.9	c18hyper	M568T426	568.290988067003	425.895041514339			2094	NA				NA										-0.00275285321640162	0.930260287061969	0	-0.837686896927151	0.0217098689322294	1	-0.00567581510349591	0.981308849692354	0	-0.67565570839302	0.0611419205357814	0	0.518144221163043	0.280000302261288	E	E	E	E	E	E	0	0
M568.7777T48.79	c18hyper	M569T49	568.7776890043	48.7864689675731			1536	NA				NA										0.0425020593092089	0.92711144005964	0	-0.216247485494678	0.17197933097759	0	0.0559847671765095	0.847289112378285	0	-0.151478963412721	0.374161695176826	0	0.366513650694246	0.010652891935544	E	E	E	E	E	E	0	0
M569.3048T382.51_2	c18hyper	M569T383_2	569.304793451254	382.512024256965			663	NA				NA										0.852672347497323	0.701275976475291	0	-0.698121302084814	0.667660351035612	0	1.22064869624741	0.630717312529484	0	-0.357954023251153	0.783105136685355	0	0.986411839020155	1.52023855005805	E	E	E	E	E	E	0	0
M569.6508T425.24_1	c18hyper	M570T425_1	569.650848437752	425.241509174088		[M+H]+ 568.643	38	NA				NA										-0.451124730579011	0.501326788537128	0	-0.850297899447543	0.0338701713571858	1	-0.230850567642763	0.782851029095766	0	-0.4873627235421	0.243899287778961	0	0.728817404213059	0.0397031798842044	E	E	E	E	E	E	0	0
M569.7345T425.32_2	c18hyper	M570T425_2	569.734470134096	425.31604369859		[M+H]+ 568.727	38	NA				NA										-0.460297148538224	0.480458698756947	0	-0.624108078194928	0.0957078877471589	0	-0.197974284117524	0.797242901913437	0	-0.494341068315093	0.184303243679586	0	0.8647710504921	0.231843941804063	E	E	E	E	E	E	0	0
M569.8181T425.2_3	c18hyper	M570T425_3	569.81809196454	425.197635993954			2095	NA				NA										-0.698152066779382	0.364823801701092	0	-1.12729021329227	0.00525356874714784	1	-0.160135603020857	0.837711892930937	0	-0.669716139170172	0.0474445116218434	1	1.19849528956374	0.275997528371276	E	E	E	E	E	E	0	0
M570.2843T713.9	c18hyper	M570T714	570.284343991537	713.90070242969		[M+K]+ 531.316	7	NA				NA										1.75183354876847	0.545241437844446	0	-1.51395583255749	0.415955746351747	0	2.00456602669299	0.501748008923774	0	-1.20939806108187	0.436898435746834	0	1.50820486943688	1.7732759613751	E	E	B	E	E	E	0	0
M570.3577T690.62	c18hyper	M570T691	570.357659157044	690.624732926013	[993][M+2]+		2032	NA				NA										-0.0314187880100398	0.971287136509511	0	0.0372120071258344	0.957019128280695	0	-0.162694636576994	0.819975700078371	0	0.261486215118332	0.516997960231127	0	0.0486595268787324	0.184326739027107	E	E	E	E	E	E	0	0
M570.3577T672.72	c18hyper	M570T673	570.357726073001	672.722453534675	[999][M]+		358	NA				NA										-0.466348104944633	0.501326788537128	0	-1.39107596252634	0.00198167166245633	1	-0.059786119419929	0.959560803776404	0	-0.776128745265474	0.00770094038062045	1	0.563346478334393	0.113295878677206	E	E	E	E	E	E	0	0
M570.7204T896.3_1	c18hyper	M571T896_1	570.720443292868	896.295290682653			4066	NA				NA										-0.324671318697241	0.574376151596736	0	0.248858848451727	0.541099746846427	0	-0.528372051213077	0.141245267072723	0	0.318316195998602	0.205867210096407	0	1.13085139726513	1.72678868438598	E	E	E	E	E	E	0	0
M573.377T713.27	c18hyper	M573T713	573.376989494378	713.26675664277	[1002][M+1]+		7	NA				NA										0.997333236981106	0.76289021628841	0	-1.73972140232631	0.353305030566237	0	-0.188047272506733	0.984423916183788	0	-2.42326243777883	0.319426237147741	0	1.11345382135937	0.0420454361025968	E	E	E	E	E	E	0	0
M574.3192T687.09	c18hyper	M574T687	574.319206995938	687.091442314442			2035	NA				NA										-0.356876703269011	0.634008816496131	0	-1.03121113013971	0.0460017290066166	1	-0.38730395769824	0.653584885843908	0	-0.486535572157493	0.262486330244773	0	0.250704170329977	0.629226360501257	E	E	E	E	E	E	0	0
M575.9393T43.37	c18hyper	M576T43	575.939312056454	43.3667749598799		[3M+K]+ 178.988 [3M+K]+ 178.988	49	NA				NA										0.135360425758252	0.820194015501518	0	0.246466514874072	0.563245914600786	0	0.465082429995888	0.55936445007	0	0.459050747002898	0.258923236147432	0	0.123400701610219	1.30025744096863	E	E	E	E	E	E	0	0
M577.01T42.38	c18hyper	M577T42	577.010019484967	42.3782694902519			49	NA				NA										-0.187751936251225	0.805869650026215	0	0.513620597743987	0.175335079553903	0	-0.37192993330415	0.655874730692433	0	0.746513664882739	0.0884231962435076	0	0.429839793620402	0.934379398859545	E	E	E	E	E	E	0	0
M579.3149T410.2_2	c18hyper	M579T410_2	579.314858059264	410.195141183554		[M+H]+ 578.307 [2M+3H]3+ 867.461	109	NA				NA										-0.0503621708816784	0.971287136509511	0	0.39383446445977	0.337952420322575	0	0.205129688755035	0.786481453910742	0	0.56390209512243	0.113815728350069	0	0.0798762589915659	0.897991562225574	E	E	E	E	E	E	0	0
M580.3628T733.22	c18hyper	M580T733	580.362844539777	733.222862309647			277	NA				NA										-0.436766181103319	0.540878270524389	0	-0.780876137383757	0.0794545312102777	0	-0.255973717769056	0.804633220441221	0	0.0190063587022671	0.968078858271626	0	0.498593527928641	0.110045886448963	E	E	E	E	E	E	0	0
M580.6222T302.22_1	c18hyper	M581T302_1	580.622195784883	302.215496341989			237	NA				NA										-0.326955267599461	0.562219952291035	0	-0.205300108582964	0.558488274870549	0	-1.31911777132435	0.00231113966503117	1	-0.0996061116345217	0.910374714596329	0	0.788825064417905	3.0538118293759	E	E	E	E	S	E	0	0
M580.9572T302.05_2	c18hyper	M581T302_2	580.957203504485	302.053953886677			238	NA				NA										-0.201473221176588	0.647086953320284	0	-0.177997187942657	0.539547725915743	0	-0.99536919384523	0.0149922266029906	1	0.0522396806183654	0.827864578549897	0	0.641588744433532	2.82192881192871	E	E	E	E	E	E	0	0
M581.0518T875.03	c18hyper	M581T875	581.051797666305	875.030275153114			4510	NA				NA										0.564433063721468	0.669953098176533	0	-0.514170322511715	0.570933952579345	0	0.451113820560858	0.746961695700784	0	-0.297950009308021	0.712333027307828	0	0.770116263818749	0.746286778718975	E	E	E	E	E	E	0	0
M581.0739T67.3	c18hyper	M581T67	581.073910715631	67.3025328113989			18	NA				NA										0.232711856125302	0.540878270524389	0	0.0358951170387929	0.852416829936881	0	0.183903375671186	0.617418724150905	0	0.0868139307385061	0.687705515582379	0	1.3346332253308	0.892285754422171	E	E	E	E	E	E	0	0
M581.886T48.93	c18hyper	M582T49	581.886022670979	48.9289151146377			1537	NA				NA										0.156979551142884	0.738366335778913	0	-0.243800734377764	0.378839532763819	0	0.329016467609279	0.336413700313968	0	-0.318974905803319	0.124642089067273	0	0.737043952506717	1.80866180629707	E	E	E	E	E	E	0	0
M582.2147T641.21	c18hyper	M582T641	582.214678903739	641.206966573952			2283	NA				NA										-0.240130002098335	0.53739537291416	0	-0.450339516802321	0.06279435507154	0	-0.115514737295387	0.829217659344107	0	-0.173335093902196	0.556699964312189	0	0.743969411111742	0.150966541778596	E	E	E	E	E	E	0	0
M582.306T445.16	c18hyper	M582T445	582.305981634409	445.157478050772	[1012][M]+		1944	NA				NA										0.126015837581328	0.925143985597021	0	-0.64651984667813	0.154199260749579	0	-0.0835968598976553	0.938560435422877	0	-0.801832615078032	0.00927558588669808	1	0.839844330701681	0.0233922768585153	E	E	E	E	E	E	0	0
M582.9471T43.37	c18hyper	M583T43	582.947141585607	43.3688539871862		[M+K]+ 543.987 [M+K]+ 543.987	49	NA				NA										-0.242776437460732	0.449955559866606	0	0.453032735716414	0.00350821997357759	1	-0.0407537641475475	0.807768593027897	0	0.776924971328835	1.59753799302752e-06	1	1.58569978402257	0.0237675583331718	E	E	E	E	E	E	0	0
M583.2574T509.59	c18hyper	M583T510	583.257393352722	509.5860993822			3875	NA				NA										0.518069680068216	0.433678691981976	0	0.0104001824980848	0.919738695568571	0	0.429459500587178	0.452930106466354	0	-0.124498670768066	0.69027834026983	0	1.80165589905093	1.94559233543179	E	E	E	E	E	E	0	0
M583.8818T891.12_1	c18hyper	M584T891_1	583.88181778964	891.124726353863			4068	NA				NA										-0.425967649681409	0.638253371732043	0	-0.165463606674574	0.776563144037746	0	-0.510349715267408	0.651509648052676	0	0.225577863761826	0.70569522334111	0	0.72393835433392	0.886374691949795	E	E	E	E	E	E	0	0
M583.8832T48.92	c18hyper	M584T49	583.883153472827	48.9225617680313			1538	NA				NA										0.000427780647031639	0.990574053595193	0	-0.0555995237409146	0.778654982075751	0	0.257088706263858	0.294445868408415	0	-0.0682715356144392	0.651851564380772	0	0.0502751946946031	2.01620478128613	E	E	E	E	E	E	0	0
M583.8959T743.45	c18hyper	M584T743	583.895862074146	743.452438805576	[1015][M+1]2+		52	NA				NA										-1.04299479651001	0.418796428584325	0	0.0040564415758606	0.938635266074011	0	-1.62742584596296	0.565243679699296	0	1.21957672098615	0.395124822346795	0	1.73543572060149	1.17896998298176	E	E	E	E	E	E	0	0
M584.1325T891.44_2	c18hyper	M584T891_2	584.132521867241	891.444094405826			4069	NA				NA										-0.795319922990492	0.5627751688706	0	-0.101755467595359	0.881094659304573	0	-0.50296675988753	0.714787707765995	0	-0.0334808192903786	0.988590677984608	0	1.13451947669707	0.763698278332377	E	E	E	E	E	E	0	0
M584.374T649.46	c18hyper	M584T649	584.374030204342	649.460345462301			2347	NA				NA										-0.918982388693333	0.357423725113109	0	-0.0990719546729437	0.778654982075751	0	0.00289579204895141	0.991389373967413	0	0.308088049955945	0.527213732476212	0	1.98242310495939	0.292564059071561	E	E	E	E	E	E	0.00861625903893727	0
M584.4879T355.43_3	c18hyper	M584T355_3	584.487898924607	355.428082636476			4206	NA				NA										0.247022462565054	0.686503086790813	0	-0.296886198116828	0.452876668397962	0	-0.183370544785076	0.76206884813333	0	0.072445996935194	0.839070507566328	0	1.04108682108119	0.324398860452796	E	E	E	E	E	E	0	0
M585.2991T656.72_2	c18hyper	M585T657_2	585.299127501899	656.715924706218		[2M+2Na+K-H]2+ 543.334	20	NA				NA										-0.280184004637682	0.642818399459727	0	-0.0102688688627577	0.947453107444626	0	0.0576840415502975	0.942556904573664	0	0.401642117659506	0.182169221878544	0	0.672905305803105	0.489830018627211	E	E	E	E	E	E	0	0
M585.3183T293.01	c18hyper	M585T293	585.318313093834	293.013200629958			3819	NA				NA										-0.608084159332295	0.402602965694696	0	-0.232317348158679	0.541052359106797	0	-1.18442863332714	0.0479702792607272	1	-0.422956209368186	0.447498293620162	0	1.48988371225144	2.76695330941469	E	E	E	E	E	E	0	0
M585.5188T293.09_1	c18hyper	M586T293_1	585.518829798195	293.087678116147			3814	NA				NA										-0.615455067586618	0.418796428584325	0	-0.180029372629557	0.64946472802303	0	-1.17910464129795	0.0503251164561183	0	-0.41138894873191	0.460981639906344	0	1.40431778374163	2.72763320864348	E	E	E	E	E	E	0	0
M585.7195T292.93_2	c18hyper	M586T293_2	585.719548630599	292.929843489848			3820	NA				NA										-0.616980503521232	0.389515301458144	0	-0.261805933718014	0.474286706960215	0	-1.16494431126469	0.037792353023611	1	-0.395067480895149	0.458690253554263	0	1.47604883759232	2.82563615023006	E	E	E	E	E	E	0	0
M585.92T293.03_3	c18hyper	M586T293_3	585.920044898429	293.0317686715			3821	NA				NA										-0.665693955653996	0.389120148572417	0	-0.277334386425101	0.46078860539199	0	-1.16811796760353	0.0391705170239471	1	-0.493627898341524	0.34174493946798	0	1.64646912258779	2.79406944842545	E	E	E	E	E	E	0	0
M586.1205T293.02_4	c18hyper	M586T293_4	586.120525775841	293.021162318833			3813	NA				NA										-0.431195205934676	0.554693430686543	0	-0.382849380162485	0.391335976372649	0	-0.960332527849177	0.210160730781577	0	-0.389133266605004	0.509653811127249	0	0.843145380410342	2.30106805932096	E	E	E	E	E	E	0	0
M586.8374T373.23	c18hyper	M587T373	586.837353468757	373.22536774501		[M+H-C5H8O4]+ 717.874 [2M+2Na+2K-H]3+ 818.822	79	NA				NA										0.398460280700956	0.523046069851666	0	-0.306056743459344	0.449083325703043	0	-0.0499269177487047	0.947087572825184	0	-0.405614008342969	0.156872070159163	0	1.57644846641601	0.266871685887548	E	E	E	E	E	E	0	0
M586.929T64.82	c18hyper	M587T65	586.929022073222	64.8210705297524			4575	NA				NA										-0.942633879971213	0.389515301458144	0	-0.131561397188179	0.781568351085713	0	-2.69216699049625	0.161139530842194	0	-0.859634999600354	0.60134129873672	0	1.82934100884691	2.42337063158866	E	E	E	E	E	E	0	0
M588.3684T599.85	c18hyper	M588T600	588.36837339691	599.851182591663			2445	NA				NA										0.648013574353726	0.492592276231814	0	-0.817021087406564	0.106365595914092	0	0.635371736215719	0.450250365404572	0	-0.897956651294468	0.046611780959488	1	1.74503913835848	1.80567390340334	E	E	E	E	E	E	0	0
M588.5679T394.36_1	c18hyper	M589T394_1	588.56785967702	394.358533313378	[1025][M]2+		664	NA				NA										-0.180528240597091	0.574002815225605	0	-0.178754636575578	0.386812061435408	0	-0.222160253407447	0.646436516238075	0	0.0293546003722192	0.89823667400172	0	0.598541325631103	0.977663521903497	E	E	E	E	E	E	0	0
M588.8187T394.13_2	c18hyper	M589T394_2	588.818659231394	394.125814955686			665	NA				NA										-0.447310187485529	0.147040230631446	0	-0.0325003786765077	0.748909051321723	0	-0.313966736674292	0.219064230766926	0	-0.00900065538370853	0.990039311467511	0	2.27133400904743	2.32541324280227	A	E	E	E	E	E	0	0
M589.0693T394.47_3	c18hyper	M589T394_3	589.069344582356	394.472191238493	[1025][M+1]2+		666	NA				NA										-0.278550007705716	0.548735975064989	0	0.147622692097004	0.67915825271715	0	-0.223624738000817	0.670505924115759	0	0.242676559782439	0.38194253959358	0	1.38355966587806	1.09305683415283	E	E	E	E	E	E	0	0
M589.3209T404.19_1	c18hyper	M589T404_1	589.320913772312	404.185066699508			4417	NA				NA										0.408516017678739	0.502860946910081	0	-1.64109081270488	4.35159743928128e-08	1	0.22910931468944	0.628353166027105	0	-1.28383341018616	9.16874163649358e-06	1	1.25632537368697	0.341483397753701	E	E	E	E	E	E	0	0
M589.4638T404.44_2	c18hyper	M589T404_2	589.46377821189	404.43688052238			112	NA				NA										0.447410255452299	0.393909592275068	0	-1.54415243237491	9.20107711055837e-09	1	0.415556389692187	0.115137514449304	0	-1.2941703256151	1.23113253282094e-07	1	1.5349101537976	0.902874182896474	E	E	E	E	E	E	0	0
M589.6073T404.34	c18hyper	M590T404	589.607301355547	404.336387454487			112	NA				NA										0.399300622223111	0.487464896688754	0	-1.34128327093038	1.2353920933294e-06	1	0.267924449258169	0.500019069125962	0	-0.965911704508539	3.68297189888797e-05	1	1.58246773803115	0.820752168296399	E	E	E	E	E	E	0	0
M589.8481T376.03	c18hyper	M590T376	589.848087744733	376.027482471809	[1026][M+1]2+		667	NA				NA										0.580962226139851	0.502860946910081	0	-0.39248084602675	0.495526355317322	0	0.285951259071341	0.724052060739817	0	-0.0517979996807174	0.905144857073931	0	1.60534111286286	0.910622336832328	E	E	E	E	E	E	0	0
M589.8875T43	c18hyper	M590T43	589.887467788403	43.0021680769161	[1028][M]+		49	NA				NA										0.102534603685923	0.760278878484798	0	-0.0537308995885919	0.845324214788264	0	-0.20074578730056	0.576768917242084	0	-0.0882752292696072	0.684725382198561	0	0.615089297170125	1.51985876386216	E	E	E	E	E	E	0	0
M590.0677T914.57	c18hyper	M590T915	590.067715325701	914.568347058509			4111	NA				NA										0.101248556264943	0.84784237573525	0	0.262450872811192	0.499456282262839	0	-0.427781563806743	0.467437947384153	0	0.494660330401684	0.116723601303068	0	0.0671946568096899	1.15986524185913	E	E	E	E	E	E	0	0
M590.2274T75.82	c18hyper	M590T76	590.227357645812	75.8231935153713			1	NA				NA										0.0723262580150319	0.833548197272836	0	0.291087496215653	0.272062584581724	0	0.0213685125163678	0.983827544363901	0	0.247348298653822	0.328516603027178	0	0.518834757617805	0.254341874568311	E	E	E	E	E	E	0	0
M590.3844T741.39	c18hyper	M590T741	590.384379730747	741.393566048078			278	NA				NA										-0.270619457636077	0.686503086790813	0	-0.0530516212720205	0.89225366607992	0	0.0776294841470957	0.917523963056562	0	0.229719609106697	0.49578429948985	0	0.52075336633668	0.707367150837905	E	E	E	E	E	E	0	0
M590.8894T42.34	c18hyper	M591T42	590.889434239774	42.3431514105596	[1028][M+1]+		49	NA				NA										0.282938692317147	0.731673338159727	0	0.0884674645487973	0.864591629789511	0	-1.29927102594451	0.653623208458861	0	-0.803846689301205	0.628842399188349	0	0.622145738800143	1.02656316286923	E	E	E	E	E	E	0	0
M592.3268T496.06	c18hyper	M592T496	592.326800746515	496.059958899308			3038	NA				NA										-0.0429553235433406	0.889149306408096	0	-0.728950787682122	0.0477853642987052	1	-0.0734135712390476	0.943483707613963	0	-0.615408101920012	0.0772809655572086	0	0.526652645910688	0.351076981062328	E	E	E	E	E	E	0	0
M592.3399T672.73	c18hyper	M592T673	592.339890884924	672.731652263694			360	NA				NA										-0.146895647946373	0.685156558642612	0	-1.15273023221603	0.000562929648476755	1	-1.38860649496086	0.681299180353414	0	0.605009349059909	0.749956191318761	0	0.0741235246293576	0.968127315514091	E	E	E	E	E	E	0	0
M592.5136T1157.6	c18hyper	M593T1158	592.513628641578	1157.60482993568			141	NA				NA										0.470764933791312	0.747637166372124	0	-0.697715501822447	0.428885252320842	0	-0.203147590066679	0.907508310342046	0	0.059654578445306	0.952756069946221	0	1.08750673195336	0.20645754075922	E	E	E	E	E	E	0	0
M594.3535T713.35	c18hyper	M594T713	594.353460910619	713.353957385809		[M+K+NaCOOH]+ 487.403 [M+Na+HCOOH]+ 525.359	7	NA				NA										0.226537139065954	0.83550584114451	0	-0.191229692457936	0.812971062034899	0	0.225302638790069	0.824197535536396	0	0.286649641642736	0.621410117115519	0	0.012629822617497	0.249514032856059	E	E	E	E	E	E	0	0
M594.3792T744.66	c18hyper	M594T745	594.379218580295	744.664141890779	[1034][M]+		2709	NA				NA										-0.572574882332795	0.477308136475678	0	-0.793389672442892	0.0826504477153713	0	-0.312234481497672	0.757420081877194	0	-0.321043929001057	0.572452045242258	0	0.703850198027894	0.117465514041625	E	E	E	E	E	E	0	0
M594.6162T325.24_1	c18hyper	M595T325_1	594.616223698006	325.235243869831			1157	NA				NA										0.172494621562773	0.807093625574467	0	-0.426464004022343	0.24280762276118	0	-0.565464771784798	0.359387485398101	0	-0.56891741656135	0.119533616944743	0	1.12822051145137	1.20483158236684	E	E	E	E	E	E	0	0
M594.9507T325.27_2	c18hyper	M595T325_2	594.95066691047	325.2654017515			1158	NA				NA										0.191882148426226	0.785047704609253	0	-0.481514830952772	0.181026145060733	0	-0.535549262217224	0.379890753525177	0	-0.656754887149026	0.0536232817916984	0	1.18061597632512	1.07353090234389	E	E	E	E	E	E	0	0
M595.2847T325_3	c18hyper	M595T325_3	595.284701254023	324.995195030757			1160	NA				NA										0.391467256264042	0.655317355183225	0	-0.601040530460571	0.233833635300801	0	-0.419943493259288	0.687413342761975	0	-0.783574960299005	0.123355099461084	0	1.41582888857254	0.455177982946905	E	E	E	E	E	E	0	0
M595.3761T230.22	c18hyper	M595T230	595.376055068996	230.218818490619			8	NA				NA										-0.0807081943103043	0.646509819564664	0	0.0858224060865069	0.452438633053891	0	-0.0374162725377793	0.839845515709705	0	0.13783730575226	0.216208094100521	0	0.874085851153272	0.425023841098384	E	E	E	E	E	E	0	0
M595.3992T864.59	c18hyper	M595T865	595.399174837246	864.593822949777			3560	NA				NA										-0.551924185236443	0.613680290638939	0	-0.222656154964746	0.752123687072416	0	-0.405475954906207	0.74049444707494	0	0.130891533003179	0.847752449971189	0	0.941872507315053	0.61933208148548	E	E	E	E	E	E	0	0
M595.7339T864.39	c18hyper	M596T864	595.733886724411	864.386371834985			3561	NA				NA										-0.435677721278196	0.649437998904983	0	0.0167691659072826	0.985875840249329	0	-0.409401241896401	0.708133056117933	0	0.234874750640023	0.696541837681986	0	0.870895210190337	0.896251282804384	E	E	E	E	E	E	0	0
M596.0627T873.35	c18hyper	M596T873	596.062680191165	873.351586042217			3900	NA				NA										-0.0308727585389708	0.971287136509511	0	-0.250184452985472	0.795906487228698	0	0.532421141914538	0.536800147813355	0	-0.121346734097719	0.77967599061115	0	0.155845396295293	1.37121123508439	E	E	E	E	E	E	0	0
M598.0752T842.41_1	c18hyper	M598T842_1	598.075220911219	842.413960937158			3157	NA				NA										-0.850401678230346	0.524113117382948	0	-0.0467629690158677	0.916610850366659	0	-0.411656838900898	0.738159879837216	0	0.139983617852359	0.839309838741261	0	1.27828364510001	0.574703598726989	E	E	E	E	E	E	0	0
M598.3011T653.57_2	c18hyper	M598T654_2	598.301116616836	653.568596763414		[2M+2Na+K]3+ 854.967	25	NA				NA										-0.243843616688977	0.673444834560718	0	-0.223567917486699	0.565436050562927	0	0.165473880337746	0.797242901913437	0	0.303236698534681	0.364092097891712	0	0.434110415827589	1.04082578924154	E	E	E	E	E	E	0	0
M598.3889T738.32	c18hyper	M598T738	598.388901927527	738.319355232529			279	NA				NA										0.0889430234783344	0.959092588352401	0	-0.470946409591985	0.449034782136826	0	0.438422691790763	0.616917454206781	0	-0.216197465073844	0.621410117115519	0	0.321120679438189	1.47265918527622	E	E	E	E	E	E	0	0
M598.4099T842.1_2	c18hyper	M598T842_2	598.409904674245	842.098531576303			3158	NA				NA										-0.135925215201034	0.947120621645004	0	-0.702908413299504	0.663922687499982	0	0.159748976530473	0.943769386069276	0	-0.574162395051269	0.694227176630917	0	0.0157722846274241	0.520734777338856	E	E	E	E	E	E	0	0
M598.6431T910.23	c18hyper	M599T910	598.643053954889	910.234587408264			4112	NA				NA										-0.926741727862238	0.502860946910081	0	-0.200743537029121	0.782812987430788	0	-0.753177250457817	0.579827383849173	0	0.127446998445146	0.847846006930183	0	1.50457763911075	1.27670537054458	E	E	E	E	E	E	0	0
M600.0071T43.35	c18hyper	M600T43	600.007077284408	43.3521883348439	[1041][M+1]+		49	NA				NA										0.782852881483548	0.747890524007636	0	-0.273612799329664	0.907176950584206	0	0.813932554535072	0.767059474124111	0	0.284980831009561	0.88520604579373	0	0.807608179962252	1.06018531049034	E	E	E	E	E	E	0	0
M600.4711T728.2	c18hyper	M600T728	600.47105544002	728.195081214974		[M+K+NH3]+ 544.481 [M+Na+NH3]+ 560.455 [M+H+NH3]+ 582.437	941	NA				NA										-0.23638066559411	0.647086953320284	0	-0.379425235881207	0.269149537933698	0	-0.0171979891119118	0.997949786386359	0	-0.399685164392501	0.258546023157989	0	0.434319432131333	0.319548642222502	E	E	E	E	E	E	0	0
M601.611T404.21_1	c18hyper	M602T404_1	601.611023053858	404.205139587318			4415	NA				NA										0.483607518004341	0.525250383299233	0	-1.16871857794185	0.00153479570853735	1	0.165342367008961	0.711688955653476	0	-0.987193896786678	0.000298147367408016	1	1.52652347340022	0.261476874516854	E	E	E	E	E	E	0	0
M601.7541T404.33_2	c18hyper	M602T404_2	601.754092997424	404.332034307577			112	NA				NA										0.446472451800133	0.524113117382948	0	-1.02111493148038	0.00275949171724649	1	0.135468632191987	0.712397377455562	0	-0.668852945392105	0.00180872619924158	1	1.62322988500931	0.421864958717633	E	E	E	E	E	E	0	0
M601.8063T395.84_1	c18hyper	M602T396_1	601.806252549115	395.841571957908			668	NA				NA										0.168735991301324	0.743070744389305	0	-0.284405459022107	0.332356494897134	0	0.0172317164558677	0.969383656933904	0	-0.00609369411922067	0.981782867628126	0	1.03721016907619	0.237145761604055	E	E	E	E	E	E	0	0
M601.8971T404.38_3	c18hyper	M602T404_3	601.897120714378	404.378083799371		[M+Na]+ 578.916	112	NA				NA										0.575042403378161	0.430195500031489	0	-0.949350451730151	0.00746110803938469	1	0.326289964952899	0.400543759519968	0	-0.652723965723538	0.00340566460098443	1	1.85123704389922	0.98856488513756	E	E	E	E	E	E	0	0
M602.0403T404.5_1	c18hyper	M602T405_1	602.040332803735	404.504840123672			112	NA				NA										0.649173295152826	0.358751251905156	0	-0.924197935804342	0.00440608940525938	1	0.311357635206262	0.422457633362046	0	-0.59113968013393	0.00649020375877349	1	2.09462919399186	0.987625438920665	E	E	E	E	E	E	0	0
