variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M606.8718T0.8	c18acqui			NA		M607T48	606.871817222673	48.2800289033953	[400][M+2]-		18	NA	
M606.9944T0.8	c18acqui			NA		M607T47	606.994398545865	47.2205176439792		[M-H-HCOOH]- 654.02	18	NA	
M608.3182T15.3	c18acqui			NA		M608T916	608.318172517494	915.887412704454	[401][M]-		218	NA	
M608.3182T15	c18acqui			NA		M608T898	608.318217414978	897.51324700311	[402][M]-	[M+Cl]- 573.349	26	NA	
M608.3569T14.5	c18acqui			4		M608T869	608.356860862254	869.359793313288	[404][M]-	[M-H]- 609.368	36	NA	
M608.357T14.7	c18acqui			NA		M608T882	608.357010978184	882.065869939116	[403][M]-		11	NA	
M609.3213T15	c18acqui			NA		M609T897	609.32129008798	897.457469738748	[402][M+1]-		26	NA	
M609.3216T15.3	c18acqui			NA		M609T916	609.321571620672	915.887412704454	[401][M+1]-		2155	NA	
M609.3604T14.7	c18acqui			NA		M609T882	609.360428962623	882.037783397118	[403][M+1]-		11	NA	
M609.3607T14.5	c18acqui			NA		M609T869	609.360719597628	869.3394267732	[404][M+1]-		36	NA	
M610.2663T15	c18acqui			NA		M610T897	610.266334694526	897.493858841862		[M-H-COCH2]- 653.29	26	NA	
M610.2666T15.2	c18acqui			NA		M610T914	610.266614405375	913.81528516161	[406][M]-	[M-H]- 611.277 [M-H-HCOOH]- 657.288	9	NA	
M610.3154T14.2	c18acqui			NA		M610T851	610.315377490768	851.490772714548			1892	NA	
M610.3239T15	c18acqui			NA		M610T898	610.32387743566	897.840009329022	[402][M+2]-		26	NA	
M610.363T14.7	c18acqui			NA		M610T883	610.363010886466	882.674329237044	[403][M+2]-		11	NA	
M610.3725T15.4	c18acqui			NA		M610T922	610.372544385032	921.85751920791		[M+Cl]- 575.408 [M-H]- 611.384	62	NA	
M610.3725T15.6	c18acqui			NA		M610T936	610.37254849944	936.351342436464	[407][M]-	[M+Cl]- 575.403 [M-H]- 611.38	17	NA	
M611.2701T15.2	c18acqui			NA		M611T914	611.270124003457	914.086172117112	[406][M+1]-		9	NA	
M611.3761T15.6	c18acqui			NA		M611T936	611.376075325968	936.361688962242	[407][M+1]-		17	NA	
M612.1928T10.9	c18acqui			NA		M612T651	612.192758827833	651.198600293868			86	NA	
M612.2611T15.2	c18acqui			NA		M612T914	612.261096658756	913.853192227428	[408][M]-		9	NA	
M612.2611T15	c18acqui			NA		M612T898	612.261128928865	897.602749972566	[409][M]-	[M+Cl]- 577.292 [M-H]- 613.268 [M-H-CO]- 641.263	26	NA	
M612.3308T15	c18acqui			NA		M612T897	612.330760533246	897.290320355826	[412][M]-		742	NA	
M612.3786T15.6	c18acqui			NA		M612T936	612.37859185248	936.294599541732	[407][M+2]-		17	NA	
M612.3883T16.8	c18acqui			NA		M612T1009	612.3882858508	1009.2473831478	[413][M]-	[M-H]- 613.396	19	NA	
M612.3884T16.5	c18acqui			4		M612T990	612.388413751579	990.317875654608			97	NA	
M613.2635T15.2	c18acqui			NA		M613T914	613.263469348503	913.824054362058	[408][M+1]-		9	NA	
M613.2636T15	c18acqui			NA		M613T898	613.263569135367	897.602749972566	[409][M+1]-		26	NA	
M613.3337T15	c18acqui			NA		M613T897	613.333748107658	897.493858841862	[412][M+1]-		742	NA	
M613.3917T16.8	c18acqui			NA		M613T1009	613.391719058316	1009.36770457431	[413][M+1]-		19	NA	
M614.2645T15.2	c18acqui			NA		M614T914	614.264549919543	913.824054362058	[408][M+2]-		9	NA	
M614.3464T15.2	c18acqui			NA		M614T912	614.346400926824	911.596202190198			70	NA	
M615.2665T15.2	c18acqui			NA		M615T914	615.266451624677	914.035722748542	[408][M+3]-		9	NA	
M615.3397T14.7	c18acqui			NA		M615T880	615.339669447744	879.798647019048	[411][M+3]-		23	NA	
M616.1958T14.6	c18acqui			4		M616T876	616.195780858838	876.433152376188		[M-H]- 617.203	52	NA	
M616.3422T14.7	c18acqui			NA		M616T880	616.342237166601	879.922993476834	[411][M+4]-		23	NA	
M616.362T15.6	c18acqui			NA		M616T933	616.361956619222	933.09348270336			1991	NA	
M616.362T15.7	c18acqui			NA		M616T945	616.361987737514	944.520370217436	[417][M]-		2216	NA	
M617.273T15.6	c18acqui			NA		M617T936	617.273020120259	936.009824411814			17	NA	
M617.3653T15.7	c18acqui			NA		M617T945	617.365301014288	944.503744919424	[417][M+1]-		2217	NA	
M619.2889T17.2	c18acqui			NA		M619T1030	619.288923142979	1029.85424438028			854	NA	
M619.2891T16.9	c18acqui			NA		M619T1012	619.289108585012	1011.70546256978			138	NA	
M620.8459T0.8	c18acqui			NA		M621T48	620.845905302661	48.3805690861867		[M-H-CH4]- 637.891	18	NA	
M621.2007T14.6	c18acqui			4		M621T876	621.200672455161	876.37942368663		[M+Cl+HCOOH]- 540.226 [M-H+HCOOH]- 576.203	52	NA	
M622.0133T0.8	c18acqui			4		M622T47	622.013344572903	47.2446520843575	[421][M+1]-		18	NA	
M622.2079T14.6	c18acqui			4		M622T876	622.207865588366	875.94735770259		[M+Cl+HCOOH]- 541.234 [M-H+HCOOH]- 577.21	52	NA	
M622.3343T16	c18acqui			NA		M622T959	622.334303310908	959.038423731366			2022	NA	
M623.1965T14.6	c18acqui			4		M623T876	623.196511384564	875.646199140618		[M+Cl]- 588.227 [M-H]- 624.203	52	NA	
M624.2919T15.3	c18acqui			NA		M624T916	624.291863796473	915.945947028732			2149	NA	
M624.7377T0.9	c18acqui			NA		M625T53	624.737698975492	53.3241159666406			33	NA	
M625.2321T15.3	c18acqui			NA		M625T915	625.232078459691	915.251052676686		[M-H-NH3]- 643.264	218	NA	
M625.2322T15	c18acqui			NA		M625T897	625.232243309576	897.431435165712		[M-H-CH3]- 641.263	26	NA	
M626.2047T14.6	c18acqui			NA		M626T876	626.204711195688	875.684136420798	[422][M+2]-		52	NA	
M626.2764T15.7	c18acqui			NA		M626T942	626.276376966989	941.765982342282			270	NA	
M626.2768T16	c18acqui			NA		M626T959	626.276765394505	958.952429550792			184	NA	
M627.207T14.6	c18acqui			4		M627T876	627.206972629999	875.88064585911	[422][M+3]-		52	NA	
M628.2005T14.6	c18acqui			4		M628T876	628.200509341904	875.85760598205	[422][M+4]-		52	NA	
M628.928T0.9	c18acqui			NA		M629T53	628.928038375194	53.1395066192704			33	NA	
M629.4554T18	c18acqui			NA		M629T1079	629.455363502614	1079.15622597863		[2M-2H+Na]- 304.239	534	NA	
M632.3177T15	c18acqui			NA		M632T897	632.317698404289	897.235456138902			745	NA	
M632.3182T14.5	c18acqui			NA		M632T869	632.318204538151	869.382975738522	[424][M]-	[M+Cl]- 597.349 [M-H]- 633.325	36	NA	
M632.3183T14.7	c18acqui			NA		M632T883	632.318301839039	883.115504399112	[423][M]-	[M-H]- 633.326	11	NA	
M632.3567T14.7	c18acqui			NA		M632T884	632.356722909967	884.010995373516	[425][M]-		172	NA	
M633.3215T14.7	c18acqui			NA		M633T883	633.321510321622	883.380908135706	[423][M+1]-		11	NA	
M633.3215T14.5	c18acqui			NA		M633T869	633.321535244488	869.302650278568	[424][M+1]-		36	NA	
M633.36T14.7	c18acqui			4		M633T884	633.360023000259	884.070945229812	[425][M+1]-		172	NA	
M634.2666T14.7	c18acqui			NA		M634T882	634.266589675702	882.066868387464	[426][M]-	[M+Cl+NaCOOH]- 531.32	11	NA	
M634.3337T15.6	c18acqui			NA		M634T936	634.333743529017	936.350562653802	[427][M]-	[M+Cl]- 599.368	17	NA	
M634.334T15.4	c18acqui			4		M634T922	634.33403137131	921.927963044172	[428][M]-	[M+Cl+NaCOOH]- 531.377 [M-H+NaCOOH]- 567.354	62	NA	
M634.3724T15.2	c18acqui			4		M634T912	634.372404932333	911.539196556306			70	NA	
M635.27T14.7	c18acqui			NA		M635T882	635.270019038857	882.267144938862	[426][M+1]-		11	NA	
M635.3367T15.4	c18acqui			NA		M635T922	635.336692668795	921.865869255162	[428][M+1]-		62	NA	
M635.3372T15.6	c18acqui			NA		M635T936	635.337163594795	936.332715660234	[427][M+1]-		17	NA	
M636.261T15	c18acqui			NA		M636T897	636.261012187649	897.056689441194	[431][M]-		742	NA	
M636.2611T14.5	c18acqui			4		M636T869	636.261064767353	869.453140444182	[430][M]-	[M+Cl+CF3COOH]- 467.301 [M+Cl]- 601.292 [M-H]- 637.268 [M-H-COCH2]- 679.284	36	NA	
M636.2612T14.7	c18acqui			NA		M636T882	636.261174491353	882.026665265106	[429][M]-	[M-H-CO]- 665.263 [M-H-COCH2]- 679.284	11	NA	
M636.2823T15.6_1	c18acqui			NA		M636T936_1	636.282348004598	936.332715660234	[432][M]-		17	NA	
M636.3401T15.6_2	c18acqui			NA		M636T936_2	636.340101441613	936.399142082394	[427][M+2]-		17	NA	
M636.3495T16.8	c18acqui			NA		M636T1009	636.349499416057	1009.31847266576	[433][M]-	[M+Cl]- 601.381	19	NA	
M636.9841T0.8	c18acqui			NA		M637T47	636.984077211755	47.3229102632177		[M-H-CH4]- 654.02	18	NA	
M637.2634T14.5	c18acqui			4		M637T869	637.263438315925	869.381373339936	[430][M+1]-		36	NA	
M637.2636T14.7	c18acqui			NA		M637T882	637.263637611114	882.037783397118	[429][M+1]-		11	NA	
M637.2647T14.9	c18acqui			NA		M637T897	637.264728006277	896.719216629984	[431][M+1]-		742	NA	
M637.2856T15.6	c18acqui			NA		M637T936	637.285565564614	936.297550672224	[432][M+1]-		17	NA	
M637.3528T16.8	c18acqui			NA		M637T1009	637.352795668971	1009.34141098062	[433][M+1]-		19	NA	
M638.2647T14.5	c18acqui			4		M638T869	638.264697636204	869.359095601212	[430][M+2]-		36	NA	
M638.2648T14.7	c18acqui			NA		M638T882	638.264838092305	882.047742794454	[429][M+2]-		11	NA	
M638.2766T15.4	c18acqui			4		M638T922	638.276585482814	921.90691677714	[435][M]-	[M+Cl]- 603.307 [M-H]- 639.284	62	NA	
M638.2767T15.6	c18acqui			NA		M638T936	638.276695752322	936.350562653802	[436][M]-		17	NA	
M638.2978T16.8	c18acqui			4		M638T1009	638.297779967433	1009.22510096137		[M-H-COCH2]- 681.322	19	NA	
M638.3553T16.8	c18acqui			NA		M638T1010	638.355262901458	1009.66795866741	[433][M+2]-		19	NA	
M639.2669T14.7	c18acqui			NA		M639T882	639.266948251609	882.037783397118	[429][M+3]-		11	NA	
M639.2792T15.6	c18acqui			NA		M639T936	639.279222666562	936.332715660234	[436][M+1]-		17	NA	
M639.2793T15.4	c18acqui			4		M639T922	639.279310673919	921.918370604814	[435][M+1]-		62	NA	
M640.1957T14.6	c18acqui			4		M640T878	640.19574019544	877.856591857716			997	NA	
M640.256T15	c18acqui			NA		M640T898	640.255968687898	897.787167387984	[439][M]-	[M-H]- 641.263	26	NA	
M640.256T15.2	c18acqui			NA		M640T915	640.25598325705	914.66046380523	[438][M]-	[M-H-CH4]- 657.288	9	NA	
M640.2803T15.6	c18acqui			NA		M640T936	640.28033424938	936.315648449322	[436][M+2]-		17	NA	
M640.2923T16.8	c18acqui			4		M640T1009	640.292345503091	1009.2473831478	[440][M]-	[M+Cl]- 605.323 [M-H]- 641.3	19	NA	
M640.362T15.5	c18acqui			4		M640T933	640.362018300881	932.931521939322	[442][M]-	[M-H]- 641.365	176	NA	
M640.9112T0.8	c18acqui			NA		M641T48	640.911207303067	48.2209180615112		[M-H-C5H8O4]- 773.958	18	NA	
M641.2585T15.2	c18acqui			NA		M641T915	641.258512479477	914.61059211348	[438][M+1]-		9	NA	
M641.2824T15.6	c18acqui			NA		M641T936	641.28244806591	936.28266897897	[436][M+3]-		17	NA	
M641.2948T16.8	c18acqui			4		M641T1009	641.294843502629	1009.26460666249	[440][M+1]-		19	NA	
M641.365T15.5	c18acqui			4		M641T933	641.364959825268	932.825114781756	[442][M+1]-		1991	NA	
M642.2567T15.3	c18acqui			NA		M642T916	642.256728364059	915.734007972606	[443][M]-	[M-H]- 643.264	218	NA	
M642.296T16.8	c18acqui			NA		M642T1009	642.296018035334	1009.24727994442	[440][M+2]-		19	NA	
M642.3958T18.2	c18acqui			NA		M642T1091	642.395843216457	1090.51075320066	[444][M]-		643	NA	
M643.2589T15.3	c18acqui			NA		M643T916	643.258929736477	915.71689744281	[443][M+1]-		2151	NA	
M643.2976T16.8	c18acqui			4		M643T1010	643.297580199539	1009.55586631366	[440][M+3]-		19	NA	
M643.3988T18.2	c18acqui			NA		M643T1090	643.398823980674	1090.24869345814	[444][M+1]-		644	NA	
M644.2526T15.3	c18acqui			NA		M644T916	644.252603135207	915.866871203004	[443][M+2]-		218	NA	
M645.2006T14.6	c18acqui			4		M645T878	645.20058565369	877.967167020006			998	NA	
M648.2923T14.7	c18acqui			NA		M648T884	648.292278001134	883.83587649294			172	NA	
M649.2318T14.7	c18acqui			NA		M649T883	649.231789431476	882.80350157067		[M-H-CH3]- 665.263	11	NA	
M650.3078T15.6	c18acqui			NA		M650T936	650.307845075952	936.291648411234			17	NA	
M651.9561T0.8	c18acqui			NA		M652T48	651.956053139377	48.2209180615112			18	NA	
M652.3233T16.8	c18acqui			NA		M652T1010	652.323295719973	1009.61260121912		[M-H-CO]- 681.322	19	NA	
M652.3432T15	c18acqui			NA		M652T898	652.343218749677	897.762944953986		[M+Cl+NaCOOH]- 549.387 [M-H+NaCOOH]- 585.364	26	NA	
M652.3444T15.3	c18acqui			NA		M652T917	652.344366660254	917.199110244942			1970	NA	
M656.3184T14.7	c18acqui			NA		M656T884	656.318382324026	884.104866647874	[446][M]-	[M-H-CO2]- 701.312	172	NA	
M656.3571T14.7	c18acqui			NA		M656T880	656.357052680486	879.61135526634	[447][M]-		717	NA	
M656.885T0.8	c18acqui			NA		M657T48	656.884963187845	48.2097973802436	[449][M]-	[M-H+NaCOOH]- 589.904 [M-H]- 657.892	18	NA	
M657.3215T14.7	c18acqui			4		M657T884	657.32145518674	884.466591939696	[446][M+1]-		172	NA	
M657.3601T14.7	c18acqui			NA		M657T880	657.360123741976	879.63808277136	[447][M+1]-		23	NA	
M657.8886T0.8	c18acqui			NA		M658T48	657.888612950142	48.2322259876517	[449][M+1]-		18	NA	
M658.246T14.1	c18acqui			NA		M658T844	658.246011695714	843.51404994405			1143	NA	
M658.2666T14.7	c18acqui			NA		M658T884	658.266551752284	883.919667277152		[M+Cl]- 623.301	172	NA	
M658.3339T15.2	c18acqui			NA		M658T911	658.333944865803	911.215520883432			1219	NA	
M658.8895T0.8	c18acqui			NA		M659T48	658.889454729612	48.2279243758711	[449][M+2]-		18	NA	
M660.2609T14.5	c18acqui			NA		M660T872	660.260860207912	872.21010647826	[452][M]-		69	NA	
M660.3489T16	c18acqui			NA		M660T959	660.348916927516	959.038423731366		[M+Cl+NaCOOH]- 557.392 [M-H+NaCOOH]- 593.369	184	NA	
M661.2636T14.5	c18acqui			NA		M661T872	661.263550027029	872.22430669332	[452][M+1]-		1212	NA	
M661.4451T15.9	c18acqui			NA		M661T952	661.445140979239	951.512110544472		[2M-2H+Na]- 320.236	41	NA	
M662.2645T14.7	c18acqui			4		M662T884	662.264495239472	883.887779015274	[451][M+2]-		172	NA	
M662.2766T15.2	c18acqui			4		M662T912	662.276646229025	911.583061942386	[453][M]-		70	NA	
M662.2773T15.5	c18acqui			NA		M662T933	662.277251153173	932.930138831772			1995	NA	
M663.2661T14.7	c18acqui			NA		M663T884	663.266149198524	884.04605386515	[451][M+3]-		172	NA	
M663.2794T15.2	c18acqui			NA		M663T912	663.279392357147	911.577495260154	[453][M+1]-		70	NA	
M664.1959T14.6	c18acqui			4		M664T876	664.195893546194	875.549030048172	[454][M]-		52	NA	
M664.2558T14.5	c18acqui			4		M664T870	664.255755029823	869.528887127346		[M-H-CH2]- 679.284	36	NA	
M664.2562T14.7	c18acqui			NA		M664T882	664.25623768708	882.047742794454	[455][M]-	[M-H]- 665.263 [M-H-CH2]- 679.284	11	NA	
M664.2924T16	c18acqui			NA		M664T959	664.292368514238	958.90563018486		[M+Cl+CF3COOH]- 495.332	184	NA	
M665.1997T14.6	c18acqui			4		M665T876	665.199652029734	875.563048463592	[454][M+1]-		52	NA	
M665.2584T14.7	c18acqui			4		M665T882	665.258448472791	882.006608309538	[455][M+1]-		11	NA	
M666.2569T14.7	c18acqui			NA		M666T882	666.256886978406	882.49934864781	[455][M+2]-		11	NA	
M666.2716T15.6	c18acqui			NA		M666T936	666.271610171624	936.361688962242	[457][M]-	[M-H+CF3COOH]- 533.294 [M+Cl+NaCOOH]- 563.313 [M-H+NaCOOH]- 599.29	17	NA	
M666.2716T15.4	c18acqui			NA		M666T922	666.271619282645	921.948321828546			62	NA	
M666.3081T17.1	c18acqui			4		M666T1027	666.308141229875	1027.04527468237			854	NA	
M667.259T14.7	c18acqui			NA		M667T883	667.25901633116	882.939920913408	[455][M+3]-		496	NA	
M667.2742T15.6	c18acqui			NA		M667T936	667.274208191358	936.332715660234	[457][M+1]-		17	NA	
M668.2526T14.7	c18acqui			NA		M668T883	668.252557220987	882.762014513298	[455][M+4]-		510	NA	
M668.2728T15.6	c18acqui			NA		M668T936	668.272798284102	936.46274132799	[457][M+2]-		17	NA	
M668.2874T16.8	c18acqui			NA		M668T1010	668.287394081969	1009.50231217396	[459][M]-		19	NA	
M668.2874T16.5	c18acqui			4		M668T991	668.287448206938	990.52132657344			97	NA	
M669.2008T14.6	c18acqui			4		M669T876	669.200754287668	875.674171979778		[M+Cl+HCOOH]- 588.227 [M+Cl+NH3]- 617.203 [M-H+HCOOH]- 624.203	52	NA	
M669.275T15.6	c18acqui			NA		M669T936	669.274968182856	936.444312711618	[457][M+3]-		17	NA	
M669.2898T16.8	c18acqui			NA		M669T1009	669.289768270909	1009.29752230714	[459][M+1]-		19	NA	
M670.2684T15.6	c18acqui			NA		M670T936	670.268446155573	936.421826907732	[457][M+4]-		17	NA	
M670.2886T16.8	c18acqui			NA		M670T1010	670.288633009023	1009.53246514955	[459][M+2]-		19	NA	
M671.2903T16.8	c18acqui			NA		M671T1010	671.290279634673	1009.72712537254	[459][M+3]-		19	NA	
M673.8625T0.8	c18acqui			4		M674T48	673.862542627355	48.2688397101902	[461][M+1]-		18	NA	
M674.8594T0.8	c18acqui			4		M675T48	674.85937111975	48.2279243758711	[461][M+2]-		18	NA	
M674.9821T0.8	c18acqui			NA		M675T47	674.982058133266	47.1471565387898	[463][M]-	[M-2H+Na]- 654.02	18	NA	
M675.985T0.8	c18acqui			NA		M676T47	675.985004514056	47.0916563103289	[463][M+1]-		18	NA	
M676.1298T14.6	c18acqui			4		M676T877	676.12978404377	876.679796166906			52	NA	
M676.3054T15	c18acqui			NA		M676T898	676.305356559469	897.634182006528		[M+Cl+NaCOOH]- 573.349	26	NA	
M676.3054T15.3	c18acqui			NA		M676T917	676.305431979693	917.0531528619			1971	NA	
M678.2335T14.2	c18acqui			4		M678T855	678.233521873447	854.669456184378			1175	NA	
M678.3601T15.6	c18acqui			NA		M678T936	678.36011655624	936.360909179574		[M+Cl+NaCOOH]- 575.403 [M-H+NaCOOH]- 611.38	17	NA	
M680.2483T15	c18acqui			NA		M680T897	680.24828347968	897.490124302698	[466][M]-	[M+Cl+NaCOOH]- 577.292 [M-H+NaCOOH]- 613.268 [M+Cl]- 645.279	26	NA	
M680.2484T15.3	c18acqui			NA		M680T917	680.24838556459	916.822286796732	[465][M]-		1972	NA	
M680.3182T14.7	c18acqui			NA		M680T879	680.318180019109	879.480248549178	[467][M]-		23	NA	
M680.3757T16.8	c18acqui			NA		M680T1010	680.375712751528	1009.75154252719		[M-H+NaCOOH]- 613.396	19	NA	
M680.5222T14.5	c18acqui			NA		M681T867	680.522158787444	867.158643024138			2069	NA	
M681.2526T15	c18acqui			NA		M681T897	681.252550598114	897.402226880364	[466][M+1]-		26	NA	
M681.2533T15.3	c18acqui			NA		M681T917	681.253282545785	916.699038084756	[465][M+1]-		1973	NA	
M681.3214T14.7	c18acqui			NA		M681T880	681.321399524683	879.560178592362	[467][M+1]-		716	NA	
M682.2666T14.7	c18acqui			NA		M682T880	682.266550253239	879.612052704414		[M-H-COCH2]- 725.289	23	NA	
M682.3342T15.4	c18acqui			NA		M682T922	682.334165264912	922.25394074523		[M+Cl+NaCOOH]- 579.377 [M-H+NaCOOH]- 615.354	62	NA	
M683.2602T15.3	c18acqui			NA		M683T916	683.260159571717	915.724939262382			2156	NA	
M684.2611T14.7	c18acqui			NA		M684T880	684.261066509682	879.758875970844	[468][M]-	[M-H-COCH2]- 727.286	23	NA	
M684.2611T14.5	c18acqui			NA		M684T871	684.261142619654	870.548848465158		[M-H]- 685.265 [M-H-CO]- 713.267	36	NA	
M684.8897T0.9	c18acqui			4		M685T53	684.889667855134	53.4557365586907			851	NA	
M685.1315T11.5	c18acqui			NA		M685T693	685.131475476378	692.504135818554			10	NA	
M685.2534T15	c18acqui			NA		M685T898	685.25344827851	897.549364919994	[469][M]-	[M+Cl]- 650.284 [M-H]- 686.261	26	NA	
M685.2535T15.3	c18acqui			NA		M685T915	685.253546714834	915.115436394396			9	NA	
M685.2636T14.7	c18acqui			NA		M685T880	685.26363393573	879.560178592362	[468][M+1]-		23	NA	
M686.2575T15	c18acqui			NA		M686T897	686.257471683391	897.49199157228	[469][M+1]-		26	NA	
M686.2655T14.7	c18acqui			NA		M686T880	686.265542355341	879.686787483906	[468][M+2]-		23	NA	
M686.2761T15.4	c18acqui			NA		M686T922	686.276052665324	921.932675365968	[471][M]-	[M-H-CO]- 715.283	62	NA	
M687.2595T15.2	c18acqui			NA		M687T915	687.259487703685	914.892995227896			9	NA	
M687.2793T15.4	c18acqui			NA		M687T922	687.279343417245	922.397256831216	[471][M+1]-		62	NA	
M688.2562T14.7	c18acqui			4		M688T884	688.256152511118	883.931758112232	[475][M]-	[M-H-CH2]- 703.284	172	NA	
M688.2614T15	c18acqui			NA		M688T898	688.261445429765	897.532635164358	[474][M]-	[M+Cl]- 653.29	26	NA	
M688.2615T15.3	c18acqui			NA		M688T916	688.261530705161	915.781194948066	[473][M]-	[M-H+HCOOH]- 643.264	218	NA	
M688.8333T0.8	c18acqui			NA		M689T48	688.833345895226	48.3306754766239		[M-H-C3H2O3]- 775.846	18	NA	
M689.2582T14.7	c18acqui			4		M689T884	689.258241901349	884.062279549098	[475][M+1]-		172	NA	
M689.2646T15.3	c18acqui			NA		M689T916	689.264623004449	915.77817842589	[473][M+1]-		218	NA	
M689.2648T15	c18acqui			NA		M689T897	689.264780486273	897.490124302698	[474][M+1]-		26	NA	
M690.0007T0.8	c18acqui			4		M690T47	690.000737654441	47.2585334914418	[476][M+1]-		18	NA	
M690.2582T15	c18acqui			NA		M690T898	690.258184487778	897.604870998126	[474][M+2]-		26	NA	
M690.2584T15.3	c18acqui			NA		M690T916	690.258366933459	915.743076682836	[473][M+2]-		218	NA	
M691.0024T0.8	c18acqui			4		M691T47	691.002371296397	47.2451142658691	[476][M+2]-		18	NA	
M691.2604T15	c18acqui			NA		M691T898	691.260413295984	897.600628947006	[474][M+3]-		26	NA	
M691.2615T15.3	c18acqui			NA		M691T916	691.261471403957	915.674644633818	[473][M+3]-		218	NA	
M692.2592T15.3	c18acqui			NA		M692T915	692.259208110807	915.19925689875		[M+Cl+HCOOH]- 611.277 [M+Cl]- 657.288	9	NA	
M694.4302T17.6	c18acqui			NA		M694T1058	694.430175764621	1058.16322958171			2078	NA	
M694.5375T14.8	c18acqui			NA		M695T888	694.53749667458	887.937849224718	[477][M]-		234	NA	
M695.5403T14.8	c18acqui			NA		M696T888	695.540343278524	887.954702950392	[477][M+1]-		234	NA	
M700.3054T14.5	c18acqui			NA		M700T869	700.305384895387	869.264334556536		[M+Cl+NaCOOH]- 597.349 [M-H+NaCOOH]- 633.325	36	NA	
M700.3054T14.8	c18acqui			NA		M700T885	700.305406562806	885.354533361396		[M-H]- 701.312	172	NA	
M702.3212T15.6	c18acqui			NA		M702T936	702.321221560263	936.444312711618	[478][M]-	[M+Cl+NaCOOH]- 599.368	17	NA	
M703.3245T15.6	c18acqui			NA		M703T937	703.324523097417	936.629281032114	[478][M+1]-		17	NA	
M704.2483T14.5	c18acqui			NA		M704T869	704.248266840805	869.491912232286	[479][M]-	[M+Cl+NaCOOH]- 601.292 [M-H+NaCOOH]- 637.268 [M+Cl]- 669.273	36	NA	
M704.2485T14.8	c18acqui			NA		M704T885	704.24845686524	885.160752112086			172	NA	
M704.3366T16.8	c18acqui			NA		M704T1010	704.33662923488	1010.32900636929	[480][M]-	[M+Cl+NaCOOH]- 601.381	19	NA	
M704.3372T16.5	c18acqui			4		M704T991	704.337162979254	990.698759373282		[M+Cl+NaCOOH]- 601.38 [M-H+NaCOOH]- 637.357	97	NA	
M704.9718T0.8	c18acqui			4		M705T47	704.97179609328	47.3633505368665			18	NA	
M705.2524T14.5	c18acqui			NA		M705T869	705.252379085807	869.381280234888	[479][M+1]-		36	NA	
M705.2536T14.7	c18acqui			NA		M705T885	705.253581915464	884.785269928854		[M-H-CO]- 734.259	172	NA	
M705.3402T16.8	c18acqui			NA		M705T1010	705.340182186685	1010.15898861697	[480][M+1]-		19	NA	
M706.264T15.4	c18acqui			4		M706T922	706.263983702511	921.924267932166		[M+Cl+NaCOOH]- 603.307 [M-H+NaCOOH]- 639.284	62	NA	
M706.2642T15.6	c18acqui			NA		M706T937	706.264199334699	936.562092101856	[481][M]-	[M+Cl]- 671.285	17	NA	
M707.2594T14.7	c18acqui			NA		M707T883	707.259382302954	882.96258500766			493	NA	
M707.2681T15.6	c18acqui			NA		M707T936	707.268059131628	936.49772352948	[481][M+1]-		17	NA	
M708.2796T16.5	c18acqui			4		M708T991	708.279598504441	990.528876086364		[M+Cl+NaCOOH]- 605.323 [M-H+NaCOOH]- 641.3	97	NA	
M708.8984T0.8	c18acqui			NA		M709T48	708.898411491335	48.2187276367309			18	NA	
M709.2533T14.5	c18acqui			4		M709T869	709.253303714322	869.135756179998	[484][M]-		36	NA	
M709.2535T14.7	c18acqui			NA		M709T882	709.253512794006	882.104767108548	[483][M]-		11	NA	
M709.2751T15.6	c18acqui			NA		M709T937	709.275065562664	936.644538105444	[481][M+3]-		17	NA	
M709.2834T16.8	c18acqui			NA		M709T1010	709.283423243757	1009.5812584331	[482][M+1]-		19	NA	
M710.1707T14.2	c18acqui			4		M710T854	710.170724810838	854.492093011518			1178	NA	
M710.2436T15.3	c18acqui			NA		M710T917	710.243560935531	917.067001609776			1974	NA	
M710.2568T14.7	c18acqui			NA		M710T882	710.256806198501	882.021738428028	[483][M+1]-		11	NA	
M710.2573T14.5	c18acqui			NA		M710T869	710.257284903033	869.412809201322	[484][M+1]-		36	NA	
M711.1784T15	c18acqui			NA		M711T898	711.178421769873	897.600628947006			26	NA	
M711.1787T15.3	c18acqui			NA		M711T917	711.178717132558	916.849751012598			1975	NA	
M711.2595T14.7	c18acqui			NA		M711T882	711.259500744097	882.230954138106	[483][M+2]-		11	NA	
M711.2691T15.4	c18acqui			NA		M711T922	711.269095728607	921.627653827836			62	NA	
M711.2695T15.6	c18acqui			NA		M711T936	711.269493703163	936.312987717426	[485][M]-	[M+Cl]- 676.3 [M-H]- 712.277	17	NA	
M712.1856T15	c18acqui			NA		M712T898	712.185646054534	897.634182006528	[487][M]-		26	NA	
M712.1859T15.3	c18acqui			NA		M712T917	712.185913494936	916.873502647716	[486][M]-		1976	NA	
M712.2394T15.3	c18acqui			NA		M712T918	712.23941898693	917.800624951512			1977	NA	
M712.2592T14.9	c18acqui			NA		M712T897	712.259244813957	896.782782412158		[M-H+NaCOOH]- 645.279	26	NA	
M712.2603T14.7	c18acqui			NA		M712T881	712.260258649113	881.157315144372	[483][M+3]-		11	NA	
M712.2612T14.5	c18acqui			4		M712T869	712.261234837971	869.45392560867		[M-H]- 713.267	36	NA	
