variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M691.2615T15.3	c18acqui	M691T916	691.261471403957	915.674644633818	[473][M+3]-		218	NA				NA		0.0363621333333342	0.955291610073203	0	0.0190505714285703	0.908842854664079	0	0.0421318476190482	0.917234566857464	0	0.0931450624999997	0.479096201565838	0	0.21528135403783	0.716288125133303	E	E	E	E	E	E	0	0
M692.2592T15.3	c18acqui	M692T915	692.259208110807	915.19925689875		[M+Cl+HCOOH]- 611.277 [M+Cl]- 657.288	9	NA				NA		-0.0143580871794882	0.995685619482662	0	0.20914192857143	0.0303549321593085	1	0.0381730666666673	0.939406630081469	0	0.0720157884615382	0.621604319059485	0	0.0179932737541529	0.24211341705224	E	E	E	E	E	E	0	0
M694.4302T17.6	c18acqui	M694T1058	694.430175764621	1058.16322958171			2078	NA				NA		0.104749271794873	0.955333775599802	0	-0.242938571428571	0.464118217694304	0	0.0287344476190476	0.980444420901246	0	0.116211769230768	0.76090287400108	0	0.128194289155476	0.403544477868166	E	E	E	E	E	E	0	0
M700.3054T14.5	c18acqui	M700T869	700.305384895387	869.264334556536		[M+Cl+NaCOOH]- 597.349 [M-H+NaCOOH]- 633.325	36	NA				NA		-0.0288657487179496	0.973746888287578	0	0.0352994999999989	0.873198105904843	0	-0.181275347619048	0.671610082227088	0	-0.151795249999999	0.358032917822366	0	0.187728912598163	1.45614204111783	E	E	E	E	E	E	0	0
M700.3054T14.8	c18acqui	M700T885	700.305406562806	885.354533361396		[M-H]- 701.312	172	NA				NA		-0.0505565333333333	0.867611398045587	0	-0.16871157142857	0.119535280815631	0	-0.205605104761904	0.481605298367394	0	-0.218619754807692	0.0870095475958757	0	0.878827685426304	1.56377835752128	E	E	E	E	E	E	0	0
M702.3212T15.6	c18acqui	M702T936	702.321221560263	936.444312711618	[478][M]-	[M+Cl+NaCOOH]- 599.368	17	NA				NA		-0.0215353333333326	0.973746888287578	0	0.0787549999999992	0.439610614906984	0	-0.079820333333334	0.737196857617375	0	0.087924086538461	0.313871730448584	0	0.00164740860299831	0.713444453216763	E	E	E	E	E	E	0	0
M704.2483T14.5	c18acqui	M704T869	704.248266840805	869.491912232286	[479][M]-	[M+Cl+NaCOOH]- 601.292 [M-H+NaCOOH]- 637.268 [M+Cl]- 669.273	36	NA				NA		0.0812522051282052	0.806734158894934	0	-0.14141857142857	0.136757447419408	0	-0.0544971904761891	0.875308608048379	0	-0.0911095673076918	0.400387940370911	0	0.878503856062118	0.904852518347434	E	E	E	E	E	E	0	0
M704.3366T16.8	c18acqui	M704T1010	704.33662923488	1010.32900636929	[480][M]-	[M+Cl+NaCOOH]- 601.381	19	NA				NA		0.0853841538461531	0.774311883630653	0	-0.115069285714286	0.243416905756894	0	-0.0159055714285721	0.971615327841342	0	-0.110082211538462	0.186159838735336	0	0.978985164380012	0.557947297342336	E	E	E	E	E	E	0	0
M704.3372T16.5	c18acqui	M704T991	704.337162979254	990.698759373282		[M+Cl+NaCOOH]- 601.38 [M-H+NaCOOH]- 637.357	97	NA		Unknown		4		-0.0998131743589745	0.913947279969997	0	0.361174642857142	0.0254582203804482	1	0.0875595619047616	0.875698236373178	0	0.467950831730768	0.00134591220801116	1	0.442666095426478	0.415714003237386	E	E	E	E	E	E	0	0
M704.9718T0.8	c18acqui	M705T47	704.97179609328	47.3633505368665			18	NA		Unknown		4		-0.134567364102566	0.823984163983343	0	0.276579285714286	0.087660168218956	0	0.119678295238094	0.825823531296576	0	0.344318004807693	0.0294093252876756	1	0.276716992306564	0.616259539344945	E	E	E	E	E	E	0	0
M705.2524T14.5	c18acqui	M705T869	705.252379085807	869.381280234888	[479][M+1]-		36	NA				NA		-0.00491223589743583	0.978216938503131	0	-0.160034428571429	0.137982490371972	0	-0.268480109523809	0.202888589107621	0	-0.145852721153846	0.192512918970642	0	0.28747440779225	2.28753106116628	E	E	E	A	E	E	0	0
M705.2536T14.7	c18acqui	M705T885	705.253581915464	884.785269928854		[M-H-CO]- 734.259	172	NA				NA		0.0267150307692301	0.981930033222828	0	-0.174664928571428	0.177596547038478	0	-0.081390557142857	0.864270436422271	0	-0.236441783653845	0.0698924956097702	0	0.124569388884962	0.946139201737396	E	E	E	E	E	E	0	0
M705.3402T16.8	c18acqui	M705T1010	705.340182186685	1010.15898861697	[480][M+1]-		19	NA				NA		-0.0854863692307681	0.774311883630653	0	-0.04403957142857	0.682316270527253	0	0.0186025428571437	0.950171475736598	0	-0.102114745192306	0.299224612105345	0	1.08766749388948	0.405294317942795	E	E	E	E	E	E	0	0
M706.264T15.4	c18acqui	M706T922	706.263983702511	921.924267932166		[M+Cl+NaCOOH]- 603.307 [M-H+NaCOOH]- 639.284	62	NA		Unknown		4		-0.0362247846153849	0.931337371639711	0	-0.370550357142857	0.0216555050129	1	0.0659206714285716	0.851553594309904	0	-0.363160552884615	0.00568496520491962	1	0.451236236943388	0.318752007950427	E	E	E	E	E	E	0	0
M707.2594T14.7	c18acqui	M707T883	707.259382302954	882.96258500766			493	NA				NA		0.0140139846153851	0.995685619482662	0	-0.132098357142858	0.245111621964076	0	-0.0574392571428568	0.884588284166545	0	-0.108626144230771	0.357874578083454	0	0.264556515533851	0.17548850183124	E	E	E	E	E	E	0	0
M707.2681T15.6	c18acqui	M707T936	707.268059131628	936.49772352948	[481][M+1]-		17	NA				NA		-0.0633685128205137	0.774311883630653	0	0.05077142857143	0.557774805649132	0	0.0366117619047621	0.864270436422271	0	-0.000404182692308908	0.983395936696591	0	0.765081387280606	0.764139417945163	E	E	E	E	E	E	0	0
M708.2796T16.5	c18acqui	M708T991	708.279598504441	990.528876086364		[M+Cl+NaCOOH]- 605.323 [M-H+NaCOOH]- 641.3	97	NA		Unknown		4		-0.228964543589745	0.512679388157418	0	0.247301714285713	0.0960816858052219	0	0.125174461904761	0.79280423747269	0	0.473989485576922	0.00134591220801116	1	1.6159674654621	0.458777322055227	E	E	E	E	E	E	0	0
M708.8984T0.8	c18acqui	M709T48	708.898411491335	48.2187276367309			18	NA				NA		-0.0531632820512815	0.87512220467561	0	-0.157311428571429	0.168391454912559	0	-0.119919380952382	0.736574108439909	0	0.00209764423076919	0.971383364159586	0	1.22215709210169	1.30157693442053	E	E	E	E	E	E	0	0
M709.2533T14.5	c18acqui	M709T869	709.253303714322	869.135756179998	[484][M]-		36	NA		Unknown		4		-0.0144754358974346	0.955333775599802	0	-0.246906428571428	0.0259815455202688	1	-0.139989666666667	0.665083197279541	0	-0.347759519230769	0.00182579538825414	1	0.252937769770385	1.35993890131766	E	E	E	E	E	E	0	0
M709.2535T14.7	c18acqui	M709T882	709.253512794006	882.104767108548	[483][M]-		11	NA				NA		-0.0530944615384623	0.800951457602667	0	-0.0649671428571423	0.370345713610393	0	-0.0547917142857148	0.764895539561146	0	-0.0358201923076908	0.608228451756248	0	0.908085648296093	1.28113599003212	E	E	E	E	E	E	0	0
M709.2751T15.6	c18acqui	M709T937	709.275065562664	936.644538105444	[481][M+3]-		17	NA				NA		0.101384271794872	0.687484132444199	0	0.102394071428572	0.309359934006565	0	0.0948449476190483	0.780058157881769	0	0.0397457932692316	0.785666165926981	0	0.86559726078607	0.547576023902373	E	E	E	E	E	E	0	0
M710.1707T14.2	c18acqui	M710T854	710.170724810838	854.492093011518			1178	NA		Unknown		4		0.1498244	0.955333775599802	0	-1.27839428571428	2.57822201533381e-06	1	0.296335614285713	0.481605298367394	0	-1.33489157692308	3.23478724934538e-07	1	0.0482808961465297	0.755443503606628	E	E	E	E	E	E	0	0
M710.2436T15.3	c18acqui	M710T917	710.243560935531	917.067001609776			1974	NA				NA		-0.0606451794871798	0.780509230632989	0	-0.00579214285714258	0.927879896588699	0	0.0495458095238099	0.862864456443553	0	0.0112876923076932	0.938617967166736	0	1.36955954156012	0.774568030606197	E	E	E	E	E	E	0	0
M710.2568T14.7	c18acqui	M710T882	710.256806198501	882.021738428028	[483][M+1]-		11	NA				NA		-0.0469980512820509	0.841862256815335	0	-0.137687142857143	0.123964856985957	0	0.0674816190476193	0.780456007582398	0	-0.0563394711538461	0.527925259815851	0	0.687913311951913	0.965517511925953	E	E	E	E	E	E	0	0
M710.2573T14.5	c18acqui	M710T869	710.257284903033	869.412809201322	[484][M+1]-		36	NA				NA		-0.00585066666666556	0.995685619482662	0	-0.014011428571429	0.951407431583312	0	-0.0753437380952366	0.885283741728415	0	-0.158130620192308	0.299872853008284	0	0.0356536462805099	1.12798671224902	E	E	E	E	E	E	0	0
M711.1787T15.3	c18acqui	M711T917	711.178717132558	916.849751012598			1975	NA				NA		-0.11805584102564	0.557216260922575	0	-0.139691785714286	0.126590449251375	0	-0.0138846047619037	0.974631922884215	0	-0.0582002019230767	0.594109935333431	0	1.50674418561437	0.138506821102927	E	E	E	E	E	E	0	0
M711.2595T14.7	c18acqui	M711T882	711.259500744097	882.230954138106	[483][M+2]-		11	NA				NA		-0.0131588820512807	0.981930033222828	0	-0.0362805714285717	0.822608291525793	0	-0.0754662666666661	0.862864456443553	0	-0.175724163461538	0.140599615475623	0	0.0042925458833908	0.750342361082945	E	E	E	E	E	E	0	0
M711.2691T15.4	c18acqui	M711T922	711.269095728607	921.627653827836			62	NA				NA		0.0329273384615387	0.981930033222828	0	-0.158357642857144	0.42798382412382	0	-0.0133119142857137	0.998623513225013	0	-0.300631028846153	0.0846902952783505	0	0.00456801598348666	0.134677059153205	E	E	E	E	E	E	0	0
M711.2695T15.6	c18acqui	M711T936	711.269493703163	936.312987717426	[485][M]-	[M+Cl]- 676.3 [M-H]- 712.277	17	NA				NA		-0.0204312307692316	0.934702407845416	0	-0.0567150000000005	0.424100857111309	0	-0.00186628571428571	0.999344236684911	0	-0.0425584134615384	0.495280105507168	0	0.288973657235774	0.00654586735569284	E	E	E	E	E	E	0	0
M712.1856T15	c18acqui	M712T898	712.185646054534	897.634182006528	[487][M]-		26	NA				NA		-0.00892400000000038	0.973746888287578	0	-0.0945357142857137	0.281718980102009	0	0.127120285714286	0.424214738064623	0	-0.0358775480769236	0.594881228269512	0	0.0823158262069644	2.22851467809626	E	E	E	E	E	E	0	0
M712.1859T15.3	c18acqui	M712T917	712.185913494936	916.873502647716	[486][M]-		1976	NA				NA		0.0972257948717932	0.632796033847321	0	0.101599285714286	0.234716446473004	0	0.130098761904762	0.481605298367394	0	0.125640624999999	0.119413508177081	0	1.43315229182722	2.00013193602872	E	E	E	E	E	E	0	0
M712.2394T15.3	c18acqui	M712T918	712.23941898693	917.800624951512			1977	NA				NA		0.171821897435898	0.884682440370474	0	-0.0207407142857132	0.98981942635577	0	0.279727666666666	0.729715757006509	0	0.0934852067307688	0.805365846824822	0	0.812152705159166	1.37329099899518	E	E	E	E	E	E	0	0
M712.2603T14.7	c18acqui	M712T881	712.260258649113	881.157315144372	[483][M+3]-		11	NA				NA		0.00785117948717939	0.995685619482662	0	-0.038881428571429	0.686709174599366	0	0.0269609047619053	0.900015579988087	0	-0.0137600000000013	0.873840654807603	0	0.0518128633317019	0.742159362039104	E	E	E	E	E	E	0	0
M712.2612T14.5	c18acqui	M712T869	712.261234837971	869.45392560867		[M-H]- 713.267	36	NA		Unknown		4		-0.0398983589743587	0.867611398045587	0	-0.152072857142857	0.0828241912183055	0	-0.117101380952381	0.627653572070904	0	-0.252273990384616	0.00383611629198392	1	0.601223335268362	1.28406563067477	E	E	E	E	E	E	0	0
M712.2727T15.6	c18acqui	M712T936	712.272709028091	936.28266897897	[485][M+1]-		17	NA				NA		0.0122899487179495	0.985538170540197	0	-0.0440442857142855	0.710958293053517	0	-0.0836525238095227	0.697520322386001	0	-0.0776490384615389	0.350423141038662	0	0.318195925076954	1.53968515344449	E	E	E	E	E	E	0	0
M713.1877T15	c18acqui	M713T898	713.187721069031	897.604870998126	[487][M+1]-		26	NA				NA		-0.0752115128205126	0.774311883630653	0	-0.0650729285714284	0.501225515042283	0	0.117188619047619	0.678924715311304	0	-0.0965162836538447	0.366172304536825	0	0.988559775287331	1.40225894588548	E	E	E	E	E	E	0	0
M713.1881T15.3	c18acqui	M713T917	713.188135182941	917.482352140212	[486][M+1]-		1978	NA				NA		-0.11276038974359	0.683421381865718	0	0.0095608571428567	0.993077063730432	0	-0.11163110952381	0.678924715311304	0	0.0857458365384609	0.412348673769322	0	1.48103855385382	1.02803521517721	E	E	E	E	E	E	0	0
M713.2635T14.7	c18acqui	M713T881	713.263462509141	880.850134691802	[483][M+4]-		11	NA				NA		0.0234293333333326	0.955333775599802	0	0.00572857142857153	0.960205312862516	0	0.0850707619047615	0.736574108439909	0	0.0497504807692302	0.621109832133077	0	0.428483568771546	1.33337165628884	E	E	E	E	E	E	0	0
M713.2859T16.8	c18acqui	M713T1009	713.285943676259	1009.17605128046			19	NA				NA		0.0258264615384611	0.955333775599802	0	0.145176571428571	0.251647400161666	0	0.0922167142857155	0.79183608136938	0	0.119150735576925	0.33408310577295	0	0.193114116909676	0.756717366432871	E	E	E	E	E	E	0	0
M714.258T14.7	c18acqui	M714T881	714.257964253395	881.078767654392	[488][M]-	[M+Cl]- 679.284	11	NA		Unknown		4		-0.0773051282051291	0.687484132444199	0	-0.166459999999999	0.0387056476118232	1	-0.0529159523809533	0.854174576360202	0	-0.154821875	0.0480725394727527	1	1.39946537541345	0.372891111410126	E	E	E	E	E	E	0	0
M714.2582T14.5	c18acqui	M714T869	714.258221147749	869.370629879136		[M-H+HCOOH]- 669.273 [M+Cl]- 679.284	36	NA		Unknown		4		0.019838769230768	0.978216938503131	0	-0.0297771428571423	0.860552323577443	0	-0.179032714285714	0.446165669511982	0	-0.247012884615385	0.0129462696937869	1	0.571667936961446	1.46709277591595	E	E	E	E	E	E	0	0
M714.2767T15.4	c18acqui	M714T922	714.276735087302	921.90691677714		[M-H]- 715.283	62	NA		Unknown		4		0.0432568205128199	0.955333775599802	0	-0.155555714285713	0.236520489347883	0	0.0251378095238088	0.921674474073998	0	-0.269199086538462	0.0189330125366824	1	0.0482975864708724	0.211428271012916	E	E	E	E	E	E	0	0
M714.2771T15.6	c18acqui	M714T936	714.277094578433	936.361688962242	[485][M+3]-		17	NA				NA		-0.0116939487179479	0.961393587402552	0	-0.0565857142857151	0.431828618305564	0	-0.00999861904761801	0.974631922884215	0	-0.0934606730769225	0.154788040795161	0	0.169680364959436	0.232826822382592	E	E	E	E	E	E	0	0
M716.1841T15.3	c18acqui	M716T917	716.184072415438	917.063674555296	[486][M+4]-		1981	NA				NA		0.0539980102564108	0.934702407845416	0	0.0547575714285706	0.777374031169198	0	0.161731004761904	0.733744777235638	0	0.102313581730769	0.582023168816295	0	0.51872284982002	1.28850050123447	E	E	E	E	E	E	0	0
M716.2738T15.6	c18acqui	M716T936	716.273753206555	936.396625867824	[489][M]-	[M-H+HCOOH]- 671.285	17	NA				NA		0.0367239487179489	0.899170943781327	0	0.0120121428571434	0.891739723388307	0	-0.015944238095237	0.951711780952968	0	-0.00165009615384548	0.989449680975318	0	0.727995175220189	0.127724672198628	E	E	E	E	E	E	0	0
M716.2927T16.8	c18acqui	M716T1009	716.292740514565	1009.36770457431	[490][M]-	[M+Cl]- 681.322	19	NA		Unknown		4		-0.00566610256410094	0.995685619482662	0	0.0962549999999993	0.0771328494263262	0	0.0687910952380957	0.720854580492377	0	0.129836730769231	0.0440002199846592	1	0.199949066099856	0.788565781365955	E	E	E	E	E	E	0	0
M716.293T16.5	c18acqui	M716T991	716.293048441299	990.502651589442			97	NA		Unknown		4		-0.20665892820513	0.6957862164551	0	0.47247207142857	0.00591358413138655	1	0.148316533333333	0.765561366864927	0	0.549544028846153	0.000445299925415812	1	1.16312563309078	0.548482992680164	E	E	E	E	E	E	0	0
M717.2961T16.8	c18acqui	M717T1009	717.296101403412	1009.24698241019	[490][M+1]-		19	NA				NA		-0.0105993333333334	0.981930033222828	0	-0.00860357142857104	0.948134447598598	0	-0.00704933333333457	0.974631922884215	0	0.0410978365384622	0.621667562256339	0	0.581654375230317	0.2142020210389	E	E	E	E	E	E	0	0
M718.2746T15.6	c18acqui	M718T936	718.274567796978	936.161057338482	[489][M+2]-		17	NA				NA		0.0942108102564099	0.790703732784052	0	-0.0606019999999994	0.675708245426704	0	0.0715729476190479	0.797761936112665	0	0.0411507788461538	0.727263929373055	0	0.807615264803117	1.02128854158558	E	E	E	E	E	E	0	0
M727.88T0.8	c18acqui	M728T48	727.879978431588	48.0682744031336	[493][M+3]-		18	NA				NA		0.11368576923077	0.701429713406352	0	-0.154755357142857	0.149209902413956	0	-0.00295578571428479	0.996910523974635	0	-0.138514052884616	0.238406543957287	0	1.08863054873453	0.156510079282737	E	E	E	E	E	E	0	0
M728.248T14.8	c18acqui	M728T885	728.248008155895	885.284344285494			1956	NA		Unknown		4		0.0487268461538459	0.829562460374315	0	0.377798642857144	0.000480946844175715	1	0.1490855	0.671610082227088	0	0.326497620192308	0.00680541319540764	1	0.683849548699961	1.27499303311617	E	E	E	E	E	E	0	0
M733.2532T14.7	c18acqui	M733T884	733.253218349988	883.86713608251	[496][M]-	[M-H]- 734.259	172	NA		Unknown		4		0.0711497435897428	0.841571284498888	0	0.415935714285714	0.00680178343955301	1	0.186607380952379	0.665083197279541	0	0.413797307692308	0.0052767930728935	1	0.491986552138402	1.22955377539417	E	E	E	E	E	E	0	0
M734.2523T14.7	c18acqui	M734T884	734.252332368668	884.466591939696	[496][M+1]-		172	NA		Unknown		4		0.000103538461539543	0.981930033222828	0	0.171593571428572	0.115064085751549	0	-0.00758657142857011	0.955616617470517	0	0.251395384615385	0.00761211748005939	1	0.00928300545197231	0.297376780039326	E	E	E	E	E	E	0	0
M736.1853T14.5	c18acqui	M736T869	736.185338949364	869.491912232286	[498][M]-		36	NA				NA		0.0233722051282061	0.973746888287578	0	-0.0546671428571415	0.686440635724311	0	0.0269642380952391	0.924302552394949	0	-0.0981419711538454	0.344575218225529	0	0.246665423238771	0.0741974534429113	E	E	E	E	E	E	0	0
M736.1854T14.8	c18acqui	M736T885	736.185373521731	885.287032061628	[497][M]-		172	NA				NA		-0.02121803076923	0.955333775599802	0	-0.184256571428572	0.107629595381506	0	-0.00720451428571423	0.998212400004249	0	-0.15205789423077	0.207373867880603	0	0.0414299120156221	0.180871347385092	E	E	E	E	E	E	0	0
M736.2594T15.6	c18acqui	M736T936	736.259397199282	936.440500909212			17	NA				NA		-0.0749813076923083	0.829562460374315	0	0.181200642857142	0.0541367865345855	0	-0.0442495714285709	0.862980707500774	0	0.107085817307693	0.210909212236851	0	0.543489131465987	0.266100181257576	E	E	E	E	E	E	0	0
M736.2612T14.7	c18acqui	M736T884	736.261159662156	884.089555194432	[496][M+2]-		172	NA		Unknown		4		0.0658002564102578	0.829562460374315	0	0.377676428571428	0.00344380508797926	1	0.176031190476191	0.655811176757824	0	0.35546389423077	0.0101069529879641	1	0.591002035658271	1.44639205250023	E	E	E	E	E	E	0	0
M736.2744T16.9	c18acqui	M736T1011	736.2744306103	1011.36780654506			1823	NA				NA		-0.103005958974359	0.790703732784052	0	-0.174505857142856	0.20574601931958	0	-0.0648247666666677	0.894982083399533	0	-0.186511942307693	0.179778489486823	0	0.578638458698851	0.608882762991293	E	E	E	E	E	E	0	0
M737.1877T14.5	c18acqui	M737T869	737.18773190595	869.436596233584	[498][M+1]-		908	NA				NA		0.0199785743589747	0.973746888287578	0	-0.0122078571428581	0.948134447598598	0	-0.0869693047619045	0.749142461593554	0	-0.102747673076923	0.281305590488319	0	0.480512386571095	0.861256627503057	E	E	E	E	E	E	0	0
M737.1947T15.6	c18acqui	M737T936	737.194684178772	936.370931691918		[M+Cl+CF3COOH]- 568.22	17	NA				NA		0.0144093999999999	0.981930033222828	0	-0.0134552142857149	0.948134447598598	0	-0.0676024571428577	0.854123006740415	0	-0.00188233653846126	0.993918704375086	0	0.34278447900659	0.561406445318977	E	E	E	E	E	E	0	0
M737.2642T14.7	c18acqui	M737T884	737.264222370093	884.021793777636	[496][M+3]-		172	NA		Unknown		4		-0.0017833282051285	0.978216938503131	0	0.353043642857143	0.0187186251260525	1	0.239377419047619	0.481605298367394	0	0.308663302884616	0.0360395737724304	1	0.323096343336375	1.8912428298522	E	E	E	E	E	E	0	0
M738.1862T14.5	c18acqui	M738T869	738.186223588581	869.17655752359	[498][M+2]-		909	NA				NA		-0.0930592461538478	0.836314848202125	0	-0.103063785714285	0.53329376189849	0	-0.115498828571429	0.782871746896478	0	-0.141846322115384	0.352046391565176	0	0.418858936062212	0.760921002332994	E	E	E	E	E	E	0	0
M738.2016T15.4	c18acqui	M738T922	738.201570075994	921.912473277468			62	NA		Unknown		4		-0.0246923948717956	0.934702407845416	0	-0.292516928571429	0.0163067976778761	1	0.075361495238095	0.780456007582398	0	-0.277370711538461	0.0104732680030222	1	0.561220311954068	0.672311480887935	E	E	E	E	E	E	0	0
M738.2573T14.7	c18acqui	M738T884	738.257317343201	884.106967975194		[M-2H+K]- 701.312 [M+Cl]- 703.284	172	NA				NA		0.0448087487179478	0.927808058357087	0	0.213779857142859	0.148957331688239	0	0.158810561904762	0.729715757006509	0	0.242602350961539	0.120174469216466	0	0.480992559874158	1.5707921026247	E	E	E	E	E	E	0	0
M738.2746T16.8	c18acqui	M738T1010	738.274637662091	1010.06192278004			19	NA				NA		-0.041572256410257	0.933393944398436	0	-0.0415224285714277	0.765082474956141	0	-0.0824426190476206	0.733744777235638	0	-0.0387826442307677	0.706416489705801	0	1.00187908144991	1.23093504504968	E	E	E	E	E	E	0	0
M739.2039T15.6	c18acqui	M739T936	739.203938538013	936.031637767818	[500][M+1]-		17	NA				NA		0.0589683692307688	0.861853399059619	0	-0.0157790000000002	0.945795375666132	0	-0.0116701142857156	0.968772102905521	0	0.0471485865384604	0.623594294781744	0	0.81920122419319	0.173966149313241	E	E	E	E	E	E	0	0
M741.2038T15.6	c18acqui	M741T937	741.20383198643	937.153089255912	[500][M+3]-		17	NA				NA		0.0899908974358965	0.803726028879832	0	0.0578609285714293	0.638097760918412	0	0.121332595238094	0.673381918575591	0	-0.091235399038462	0.397388215190391	0	0.648791135924975	1.14964468980901	E	E	E	E	E	E	0	0
M741.8503T0.8	c18acqui	M742T48	741.85031398001	48.257650516985	[503][M+1]-		18	NA		Unknown		4		0.0381908717948729	0.955333775599802	0	-0.215594285714285	0.0152874274388698	1	0.0166943333333336	0.944881751783857	0	-0.280736730769231	0.00910518880651764	1	0.518346186225953	0.2850561089795	E	E	E	E	E	E	0	0
M742.1996T15.6	c18acqui	M742T937	742.199617281643	937.032426527172	[500][M+4]-		17	NA				NA		-0.078333082051282	0.829562460374315	0	0.0238149285714275	0.915425041725696	0	-0.0824116809523812	0.780058157881769	0	-0.0196284374999998	0.897921798621323	0	0.68565679206984	0.821871481701458	E	E	E	E	E	E	0	0
M742.8468T0.8	c18acqui	M743T48	742.846838026241	48.3064983932638	[503][M+2]-		18	NA		Unknown		4		0.0272503589743582	0.973323097393446	0	-0.179318571428572	0.0152062406731267	1	0.0421519523809515	0.864270436422271	0	-0.225454759615385	0.0139362730201634	1	0.163585672424258	0.682141514279339	E	E	E	E	E	E	0	0
M742.9694T0.8	c18acqui	M743T47	742.969403057844	47.2190836473018	[505][M]-		18	NA				NA		-0.0691381538461524	0.931337371639711	0	-0.0386385714285709	0.86068114239234	0	0.146660857142857	0.737196857617375	0	0.0143479326923064	0.970936339828279	0	0.305048906783257	1.18397962596747	E	E	E	E	E	E	0	0
M746.8423T0.9	c18acqui	M747T53	746.842339387527	53.3068409693967			33	NA		Unknown		4		-0.060874974358974	0.955291610073203	0	-0.0597471428571428	0.820201924717479	0	-0.184747666666667	0.7494563337646	0	0.425726105769231	0.0459486444696271	1	0.263463835809097	1.22426421219666	E	E	E	E	E	E	0	0
M752.179T15	c18acqui	M752T898	752.178981518908	898.03745281197			26	NA				NA		-0.0861646871794868	0.806734158894934	0	0.0537741428571437	0.706363188605432	0	-0.0144870333333333	0.955616617470517	0	0.167678600961539	0.118934126886882	0	1.23485871669879	0.571751137260384	E	E	E	E	E	E	0	0
M753.2408T15.3	c18acqui	M753T917	753.240789119865	916.948000106916			1982	NA				NA		-0.17727185128205	0.374134526663859	0	-0.129756928571428	0.135752078509496	0	-0.157976323809525	0.481605298367394	0	-0.15413939903846	0.105236673770495	0	2.09447875072155	1.70128418538731	E	E	E	E	E	E	0	0
M753.2408T15	c18acqui	M753T898	753.240829733906	897.662270358288		[M+Cl+NaCOOH]- 650.284 [M-H+NaCOOH]- 686.261	26	NA				NA		-0.111588235897436	0.794621662515401	0	-0.0752128571428567	0.620636110349125	0	-0.0287873952380941	0.967601305561262	0	-0.19783697596154	0.146374524957208	0	1.02876639361168	0.371076490353399	E	E	E	E	E	E	0	0
M756.2492T15	c18acqui	M756T898	756.249212715689	897.919964257368		[M+Cl+NaCOOH]- 653.29	26	NA				NA		-0.110681210256409	0.795242614642581	0	-0.0504067142857139	0.731474503599673	0	0.10220250952381	0.736574108439909	0	-0.0839517115384627	0.447034550872359	0	0.919911459258088	1.07852464502505	E	E	E	E	E	E	0	0
M756.821T0.8	c18acqui	M757T48	756.820979469011	48.2800289033953		[M-H-H20]- 775.846	18	NA		Unknown		4		0.0671148205128205	0.934702407845416	0	-0.265457857142858	0.0489536597470511	1	0.0204322380952391	0.939406630081469	0	-0.549475096153847	0.000665112160608806	1	0.458181923431346	0.282085679591077	E	E	E	E	E	E	0	0
M757.2532T14.7	c18acqui	M757T880	757.253235778144	879.612052704414	[511][M]-		23	NA				NA		-0.0296477435897433	0.955333775599802	0	-0.0360049999999994	0.797115264633511	0	0.0991910476190494	0.780058157881769	0	0.0727007692307691	0.587535545999895	0	0.720345659043196	0.940696726673477	E	E	E	E	E	E	0	0
M757.9883T0.8	c18acqui	M758T47	757.988294866017	47.1811777558136	[510][M+1]-		661	NA		Unknown		4		-0.133068153846153	0.806734158894934	0	0.363965	0.0100398877878267	1	0.025288999999999	0.998623513225013	0	0.634375317307693	2.41769399375303e-05	1	0.846527306220719	0.0514484085177852	E	E	E	E	E	E	0	0
M758.2569T14.7	c18acqui	M758T879	758.256883747106	879.363592600908	[511][M+1]-		23	NA				NA		0.0172400564102571	0.972511754160146	0	0.18011192857143	0.252436729074522	0	0.132150276190476	0.768609301075235	0	0.231990682692308	0.113250073925629	0	0.0926131143622274	0.67309562998014	E	E	E	E	E	E	0	0
M759.3682T0.8_2	c18acqui	M759T48_2	759.368226648204	48.1516638278074		[M-H]- 760.375	18	NA				NA		0.153836666666667	0.512679388157418	0	-0.0828192857142867	0.508160876976792	0	0.0899345238095233	0.780058157881769	0	0.0664936538461536	0.574195797707468	0	1.50983765924389	0.798014486207785	E	E	E	E	E	E	0	0
M760.1844T14.8	c18acqui	M760T885	760.184379737542	885.117302730678			1952	NA				NA		0.0364537948717949	0.93922135985104	0	0.140483571428572	0.320640869203398	0	0.137822619047618	0.780456007582398	0	0.171431745192308	0.327184640339548	0	0.239760705640399	1.01159021195727	E	E	E	E	E	E	0	0
